,artifact_id,text_for_matching_web,id_page,price,currency,description_short,description_long,id_article;;;;;;;
"202,0-آثارنا المنهوبة_22_p009_ab2ed43b,""picture picture 2 PHOTOS Auction 51 Part I - Books Chassidism Manuscripts Rabbinical Letters July 11, 2016 PDF Results Prices Realized Browse Sale << Previous Lot Lot 214 Next Lot >> Manuscript, Menorat HaMaor - Sana'a, Yemen, 1848 Opening: $500 Sold for: $1,875 Including buyer's premium Manuscript, Menorat HaMaor, by Rabbi Yitzchak Abuhav. Ask about this lot Yemenite Jewry - Manuscripts and Documents Yemenite Jewry - Manuscripts and Documents << Previous Lot Next Lot >> View Details At the beginning of each """"Ner"""" (name of chapter in the book Menorat HaMaor) is a red and black ornamentation [with the exception of the sixth and seventh Ner]. Menorat HaMaor was embraced by Yemenite Jews and their communities adopted the custom of reading this composition in their synagogues every Shabbat afternoon. This is a complete manuscript of the composition (with the exception of a number of index leaves missing at the end), written before this well-known printing. Title page illustrated with a frame (in two colors): """"The book Menorat HaMaor was written by Rabbi Yitzchak Abuhav the Sephardi…written here in Sana'a…1848"""". In 1857, Rabbi Moshe Chanoch HaLevi, a Jew from Aden who reached Italy, printed an edition of Menorat HaMaor in Livorno for his Yemenite brethren. For this purpose, the book was divided into chapters for Shabbat and festival days throughout the year."",597,,,""Manuscript on paper, Menorat HaMaor by Rabbi Yitzchak Abuhav, written in Sana'a, Yemen, 1848. Complete manuscript with the exception of several index leaves missing at the end, decorated with red and black ornamentation at the beginning of each chapter, except the sixth and seventh chapters."",""Manuscript on paper, Menorat HaMaor by Rabbi Yitzchak Abuhav, written in Sana'a, Yemen, 1848. The manuscript is described as complete, apart from a number of index leaves missing at the end. At the beginning of each Ner, or chapter, there is red and black ornamentation, with the exception of the sixth and seventh Ners. The title page is illustrated with a two-colour frame and states that the book Menorat HaMaor was written by Rabbi Yitzchak Abuhav the Sephardi and written here in Sana'a in 1848. The text notes that Menorat HaMaor was widely embraced by Yemenite Jews and read in synagogues on Shabbat afternoon."",203";;;;;;;
"203,0-آثارنا المنهوبة_22_p010_7fb500f3,""picture Auction 51 Part I - Books Chassidism Manuscripts Rabbinical Letters July 11, 2016 PDF Results Prices Realized Browse Sale << Previous Lot Lot 215 Next Lot >> Manuscript, Mipi Chachamim - Yemen, 1895 Opening: $500 Sold for: $875 Including buyer's premium Manuscript, Mipi Chachamim, halachic, aggadic and kabbalistic explanations for various laws and customs. Ask about this lot Yemenite Jewry - Manuscripts and Documents Yemenite Jewry - Manuscripts and Documents << Previous Lot Next Lot >> View Details This manuscript has many variations from the printed version and corresponds to another manuscript written nine months earlier by the same scribe Rabbi Oded son of Yafet in the month of Iyar 1894, """"by the desire of my master, Zecharya"""". · Long letter to """"My master and crown of my head"""" Rabbi Salam son of Menachem, by """"Yuda Nissim, and Chassan Yuda, and Machbuv Avni"""". Interesting letter related to Aliya to Eretz Israel and about their travails """"that G-d confronted us with a foe like Haman and even worse than Haman, his name and memory should be erased…"""". Colophon of the scribe Rabbi Oded son of Yafet [Ra'avad of Aden, Ibb district, Southern Yemen] who wrote it """"by the desire of Chassan Utz and his sons"""". [133] leaves, 25 cm + 9 leaves of varied size. On the endpapers and on additional leaves at the beginning and end are ownership inscriptions and various lists: · Prayers."",598,,,""Manuscript, paper, Mipi Chachamim, containing halachic, aggadic, and kabbalistic explanations of various laws and customs, Yemen, 1895."",""Manuscript, paper, Mipi Chachamim, with halachic, aggadic, and kabbalistic explanations for various laws and customs. The manuscript is described as having many variations from the printed version and as corresponding to another manuscript written nine months earlier by the same scribe, Rabbi Oded son of Yafet, in Iyar 1894, by the desire of his master, Zecharya. It includes a long letter addressed to Rabbi Salam son of Menachem by Yuda Nissim, Chassan Yuda, and Machbuv Avni, concerning aliyah to Eretz Israel and their travails, and contains a colophon by the scribe Rabbi Oded son of Yafet, identified as Ra'avad of Aden, Ibb district, Southern Yemen, stating that he wrote it by the desire of Chassan Utz and his sons. The manuscript comprises 133 leaves, with an additional 9 leaves of varied size, measures 25 cm, and has ownership inscriptions and various lists, including prayers, on the endpapers and on additional leaves at the beginning and end."",204";;;;;;;
"204,0-آثارنا المنهوبة_22_p011_683adcce,""picture Auction 51 Part I - Books Chassidism Manuscripts Rabbinical Letters July 11, 2016 PDF Results Prices Realized Browse Sale << Previous Lot Lot 217 Next Lot >> Three Manuscripts - Yemen Opening: $500 Sold for: $1,750 Including buyer's premium Compilation of manuscripts, Scriptures and Targum. Ask about this lot Yemenite Jewry - Manuscripts and Documents Yemenite Jewry - Manuscripts and Documents << Previous Lot Next Lot >> View Details · Three Megillot (Shir HaShirim, Ruth and Kohelet), with Targum, Rashi commentary and compiled novellae (by Mahari Tzalach, etc.). 3 manuscripts, two are approximately 23-24 cm. Leaves of Parshat Bereshit with Rashi commentary are bound at the beginning and end of manuscript. · Bereshit with Targum and Rashi commentary, Haftarot. With Gevil cover, from the geniza of a Sefer Torah. · Targum of Shir HaShirim, Ruth and Kohelet."",599,1750,USD,""Three manuscripts, on paper and gevil, comprising Megillot Shir HaShirim, Ruth and Kohelet with Targum, Rashi commentary, and compiled novellae, together with Bereshit with Targum and Rashi commentary, Haftarot, and leaves of Parshat Bereshit bound at the beginning and end of the manuscript. One manuscript has a gevil cover from the geniza of a Sefer Torah."",""Three manuscripts, on paper and gevil, from Yemenite Jewry, comprising a compilation of Scriptures and Targum. The group includes three Megillot, Shir HaShirim, Ruth and Kohelet, with Targum, Rashi commentary, and compiled novellae attributed to Mahari Tzalach and others"; Bereshit with Targum and Rashi commentary, with Haftarot;" and Targum of Shir HaShirim, Ruth and Kohelet. Two of the manuscripts are approximately 23-24 cm in size. Leaves of Parshat Bereshit with Rashi commentary are bound at the beginning and end of one manuscript. One manuscript has a gevil cover from the geniza of a Sefer Torah."",205";;;;;
"205,0-آثارنا المنهوبة_22_p012_ec9c65d5,""picture Auction 51 Part I - Books Chassidism Manuscripts Rabbinical Letters July 11, 2016 PDF Results Prices Realized Browse Sale << Previous Lot Lot 218 Next Lot >> Two Manuscripts, Prayers and Piyyutim - Yemen, 19th Century Opening: $450 Sold for: $625 Including buyer's premium Two Yemenite manuscripts, with original leather bindings. Ask about this lot Yemenite Jewry - Manuscripts and Documents Yemenite Jewry - Manuscripts and Documents << Previous Lot Next Lot >> View Details Piyyutim of Bakashot, Tikun Chatzot, interpretation of dreams, tekufot and amulets, blessings and versions of shtarot, Birkat HaMazon with """"Chiddushin"""", eulogies and a compilation of commentaries. Provenance: Collection of Willy Lindwer. Ancient leather binding with leather loops and adornments - worn, with worming. Scribe's colophon: """"Ya'ish son of Yichye Al Tza'adi"""" from 1864. Ancient leather binding, with folk ornamentation, worn. Prayers, piyyutim of Selichot and Hosha'anot."",600,625,USD,""Manuscript, paper, with original leather binding. Yemen, 19th century. Two Yemenite manuscripts containing prayers and piyyutim, including Bakashot, Tikun Chatzot, dream interpretation, tekufot and amulets, blessings and versions of shtarot, Birkat HaMazon with """"Chiddushin"""", eulogies, and a compilation of commentaries. The binding is worn and shows worming."",""Manuscript, paper, with original leather binding. Yemen, 19th century. Two Yemenite manuscripts with original leather bindings, containing piyyutim of Bakashot, Tikun Chatzot, interpretation of dreams, tekufot and amulets, blessings and versions of shtarot, Birkat HaMazon with """"Chiddushin"""", eulogies, and a compilation of commentaries. The manuscripts also include prayers and piyyutim of Selichot and Hosha'anot. One scribe's colophon names """"Ya'ish son of Yichye Al Tza'adi"""" and is dated 1864. The bindings are described as ancient leather bindings with leather loops and adornments, worn and wormed, with folk ornamentation. Provenance: Collection of Willy Lindwer."",206";;;;;;;
"206,0-آثارنا المنهوبة_22_p014_f8a5f56a,""picture Auction 51 Part I - Books Chassidism Manuscripts Rabbinical Letters July 11, 2016 PDF Results Prices Realized Browse Sale << Previous Lot Lot 222 Next Lot >> Manuscript - Siddur for Year-round Use - Yemen, 19th Century Opening: $600 Sold for: $813 Including buyer's premium Manuscript, siddur for year-round use - for weekdays, Shabbat and festivals. Ask about this lot Yemenite Jewry - Manuscripts and Documents Yemenite Jewry - Manuscripts and Documents << Previous Lot Next Lot >> View Details Contains prayers for weekdays and for Shabbat, prayers for Rosh Chodesh, Birkat HaLevana, Seder for Chanuka, Tikun Purim, Tikun Pesach with the Haggadah, prayers for the Three Festivals and Azharot for Shavuot. On verso of title page: """"Version of blessings and prayers, according to our tradition of the holy congregation throughout Yemenite cities"""". Title page with illustrated frame: """"Siddur of prayers according to Sephardic tradition, and written for the entire year…"""". The last 20 leaves (Approximately) [prayers for the Festival of Shavuot and Azharot] are in a different handwriting. Stains and wear, tears [affecting the text of several leaves]. Some leaves at the end were replaced in another handwriting."",602,,,""Manuscript, siddur on paper for year-round use, Yemen, 19th century. Contains prayers for weekdays, Shabbat, festivals, Rosh Chodesh, Birkat HaLevana, Seder for Chanuka, Tikun Purim, Tikun Pesach with the Haggadah, the Three Festivals, and Azharot for Shavuot."",""Manuscript, siddur on paper for year-round use, Yemen, 19th century. The manuscript includes prayers for weekdays and Shabbat, prayers for Rosh Chodesh, Birkat HaLevana, Seder for Chanuka, Tikun Purim, Tikun Pesach with the Haggadah, prayers for the Three Festivals, and Azharot for Shavuot. The verso of the title page bears the note: """"Version of blessings and prayers, according to our tradition of the holy congregation throughout Yemenite cities"""". The title page has an illustrated frame and is inscribed: """"Siddur of prayers according to Sephardic tradition, and written for the entire year…"""". The last approximately 20 leaves, containing prayers for the Festival of Shavuot and Azharot, are in a different handwriting, and some leaves at the end were replaced in another handwriting. The manuscript shows stains, wear, and tears affecting the text of several leaves."",207";;;;;;;
"207,0-آثارنا المنهوبة_22_p015_88c123d1,""picture Auction 51 Part I - Books Chassidism Manuscripts Rabbinical Letters July 11, 2016 PDF Results Prices Realized Browse Sale << Previous Lot Lot 224 Next Lot >> Three Manuscripts - Yemen Opening: $400 Sold for: $1,000 Including buyer's premium Three small volumes of manuscripts, with compilations of various topics. Ask about this lot Yemenite Jewry - Manuscripts and Documents Yemenite Jewry - Manuscripts and Documents << Previous Lot Next Lot >> View Details Manuscript, compilation by various writers and from various times: story of Jesus, leap years, death of Aharon the Cohen, oaths, te'amim according to Kabbalah, etc. Manuscript, compilation by various writers and from various times: laws of shechita, Shabbat songs, te'amim, etc. Part of the Passover Haggadah appears in the beginning of the manuscript [in another handwriting]. Three volumes of manuscripts, approximately 200 leaves. Manuscript, Birkat Erusin, piyyutim, bakashot."",603,1000,USD,""Manuscript, paper, three small volumes of manuscripts from Yemen, comprising compilations by various writers and from various times on diverse topics, including the story of Jesus, leap years, the death of Aharon the Cohen, oaths, te'amim according to Kabbalah, laws of shechita, Shabbat songs, part of the Passover Haggadah, Birkat Erusin, piyyutim, and bakashot."",""Manuscript, paper, three small volumes of manuscripts from Yemen, compiled by various writers and from various times. The contents include the story of Jesus, leap years, the death of Aharon the Cohen, oaths, te'amim according to Kabbalah, laws of shechita, Shabbat songs, and a section of the Passover Haggadah in another hand at the beginning of one manuscript. The group comprises approximately 200 leaves in total. One manuscript also contains Birkat Erusin, piyyutim, and bakashot."",208";;;;;;;
"208,0-آثارنا المنهوبة_22_p016_cc4b6a73,""picture picture 2 PHOTOS Auction 51 Part I - Books Chassidism Manuscripts Rabbinical Letters July 11, 2016 PDF Results Prices Realized Browse Sale << Previous Lot Lot 225 Next Lot >> Collection of Manuscripts - Yemen Opening: $800 Sold for: $1,750 Including buyer's premium Collection of eight manuscripts. Ask about this lot Yemenite Jewry - Manuscripts and Documents Yemenite Jewry - Manuscripts and Documents << Previous Lot Next Lot >> View Details Torah and Megillot, Passover Haggadot and prayers. Some have old bindings and others are newly bound. For a complete list, see Hebrew description."",604,""$1,750"",USD,""Manuscript collection, paper and bindings, comprising eight manuscripts from Yemen. The group includes Torah and Megillot, Passover Haggadot, and prayers";" some volumes have old bindings and others are newly bound."",""Manuscript collection, paper and bindings, comprising eight manuscripts from Yemen. The group includes Torah and Megillot, Passover Haggadot, and prayers. The manuscripts are described as a collection of eight items, with some volumes retaining old bindings and others newly bound. The source identifies the material as manuscripts and notes their association with Yemenite Jewry and manuscripts and documents."",209";;;;;;
"209,0-آثارنا المنهوبة_22_p017_6abd9361,""How to sell 269 — Five Roman glass vessels 5 £500 - £700 270 — Eight Roman glass vessels 8 £1,500 - £2,000 19 — A Late Roman or Byzantine solid gold bracelet with agate cabochon £6,000 - £8,000 21 — A large Roman green glass jug £4,000 - £6,000 22 — A Roman aubergine glass jug £2,000 - £3,000 11 — An Egyptian wood Ptah-Sokar-Osiris £2,000 - £3,000 18 — A Roman bronze figure of Minerva £3,000 - £5,000 10 — Two Egyptian wood model brewers or oarsmen £1,500 - £2,000 20 — A Roman aubergine ribbed glass bottle £300 - £500 13 — A South Arabian bronze erotic statuette £600 - £800 15 — A large Near Eastern copper alloy pectoral £3,000 - £5,000 14 R — A Luristan iron sword with a bronze grip £1,000 - £1,500 17 — A Roman bronze incense burner with dolphin handle £1,500 - £2,000 16 — A Luristan bronze horsebit £800 - £1,200 12 — An Egyptian alabaster jar with rope-twist band £1,500 - £2,000 8 — A large Egyptian turquoise faience amulet of Bastet £2,000 - £3,000 9 — An Egyptian bronze statuette of a kneeling king £1,500 - £2,000 6 — A large Egyptian limestone shabti £2,000 - £3,000 5 — An Egyptian green glazed faience shabti for Pa-Her-Mer, Overseer of the Treasury £1,200 - £1,800 3 — An Egyptian pale green glazed faience shabti for the Overseer of the Treasury, Psamtek, 'Good name', Iahmes, born to Bastet-ir-dis £2,000 - £3,000 2 — An Egyptian gilded polychrome painted cartonnage mummy mask £3,000 - £5,000 1 — An Egyptian polychrome painted cartonnage mummy mask £2,000 - £3,000 Previous Lot Next Lot Lot 282 *,W A South Arabian alabaster male figure Antiquities 24 October 2012, 10:30 BST London, New Bond Street Sold for £18,750 inc. Antiquities View Conditions of Sale Bid now on these items An Egyptian pale green glazed faience shabti for Howedja, born to Shedet £3,000 - £5,000 Two Luristan bronze swords 2 £800 - £1,200 Five Roman glass vessels 5 £500 - £700 Eight Roman glass vessels 8 £1,500 - £2,000 A Late Roman or Byzantine solid gold bracelet with agate cabochon £6,000 - £8,000 A large Roman green glass jug £4,000 - £6,000 A Roman aubergine glass jug £2,000 - £3,000 An Egyptian wood Ptah-Sokar-Osiris £2,000 - £3,000 A Roman bronze figure of Minerva £3,000 - £5,000 Two Egyptian wood model brewers or oarsmen £1,500 - £2,000 A Roman aubergine ribbed glass bottle £300 - £500 A South Arabian bronze erotic statuette £600 - £800 A large Near Eastern copper alloy pectoral £3,000 - £5,000 A Luristan iron sword with a bronze grip £1,000 - £1,500 A Roman bronze incense burner with dolphin handle £1,500 - £2,000 A Luristan bronze horsebit £800 - £1,200 An Egyptian alabaster jar with rope-twist band £1,500 - £2,000 A large Egyptian turquoise faience amulet of Bastet £2,000 - £3,000 An Egyptian bronze statuette of a kneeling king £1,500 - £2,000 A large Egyptian limestone shabti £2,000 - £3,000 An Egyptian green glazed faience shabti for Pa-Her-Mer, Overseer of the Treasury £1,200 - £1,800 An Egyptian pale green glazed faience shabti for the Overseer of the Treasury, Psamtek, 'Good name', Iahmes, born to Bastet-ir-dis £2,000 - £3,000 An Egyptian gilded polychrome painted cartonnage mummy mask £3,000 - £5,000 An Egyptian polychrome painted cartonnage mummy mask Amended £2,000 - £3,000 Depicted standing, with both arms bent projecting forward, the left hand closed in a fist, wearing a short plain tunic, the face with almond shaped eyes and straight eyebrows, both recessed for now-missing inlays, the beard indicated by a line starting from the ears and running below the chin, 15in (38cm) high Footnotes Provenance : Belgian private collection formed in the 1950s. Buyers' Premium and Charges For all Sales categories, buyer's premium excluding Cars, Motorbikes, Wine, Whisky and Coin & Medal sales, will be as follows: Buyer's Premium Rates 28% on the first £40,000 of the hammer price"",605,""£2,000 - £3,000"",GBP,""Cartonnage mummy mask, polychrome painted and gilded, Egyptian. Depicted standing, with both arms bent projecting forward, the left hand closed in a fist, wearing a short plain tunic";" the face has almond-shaped eyes and straight eyebrows, both recessed for now-missing inlays, and the beard is indicated by a line starting from the ears and running below the chin."",""Cartonnage mummy mask, Egyptian, made of polychrome painted cartonnage with gilding. The mask is depicted standing, with both arms bent and projecting forward, the left hand closed in a fist. It wears a short plain tunic. The face is modelled with almond-shaped eyes and straight eyebrows, both recessed for now-missing inlays. The beard is indicated by a line starting from the ears and running below the chin. The object measures 15 in (38 cm) high."",210";;;;;;
"210,0-آثارنا المنهوبة_22_p018_439e9ea8,""How to sell 269 — Five Roman glass vessels 5 £500 - £700 270 — Eight Roman glass vessels 8 £1,500 - £2,000 19 — A Late Roman or Byzantine solid gold bracelet with agate cabochon £6,000 - £8,000 21 — A large Roman green glass jug £4,000 - £6,000 22 — A Roman aubergine glass jug £2,000 - £3,000 11 — An Egyptian wood Ptah-Sokar-Osiris £2,000 - £3,000 18 — A Roman bronze figure of Minerva £3,000 - £5,000 10 — Two Egyptian wood model brewers or oarsmen £1,500 - £2,000 20 — A Roman aubergine ribbed glass bottle £300 - £500 13 — A South Arabian bronze erotic statuette £600 - £800 15 — A large Near Eastern copper alloy pectoral £3,000 - £5,000 14 R — A Luristan iron sword with a bronze grip £1,000 - £1,500 17 — A Roman bronze incense burner with dolphin handle £1,500 - £2,000 16 — A Luristan bronze horsebit £800 - £1,200 12 — An Egyptian alabaster jar with rope-twist band £1,500 - £2,000 8 — A large Egyptian turquoise faience amulet of Bastet £2,000 - £3,000 9 — An Egyptian bronze statuette of a kneeling king £1,500 - £2,000 6 — A large Egyptian limestone shabti £2,000 - £3,000 5 — An Egyptian green glazed faience shabti for Pa-Her-Mer, Overseer of the Treasury £1,200 - £1,800 3 — An Egyptian pale green glazed faience shabti for the Overseer of the Treasury, Psamtek, 'Good name', Iahmes, born to Bastet-ir-dis £2,000 - £3,000 2 — An Egyptian gilded polychrome painted cartonnage mummy mask £3,000 - £5,000 1 — An Egyptian polychrome painted cartonnage mummy mask £2,000 - £3,000 Previous Lot Next Lot Lot 283 * A South Arabian alabaster head Antiquities 24 October 2012, 10:30 BST London, New Bond Street Sold for £2,750 inc. Antiquities View Conditions of Sale Bid now on these items An Egyptian pale green glazed faience shabti for Howedja, born to Shedet £3,000 - £5,000 Two Luristan bronze swords 2 £800 - £1,200 Five Roman glass vessels 5 £500 - £700 Eight Roman glass vessels 8 £1,500 - £2,000 A Late Roman or Byzantine solid gold bracelet with agate cabochon £6,000 - £8,000 A large Roman green glass jug £4,000 - £6,000 A Roman aubergine glass jug £2,000 - £3,000 An Egyptian wood Ptah-Sokar-Osiris £2,000 - £3,000 A Roman bronze figure of Minerva £3,000 - £5,000 Two Egyptian wood model brewers or oarsmen £1,500 - £2,000 A Roman aubergine ribbed glass bottle £300 - £500 A South Arabian bronze erotic statuette £600 - £800 A large Near Eastern copper alloy pectoral £3,000 - £5,000 A Luristan iron sword with a bronze grip £1,000 - £1,500 A Roman bronze incense burner with dolphin handle £1,500 - £2,000 A Luristan bronze horsebit £800 - £1,200 An Egyptian alabaster jar with rope-twist band £1,500 - £2,000 A large Egyptian turquoise faience amulet of Bastet £2,000 - £3,000 An Egyptian bronze statuette of a kneeling king £1,500 - £2,000 A large Egyptian limestone shabti £2,000 - £3,000 An Egyptian green glazed faience shabti for Pa-Her-Mer, Overseer of the Treasury £1,200 - £1,800 An Egyptian pale green glazed faience shabti for the Overseer of the Treasury, Psamtek, 'Good name', Iahmes, born to Bastet-ir-dis £2,000 - £3,000 An Egyptian gilded polychrome painted cartonnage mummy mask £3,000 - £5,000 An Egyptian polychrome painted cartonnage mummy mask Amended £2,000 - £3,000 Buyers' Premium and Charges For all Sales categories, buyer's premium excluding Cars, Motorbikes, Wine, Whisky and Coin & Medal sales, will be as follows: Buyer's Premium Rates 28% on the first £40,000 of the hammer price"",606,,,""Object group, various materials: a mixed antiquities lot including Roman glass vessels, Roman bronze figures and vessels, Egyptian faience, wood, limestone, alabaster, bronze and cartonnage objects, Luristan iron and bronze weapons and fittings, and South Arabian and Near Eastern metal and stone items."",""Object group, various materials: a mixed antiquities lot comprising Roman glass vessels, including a large green glass jug, an aubergine glass jug, and an aubergine ribbed glass bottle"; Roman bronze objects, including a figure of Minerva and an incense burner with dolphin handle; Egyptian objects in wood, limestone, alabaster, bronze, turquoise faience, green glazed faience, pale green glazed faience, and cartonnage, including shabtis, a Ptah-Sokar-Osiris figure, a kneeling king statuette, an amulet of Bastet, and painted mummy masks; Luristan iron and bronze objects, including swords and a horsebit; a South Arabian bronze erotic statuette; a South Arabian alabaster head; a Near Eastern copper alloy pectoral;" and a Late Roman or Byzantine solid gold bracelet with agate cabochon. The source text gives no measurements or further technical details beyond typology, material, and named attribution where stated."",211"
"211,0-آثارنا المنهوبة_22_p019_3b93fef1,""How to sell 269 — Five Roman glass vessels 5 £500 - £700 270 — Eight Roman glass vessels 8 £1,500 - £2,000 19 — A Late Roman or Byzantine solid gold bracelet with agate cabochon £6,000 - £8,000 21 — A large Roman green glass jug £4,000 - £6,000 22 — A Roman aubergine glass jug £2,000 - £3,000 11 — An Egyptian wood Ptah-Sokar-Osiris £2,000 - £3,000 18 — A Roman bronze figure of Minerva £3,000 - £5,000 10 — Two Egyptian wood model brewers or oarsmen £1,500 - £2,000 20 — A Roman aubergine ribbed glass bottle £300 - £500 13 — A South Arabian bronze erotic statuette £600 - £800 15 — A large Near Eastern copper alloy pectoral £3,000 - £5,000 14 R — A Luristan iron sword with a bronze grip £1,000 - £1,500 17 — A Roman bronze incense burner with dolphin handle £1,500 - £2,000 16 — A Luristan bronze horsebit £800 - £1,200 12 — An Egyptian alabaster jar with rope-twist band £1,500 - £2,000 8 — A large Egyptian turquoise faience amulet of Bastet £2,000 - £3,000 9 — An Egyptian bronze statuette of a kneeling king £1,500 - £2,000 6 — A large Egyptian limestone shabti £2,000 - £3,000 5 — An Egyptian green glazed faience shabti for Pa-Her-Mer, Overseer of the Treasury £1,200 - £1,800 3 — An Egyptian pale green glazed faience shabti for the Overseer of the Treasury, Psamtek, 'Good name', Iahmes, born to Bastet-ir-dis £2,000 - £3,000 2 — An Egyptian gilded polychrome painted cartonnage mummy mask £3,000 - £5,000 1 — An Egyptian polychrome painted cartonnage mummy mask £2,000 - £3,000 Previous Lot Next Lot Lot 201 Antiquities 23 October 2012, 10:30 BST London, Knightsbridge £2,000 - £3,000 Own a similar item? Antiquities View Conditions of Sale Bid now on these items An Egyptian pale green glazed faience shabti for Howedja, born to Shedet £3,000 - £5,000 Two Luristan bronze swords 2 £800 - £1,200 Five Roman glass vessels 5 £500 - £700 Eight Roman glass vessels 8 £1,500 - £2,000 A Late Roman or Byzantine solid gold bracelet with agate cabochon £6,000 - £8,000 A large Roman green glass jug £4,000 - £6,000 A Roman aubergine glass jug £2,000 - £3,000 An Egyptian wood Ptah-Sokar-Osiris £2,000 - £3,000 A Roman bronze figure of Minerva £3,000 - £5,000 Two Egyptian wood model brewers or oarsmen £1,500 - £2,000 A Roman aubergine ribbed glass bottle £300 - £500 A South Arabian bronze erotic statuette £600 - £800 A large Near Eastern copper alloy pectoral £3,000 - £5,000 A Luristan iron sword with a bronze grip £1,000 - £1,500 A Roman bronze incense burner with dolphin handle £1,500 - £2,000 A Luristan bronze horsebit £800 - £1,200 An Egyptian alabaster jar with rope-twist band £1,500 - £2,000 A large Egyptian turquoise faience amulet of Bastet £2,000 - £3,000 An Egyptian bronze statuette of a kneeling king £1,500 - £2,000 A large Egyptian limestone shabti £2,000 - £3,000 An Egyptian green glazed faience shabti for Pa-Her-Mer, Overseer of the Treasury £1,200 - £1,800 An Egyptian pale green glazed faience shabti for the Overseer of the Treasury, Psamtek, 'Good name', Iahmes, born to Bastet-ir-dis £2,000 - £3,000 An Egyptian gilded polychrome painted cartonnage mummy mask £3,000 - £5,000 An Egyptian polychrome painted cartonnage mummy mask Amended £2,000 - £3,000 The angular human-head set on a rectangular plaque, inscribed in Sabaean, the face with a defined brow ridge, sharp nose, diamond-shaped eyes and inner irises, with a slit for the mouth and a closely cropped beard, the ears in relief at the sides, some red slip remaining, 14½in (36.7cm) high Footnotes Provenance : English private collection. Find your local specialist Ask about this lot Knightsbridge [email protected] Client Services (UK) Tel: +44 20 7447 7447 [email protected] Shipping (UK) Tel: +44 20 7468 8302 [email protected] A South Arabian limestone stele Circa 3rd-1st Century B.C. Buyers' Premium and Charges For all Sales categories, buyer's premium excluding Cars, Motorbikes, Wine, Whisky and Coin & Medal sales, will be as follows: Buyer's Premium Rates 28% on the first £40,000 of the hammer price"",607,,,""Stele, limestone. South Arabian limestone stele with an angular human head set on a rectangular plaque, inscribed in Sabaean, with a defined brow ridge, sharp nose, diamond-shaped eyes with inner irises, a slit mouth, closely cropped beard, and ears in relief at the sides";" some red slip remains. Height 14½ in (36.7 cm)."",""Stele, limestone. South Arabian limestone stele, circa 3rd-1st century B.C., formed as an angular human head set on a rectangular plaque. The face is inscribed in Sabaean and has a defined brow ridge, sharp nose, diamond-shaped eyes with inner irises, a slit for the mouth, and a closely cropped beard. The ears are rendered in relief at the sides, and some red slip remains on the surface. Height 14½ in (36.7 cm). Provenance: English private collection."",212";;;;;;
