,artifact_id,pdf_name,page_num,numero_inventaire,type,description_texte_long,materiel,periode,dimensions,nom_musee_auction,etat,note,text_for_matching,id_page,upgr_desc
1038,0-آثارنا المنهوبة_14_p033_f5cf6a94,0-آثارنا المنهوبة_14.pdf,33,13,جارة حجرية,مق من الحجر الجيري. لوحة مستطيلة الشكل نُحت عليها ثلاثة أشكال آدمية واقفة، يفصل ما بين الشكلين الأولين والشكل الثالث خط بارز مستقيم من أعلى لأسفل نُحت عليه كتابة بالخط المسند، كما يعلو اللوحة كتابة بالخط المسند أيضاً. النص المرافق في الصفحة يذكر: لوحة من الحجر الجيري مستطيلة الشكل، عليها ثلاث أشكال آدمية واقفة، وبينهما خط بارز مستقيم من أعلى لأسفل نحت عليه كتابة.,حجر جيري,الألفية الأولى قبل الميلاد,L:265mm / W:160mm ,,,,3 13 . : . L:265mm / W:160mm 0,,
1039,0-آثارنا المنهوبة_14_p034_cb7f1f4c,0-آثارنا المنهوبة_14.pdf,34,14,رأس تمثال آدمي,رأس تمثال آدمي من حجر المرمر، نحتت العيون والحاجبان والجبهة بشكل بارز، وكذلك الأنف، والفم نحت بشكل صغير وأفقي بارز، وقد زُينت الرقبة بثلاثة...,حجر المرمر,الألفية الأولى قبل الميلاد,L:170mm / W:130mm ,,,,4 14 ... L:170mm / W:130mm 0,,
1040,0-آثارنا المنهوبة_14_p035_4c0a409e,0-آثارنا المنهوبة_14.pdf,35,15,تمثال وجهي آدمي,رأس بارز، الجبهة بارزة، زُرّ، الفم نحت بشكل صغير بارز ومبتسم، ويتوسط الجبهة كتابة بخط المسند الغائر من اليسار إلى اليمين حروفها: (ن أ ر ش).,رمرم حجر (أل.)/بستر,من القرن الثالث إلى الأول قبل الميلاد,,LOT - ART,الموقع الحالي للقطعة: مزاد,,"5 15 : . ( .)/ LOT - ART : LOT - ART : A human face statue. A prominent head, front highlights, buttons, mouth carved in a small, visible and smiling way, and the front mediated with the blade line from left to right with its letters: L./Bester Third to first century B.C.",634.0,"Statue, material not specified, depicting a human face with a prominent head, frontal features, button-like details, and a mouth carved in a small, visible, smiling manner; the front is marked by a blade-like line running from left to right with the letters L./Bester. Dated to the third to first century B.C."
1041,0-آثارنا المنهوبة_14_p036_90bc3926,0-آثارنا المنهوبة_14.pdf,36,16,قبر شاهد,قبر شاهد من الحجر الجيري واضح الملامح، بعينين جاحظتين محفورتين، وجبنتين مقوسين بارزين يعلوهما جبهة غائرة، والأنف بارز، والشفتان بارزتان يتوسطهما خط أفقي غائر يمثل فتحة الفم، وعلى الجانبان تظهر الأذنان بحالة سليمة.,الحجر الجيري,200 - 100 قبل الميلاد,,LOT - ART,ممتازة,شاه، ناتمعطم ناترئاغ ناتضحاج نانيعب، حمالملا حضاو يريجلا رجحلا نم ربق د,6 16 . 200 - 100 LOT - ART LOT - ART A witness' grave.,635.0,"Object type not specified, material not specified. The source text identifies the item as “A witness’ grave” and includes the numbers “6 16 . 200 - 100 LOT - ART LOT - ART,” but provides no further factual description of the object, its material, typology, dimensions, technique, or date."
1042,0-آثارنا المنهوبة_14_p037_d8eb0074,0-آثارنا المنهوبة_14.pdf,37,17,عقرب,عقرب من البرونز لها ستة أرجل، ثلاث منها في كل جانب، الرجل الخلفية في الجانب.,معدن (برونز),القرن الثالث والثاني قبل الميلاد.,10 مس. 118.9 جمار,LOT - ART,سيئة,مربوط بصفحة مزاد.,"7 17 .  . 10 . 118.9 LOT - ART . Scorpion. A bronze scorpion has six legs, three of them on each side, the back guy on the side. Bronze metal. Third and second century BC. 10 MS. 118.9 GG LOT - ART",636.0,"Scorpion, bronze. Bronze scorpion with six legs, three on each side, and a back appendage on the side. Dated to the 3rd–2nd century BC. Dimensions: 10 MS; 118.9 GG."
1043,0-آثارنا المنهوبة_14_p038_e61326bd,0-آثارنا المنهوبة_14.pdf,38,18,رأس تمثال آدمي,من الحجر الجيري، رأس تمثال آدمي. نحتت العينان بشكل غائر، يعلوهما الحاجبان منحوتان على شكل مقوس بارز، الأنف بشكل بارز، أما الفم بشكل خط أفقي غائر.,الحجر الجيري,من القرن الثالث قبل الميلاد إلى القرن الأول الميلادي,6.4 × 6.1 مس,LOT - ART,,,"8 18 . 6.4 × 6.1 LOT - ART LOT - ART The head of a human statue. From the limestone, the head of a human statue. The eyes carved badly, with two eyebrows carved in the shape of a prominent bow, the nose prominently, and the mouth in the shape of an empty horizontal line. The limestone. From the third century BC to the first century CD",637.0,"Human statue head, limestone. Head of a human statue carved in limestone, with poorly carved eyes, two eyebrows rendered as a prominent arched form, a prominent nose, and a mouth represented by an empty horizontal line. Dated from the 3rd century BC to the 1st century AD."
1044,0-آثارنا المنهوبة_14_p039_ddf060e7,0-آثارنا المنهوبة_14.pdf,39,19,لوحة حجرية,روث سأرب ةيرجح ةحول. الملامح قرنه الأيسر مكسور، والعينان محاطتان بخطوط بارزة.,حجر مرمر,ألول الميلادي,,LOT - ART,سيئة,,"9 19 . LOT - ART Stone plate. Ruth Sahrb of the European Union is weighted around. His left horn is broken, and the eyes are surrounded by high-profile lines. A marble stone. Christmas ointment. LOT - ART Bad.",638.0,"Stone plate, marble stone. The object is described as a stone plate with a weighted figure of Ruth Sahrb of the European Union; the left horn is broken, and the eyes are surrounded by high-profile lines. The text also identifies it as “Christmas ointment” and “LOT - ART Bad.”"
1045,0-آثارنا المنهوبة_14_p040_58885c6e,0-آثارنا المنهوبة_14.pdf,40,20,ربق دهاش,ربق دهاش، من الحجر الجيري، مشطوف من الأسفل إلى الأعلى، على تجسيد لوجه آدمي؛ بعينان لوزيتان محزوزتان، وحاجبان وجبهة بارزة، والأنف بارز، يظهر أسفله الفم وهو.,الحجر الجيري,,,LOT - ART,سيئة,قطعة منقوشة/منحوتة لوجه آدمي.,"0 20 . LOT - ART / . LOT - ART / . It's amazing. Dashh, from limestone, was drawn from the bottom to the top, on the reflection of a human face",639.0,"Limestone object, drawn from bottom to top, with a human face reflected on its surface."
1046,0-آثارنا المنهوبة_14_p041_6240297d,0-آثارنا المنهوبة_14.pdf,41,21,تمثال لحيوان الوعل,تمثال لحيوان الوعل من حجر المرمر، رابض على قاعدة مستطيلة، برأس بارز متدلي للأمام، وعينان بارزتان، وقرنان منحنيان نحو الخلف، وأسفلها الأذنان.,حجر مرمر,القرن الأول الميلادي,(ب 8/3 5),LOT - ART,ممتازة,رةعطقلا مق,"1 21 . ( 8/3 5) LOT - ART ( 8/3 5) LOT - ART A statue of an oak. An oak statue of a marble stone, on a rectangular base, with a prominent head hanging forward, two prominent eyes, two curved horns to the back, and underneath the ears. A marble stone.",640.0,"Statue, marble stone: oak statue on a rectangular base, with a prominent head hanging forward, two prominent eyes, and two curved horns extending to the back and beneath the ears."
1047,0-آثارنا المنهوبة_14_p042_78ff3cb5,0-آثارنا المنهوبة_14.pdf,42,22,شاهد قبر,شاهد قبر من الحجر الجيري، من الأعلى تجسيد لوجه آدمي، بعينان جاحظتان غائرتان، وملامح وجه بارزة، وأنف بارز، وجبهة بارزة، والفم خط مستقيم، وعلى الجانبان تظهر الأذنان، يوجد عليه أحرف بخط المسند لاسم المتوفي: (م ر ث د).,الحجر الجيري,القرنين الأول والثاني الميلاديين,14 3/8 بو( ةص36.3,LOT - ART,جيدة,,2 22 : . 14 3/8 ( 36.3 LOT - ART : . 14 3/8 ( 36.3 LOT - ART,641.0,"Object, material not specified. Dimensions recorded as 14 3/8 in. (36.3 cm). The source text is fragmentary and does not provide further descriptive, technical, or typological information."
1048,0-آثارنا المنهوبة_14_p043_1add3b82,0-آثارنا المنهوبة_14.pdf,43,23,نقش,نقش مسندي مكتوب على لوح برونزي مستطيل. يتكون النقش من 12 سطراً.,معدني (برونز),القرن الأول الميلادي,23.5 × 15.7 سم,LOT - ART,جيدة جداً,لوح عليه ثقوب في الزوايا الأربع.,"3 23 . 12 .  23.5 × 15.7 LOT - ART . A inscription. An engraving written on a rectangular bronze tablet. The engraving consists of 12 lines. Metal, bronze. First century AD 23.5 x 15.7 cm LOT - ART Very good. He's got holes in the four corners.",642.0,"Rectangular tablet, bronze, with an engraved inscription in 12 lines. Metal: bronze. Dimensions: 23.5 × 15.7 cm. First century AD. The tablet has holes in the four corners and is described as in very good condition."
1049,0-آثارنا المنهوبة_14_p044_dfa1c7a5,0-آثارنا المنهوبة_14.pdf,44,24,تمثال آدمي,تمثال آدمي جالس من الحجر الجيري، أعضاؤه مكسورة، له عينان مطعمتان.,الحجر الجيري,القرن الأول الميلادي,24 س..,LOT - ART,ةئيس.,,"4 24 . 24 .. LOT - ART . A human statue. A human statue sitting out of limestone, broken organs, has two restaurant eyes. The limestone. First century AD 24S... LOT - ART",643.0,"Human statue, limestone. Human figure seated, carved in limestone; broken at the organs. The figure has two inset eyes. First century AD."
1050,0-آثارنا المنهوبة_14_p045_fd5a4154,0-آثارنا المنهوبة_14.pdf,45,25,رأس ثور,رأس ثور برونزي، بتفاصيل دقيقة وواضحة، له قرنان طويلان وعينان واضحتان، وتظهر الأذنان خلف القرنين، ويظهر الأنف بشكل مستدير.,برونز,أوائل القرن الميلادي الأول,8.5 × 6.5,LOT - ART,ممتازة,,"5 25 . 8.5 × 6.5 LOT - ART LOT - ART Thor's head. Thor Bronze's head, in precise and clear terms, has two long horns and two clear eyes, ears appear behind the two horns, and nose appears round. Bronze. Early 1st century C.D.",644.0,"Head, bronze. Thor’s head with two long horns, two clearly defined eyes, ears visible behind the horns, and a rounded nose. Early 1st century C.D."
1051,0-آثارنا المنهوبة_15_p001_5ec7c6a6,0-آثارنا المنهوبة_15.pdf,1,1,رأس تمثال,رأس لتمثال آدمي من حجر الألبستر، تبرز من أسفله الرقبة وتظهر ملامح الوجه بوضوح بأنف بارز، وعينان غائرتان، أما الفم فمُثل بخط غائر مستقيم.,حجر مرمر,حوالي 100 قبل الميلاد,3 5/8 بوصة ارتفاع × 2 1/2 بوصة عرض × 2 بوصة عمق,LOT – ART,جيدة جدا,," . 100 3 5/8 × 2 1/2 × 2 LOT – ART The head of a statue. The head of a human statue from the Albister stone, the neck pops up and the facial features are clearly shown with a prominent nose, and two blind eyes, and the mouth is represented by a straight, drifting line. A marble stone. About 100 B.C. 3 5/8 in height times 2 1/2 in width times 2 in depth",645.0,
1052,0-آثارنا المنهوبة_15_p002_4bfef4f4,0-آثارنا المنهوبة_15.pdf,2,2,تمثال آدمي,تمثال آدمي من مادة البرونز بوضعية الوقوف واضح الملامح في الوجه والشكل، أطرافه السفلية متباعدة ومثبتة على قاعدة، اليدان ممدودتان إلى الأمام مثبتتان إلى الخصر، ويلف الجزء السفلي من التمثال مئزر.,برونز,الفترة الهلنستية، القرن الرابع- القرن الثاني ق.م.,ارتفاع 11.5 سم,LOT – ART,جيدة جداً,,"  . 11.5 LOT – ART art.com/auction-bronze-arabian-south-archaeological-03.10.23-south_arabian-youth/719-A-OF-FIGURINE LOT – ART art.com/auction-bronze-arabian-south-archaeological-03.10.23-south_arabian-youth/719-A-OF-FIGURINE A human statue. A human statue of bronze with a clear-cut parking position in the face and shape, with its lower extremities fixed on the base, hands reaching forward fixed to the waist, and the lower part of the statue wrapped up an apron. Bronze. Hellenistic period, 4th century - 2nd century B.C.E.",646.0,
1053,0-آثارنا المنهوبة_15_p003_fcc0a70a,0-آثارنا المنهوبة_15.pdf,3,3,تمثال وعل,تمثال وعل واضح الملامح مصنوع من مادة البرونز يقف على أربع أرجل، يظهر على جميع نواحي جذعه عدة فتحات، له قرنان تلتفان باتجاه الخلف تتصل أطرافهما بمؤخرة الرأس.,برونز,القرن الأول الميلادي,16.5 سم ارتفاع - 6 1/2 بوصة,LOT - ART,ممتازة,," . 16.5 - 6 1/2 LOT - ART A statue and a statue. A statue and a facet made of bronze stands on four legs, showing on all sides of its trunk several holes, with two horns reeling backwards, with their limbs connected to the back of the head. Bronze. First century AD 16.5 cm high - 6 1/2 inches LOT - ART",647.0,
1054,0-آثارنا المنهوبة_15_p004_c0da1350,0-آثارنا المنهوبة_15.pdf,4,4,رأس تمثال,رأس لتمثال آدمي من حجر الألبستر )( الرخام ،تبرز منه مالمح الوجه بوضوح بأنف بارز ، وعينان غائرتان، يعلوهما الحاجبان نُحتا بخطان أفقيان غائران، أما الفم مُثل بخط غائر مستقيم، كما تبرز على جانبي الرأس الأذنان بشكل واضح,حجر مرمر,القرن الثاني إلى الأول قبل الميلاد,7.2 سم ارتفاع- 2 13/16 بوصة,LOT - ART,جيدة,," )( 7.2 - 2 13/16 LOT - ART 7.2 - 2 13/16 LOT - ART The head of a statue. A head of a human statue from the marble stone, from which the face is clearly glimpsed with a distinct nose, and two blind eyes, with eyebrows above them, carved with two deep horizontal lines, and the mouth is represented by a straight, drifting line, as clearly shown on both sides of the head and the ears. A marble stone.",648.0,
1055,0-آثارنا المنهوبة_15_p005_673dba90,0-آثارنا المنهوبة_15.pdf,5,5,شاهد قبر بوجه آدمي,شاهد قبر آدمي لرجل، من الحجر الجيري، تبرز منه مالمح الوجه بوضوح بأنف بارز مستقيم وحاد، وعينان غائرتان بعمق، يعلوهما الحاجبان نُحتا بخطان أفقيان بارزان، أما شفتي الفم فقد مُثلتا بخطان أفقيان بارزان، كما تبرز على جانبي الرأس الأذنان بشكل واضح، ويبدو أن الشاهد قد كُسر جزءه السفلي.,حجر جيري,القرن الثالث إلى الأول قبل الميلاد,ارتفاعه 8 3/8 بوصات (21.27 سم),LOT - ART,جيدة,, . 8 3/8 (21.27 ) LOT - ART 8 3/8 (21.27 ) LOT - ART He saw a grave with a human face.,649.0,
1056,0-آثارنا المنهوبة_15_p006_52386031,0-آثارنا المنهوبة_15.pdf,6,6,شاهد قبر برأس آدمي,شاهد قبر برأس آدمي من حجر الألبستر، يبرز منه الوجه بملامح واضحة بأنف مستقيم بارز، وعينان غائرتان يعلوهما حاجبان غائران، يوجد بعض الكسور في الأنف وفي الوجنة اليمنى، كما تمتد من أسفله رقبة طويلة، وعلى جانبي الرأس يوجد الأذنان، وأسفلهما ينسدل شعر طويل.,حجر مرمر,مملكة (قتبان)، القرن الثالث قبل الميلاد/القرن الأول الميلادي,الارتفاع 28 سم,LOT - ART,جيدة,, .  / 28 LOT - ART  / 28 LOT - ART He saw a grave in a human head.,650.0,
1057,0-آثارنا المنهوبة_15_p007_def7f6ce,0-آثارنا المنهوبة_15.pdf,7,7,مسرجة,مسرجة البرونز لها مقبض الى األعلى ينتهي بكتلة، على شكل ثور في هيئة القفز إلى الأمام، وساقيه الأمامية مرفوعة والرقبة غليظة، أما القرون مقوسة، وأسفل المقبض يوجد وعاء صب زيت اإلنارة.,برونز,القرن الثالث- الثاني قبل الميالد,ارتفاع33 سم؛ طول مقدمة الثور11 سم واملصباح17.5 سم,LOT - ART,جيدة جداً,,"  33 11 17.5 LOT - ART LOT - ART Sacrificed. The bronze saddle has a knob that ends up with a lump, in the form of a bull in the form of a leap forward, its front legs up and the neck is thick, the horns are arced, and the bottom of the handle is a bottle of lighting oil. Bronze. 3rd - 2nd century before the Miles.",651.0,
1058,0-آثارنا المنهوبة_15_p008_6bee6ec6,0-آثارنا المنهوبة_15.pdf,8,8,مبخرة,مبخرة من البرونز ترتكز على قاعدة مستديرة الشكل، يرتفع منها جزء مستطيل يبرز من أعلاه خمسة مسننات، نُحت عليه من الخارج شكلي القرص والهلال، يتقدمه تمثال صغير لحيوان الوعل بقرون مستديرة نحو الخلف ومتصلة بمؤخرة رأس الوعل ويقف على قاعدة صغيرة مستطيلة.,برونز,القرن الرابع- الثالث قبل الميلاد,ارتفاع 22 سم,LOT - ART,ممتازة,,"  22 LOT - ART Vaporized. A evaporated bronze is based on a round-shaped base, with a rectangular part rising from above five older women, who are carved out of disk and crescent shapes, presented by a small oak statue with round horns to the back and attached to the back of the walrus head and standing on a rectangular little base. Bronze. 4th - 3rd century BC 22 cm high.",652.0,
1059,0-آثارنا المنهوبة_15_p009_916ab2dc,0-آثارنا المنهوبة_15.pdf,9,9,تمثال,تمثال خرافي لحيوان مجنح واضح الملامح، على شكل أسد وبرأس آدمي، يقف على أربعة أرجل. له قاعدة مستطيلة الشكل. على الأس غطاء دائري به بروز إلى الأمام بما يشبه الطاقية. وجناحان مرفوعان إلى الأعلى.,برونز,الفترة الهلنستية، القرن الرابع- القرن الثاني ق.م.,ارتفاع 20 سم,LOT - ART,جيدة جدا,,"  . 20 LOT - ART A statue. A superstitious statue of a clearly-characterized winged animal, in the form of a lion with a human head, standing on four legs, has a rectangular base, on the sleigh of a circular cover with a energy-like appearance forward, and two wings up. Bronze. Hellenistic period, 4th century - 2nd century B.C.E. 20 cm high.",653.0,
1060,0-آثارنا المنهوبة_15_p010_8edd6db0,0-آثارنا المنهوبة_15.pdf,10,10,وعاء معدني,وعاء معدني برونزي ذو لون بني، به مناظر مرسومة من الداخل عبارة عن زخارف بأشكال مختلفة، آدمية وحيوانية كالثعبان ونباتية كشجرة النخيل، نُحتت بشكل بارز.,برونز,الفترة الهلنستية، القرن الرابع- القرن الثاني ق.م.,قطر 13.6 سم,LOT - ART,جيدة,,"0  . 13.6 LOT - ART LOT - ART A bowl of metal. A brown bronze bowl, with interior-painted landscapes that are in various shapes, human and animal like a snake and a vegetarian like a palm tree, has been sculpted prominently. Bronze. Hellenistic period, 4th century - 2nd century B.C.E.",654.0,
1061,0-آثارنا المنهوبة_15_p011_49b777d2,0-آثارنا المنهوبة_15.pdf,11,11,شاهد قبر,منحوتة من المرمر على شكل شاهد قبر نصفي مشطوف من الجنب لإمرأة، يبرز منه الجزء العلوي للجسد، نُحتت مالمحه بشكل بارز، تمسك بيدها اليسرى سنبلة، أما اليمنى مكسورة ومرفوعة بوضعية التحية (السالم)، ويوجد أسفل الشاهد نقش بخط المسند مكون من سطر واحد على الأرجح هو اسم المتوفية (ن أ د ت / ض غ)، إال أن الشاهد يعاني من كسر مفقود من جهة اليد اليمنى.,حجر مرمر,القرن األول امليالدي,ارتفاع27.5 سم.,LOT - ART,جيدة,مفقود من جهة اليد اليمنى.,"1  ( / ) . 27.5 . LOT - ART . 27.5 . LOT - ART . A tombstone. It was carved from the marble in the form of a cross-cut vertebrae of a woman, from which the upper body was shown, with a prominent glimpse, holding her left hand, Sinblah, while the right hand was broken and presented with the status of Salm. Underneath the witness is an inscription with a single line, most likely the name of the deceased (NDT/ZG), except that the witness suffers from a missing fracture from the right hand.",655.0,
1062,0-آثارنا المنهوبة_15_p012_e87323e2,0-آثارنا المنهوبة_15.pdf,12,12,لوحة جدارية تبرز منها رأس ثور,منحوته جدارية على شكل لوحة من حجر الألبستر، يبرز منها رأس ثور بملامح وجه واضحة، وعينان بارزتان وعلى جانبي الرأس تبرز الأذنان ويظهر القرنان بشكل كبير في أعلى رأس الثور، ويوجد أسفل اللوحة نقش بخط المسند مكون من سطرين على الأرجح كالتالي: 1- (م ع م ر / ك ل ب ن / ب) 2- (ن / س3 ن ح م).,حجر مرمر,القرن الأول الميلادي,ارتفاع 22.5 سم,LOT - ART,جيدة جداً,,"2 : 1- ( / ) 2- ( / 3 ). 22.5 LOT - ART A mural from which Thor's head appears. He was given a mural in the form of an Albister stone plate, from which the head of an ox appears with clear glimpses, two prominent eyes and on both sides of the head, the ears stand out and the horns appear largely on the top of the bull's head. At the bottom of the plaque, there is a two-line engraving line, most likely as follows: 1. (AMM/KLB/BN/B) 2 (N/S3NHL). A marble stone. First century AD 22.5 cm high",656.0,
1063,0-آثارنا المنهوبة_15_p013_0dd4672b,0-آثارنا المنهوبة_15.pdf,13,13,تمثال آدمي إلمرأة,تمثال آدمي إلمرأة من حجر الرخام بمالمح وجه حزينة، تبرز منه بوضوح بأنف بارز، وعينان وحاجبان غائران، وفم حزين نُحت بخط أفقي، ويدان ممدودتان نحو األمام ولكن قد كُ سرتا، يقف التمثال على قاعدة مستطيلة، نُقش على واجهتها نقش بخط املسند مكون من ثالثة أسطر.,حجر الرخام,الفترة الهلنستية، القرن الثالث - القرن الثاني قبل امليالد.,ارتفاع71.5 سم.,LOT - ART,جيدة جداً، بالرغم من تكسر اليدان,,3  . 71.5 . LOT - ART - . 71.5 . LOT - ART,657.0,
1064,0-آثارنا المنهوبة_15_p014_a068dae9,0-آثارنا المنهوبة_15.pdf,14,14,تمثال آدمي,تمثال آدمي من البرونز واقف وواضح الملامح بوضعية الحركة، أطرافه السفلية متباعدة، أما أطرافه العلوية ممدودة إلى الأمام، يمسك بيده اليسرى عصا، ويحيط بجسمه مئزر.,برونز,القرن السادس- الثالث قبل الميلاد,12.3 جرام، 5 بوصات,LOT - ART,ممتازة,,"4  12.3 5 LOT - ART 5 LOT - ART A human statue. A human statue of the bronze standing and clear-cut in motion mode, with its lower extremities apart, while its upper limbs stretching forward, holding his left hand a stick, surrounding his body with an apron. Bronze.",658.0,
1065,0-آثارنا المنهوبة_15_p015_9324d7a9,0-آثارنا المنهوبة_15.pdf,15,15,شاهد قبر آدمي,شاهد قبر آدمي من حجر الألبستر مالمح الوجه واضحة بشكل بسيط، بأنف بارز غليظ، وعينان غائرتان محزوزه، أما شفتي الفم فقد نُحتتا بشكل خط واضحة للخارج.,حجر مرمر,300 قبل امليالد,الطول 190 ملم / العرض 130 ملم؛ 3.81 كجم.,LOT - ART,جيدة,,"5 . 300 190 / 130 3.81 . LOT - ART A human tomb witness. He saw a human grave from Albister Stone, with a simple glimpse of the face, with a piercing nose, with a blinking eye, with a pinched eye, and my mouth lips were carved into a clear line outside. A marble stone. 300 before Amylad. 190 mm long / 130 mm wide",659.0,
1066,0-آثارنا المنهوبة_15_p016_db738e8e,0-آثارنا المنهوبة_15.pdf,16,16,شاهد قبر آدمي,شاهد قبر آدمي ،من حجر األلبستر، بشكل بسيط وتظهر مالمح الوجه بوضوح بأنف بارز غليظ، وعينان غائرتان غير واضحتان، أما شفتي الفم فقد نُحتتا بشكل بارز,حجر مرمر,200 ق.م- 100 م,الطول 160 ملم / العرض 150 ملم؛ 3.81 كجم,LOT - ART,جيدة,,"6 200  100 160 / 150 3.81 LOT - ART LOT - ART A human tomb witness. He saw a human tomb from Albister Stone, in a simple way, and the face was clearly glimpsed with a bold nose, and blind eyes were unclear, and the lips of the mouth were sculpted prominently. A marble stone. 200 B.C. 100 B.C.E.",660.0,
1067,0-آثارنا المنهوبة_15_p017_3fa3bd29,0-آثارنا المنهوبة_15.pdf,17,17,شاهد قبر آدمي,شاهد قبر آدمي من الحجر الجيري ، وتظهر ملامح الوجه بوضوح بأنف بارز، وعينان لوزيتان بارزتان، أما الفم فقد نُحت بشكل خط أفقي غائر بسيط. على جبهته حروف بالخط المسند.,حجر جيري,300 قبل امليالد,الطول 140 ملم / العرض 105 ملم؛ 1.23 كجم.,LOT - ART,جيدة,,"7 . 300 140 / 105 1.23 . LOT - ART A human tomb witness. A human tomb of limestone was seen, facial features were clearly shown with a prominent nose, and the eyes of two prominent lizards, while the mouth was carved in a simple, thin, horizontal line on its forehead with letters in the line. Jerry's Stone. 300 before Amylad. 140 mm long / 105 mm wide",661.0,
1068,0-آثارنا المنهوبة_15_p018_ef4d7e3a,0-آثارنا المنهوبة_15.pdf,18,18,شاهد قبر آدمي,شاهد قبر آدمي من حجر المرمر، تبرز من أسفله الرقبة مشطوفه ، وتظهر مالمح الوجه بوضوح بأنف بارز، وعينان غائرتان، أما شفتي الفم فقد نُحتتا بشكل بارز وصغير,حجر الألبستر,300 قبل الميلاد,الطول 165 ملم / العرض 115 ملم؛ 1.7 كجم,LOT - ART,سيئة,,"8 300 165 / 115 1.7 LOT - ART LOT - ART A human tomb witness. He saw a human tomb from the marble stone, with the neck pierced from the bottom, with the face piercing clearly with a nose, with two blind eyes, and the lips of the mouth sculpted out loud and small. Albister Stone. 300 BC",662.0,
1069,0-آثارنا المنهوبة_15_p019_fb74bc8b,0-آثارنا المنهوبة_15.pdf,19,19,شاهد قبر آدمي,شاهد قبر آدمي من حجر المرمر، تظهر ملامح الوجه بوضوح بأنف بارز، وعينان غائرتان غير واضحتان، أما شفتي الفم فقد نُحتتا بشكل بارز وصغير.,حجر مرمر,200 ق.م-100 م.,الطول 185 ملم / العرض 130 ملم؛ 2.36 كجم,LOT - ART,جيدة,تكرر عرضه في نفس المزاد ولكن برابط آخر، (أنظر القائمة رقم 14 القطعة رقم 004 مزاد LOT – ART),"9 . 200 . -100 . 185 / 130 2.36 LOT - ART ( 14 004 LOT – ART) ( 14 004 LOT – ART) A human tomb witness. He saw a human tomb from the marble stone, the facial features of which clearly appeared with a prominent nose, and the blind eyes were unclear, and the lips of the mouth were sculpted in a distinct and small way. A marble stone. 200 BC-100mm.",663.0,
1070,0-آثارنا المنهوبة_15_p020_79ae21fe,0-آثارنا المنهوبة_15.pdf,20,20,بالطة حجرية,بالطة حجرية جدارية من الحجر الجيري، مستطيلة الشكل، نُفذت عليها زخارف هندسية (مثلثات) مكونة من ثلاث صفوف، تتخللها أحزمة هندسية بأشكال دائرية.,حجر جيري,القرن الثالث قبل الميلاد- القرن الأول الميلادي,85 × مم50 مم؛ الوزن235 جرام,LOT - ART,جيدة جداً,,"0   85 × 50 235 LOT - ART Stone duck. A limestone mural, rectangular, with three rows of geometric (triangle) cartridges, with geometric belts in circular shapes. Jerry's Stone. 3rd century BC - 1st century AD 85 x mm50 mm",664.0,
1071,0-آثارنا المنهوبة_15_p021_5426c41f,0-آثارنا المنهوبة_15.pdf,21,21,تمثال لحيوان الأسد,تمثال لحيوان الأسد من البرونز واضح الملامح، قائم على قاعدة مستطيلة الشكل، على واجهتها يبرز خطان أفقيان، والأسد في وضعية زئير، بملامح وجه ورأس واضحة، يحيط بساقيه حلقتان.,برونز,النصف الثاني من الألفية الأولى قبل الميلاد,الحجم 300 مم × 140 مم؛ الوزن 2.5 كجم,LOT - ART,ممتازة,,"1 . 300 × 140 2.5 LOT - ART 300 × 140 2.5 LOT - ART A lion's statue. The image of the lion's bronze is visible, based on a rectangular base, on its face, highlighting two horizontal lines, and the lion in the position of a roar, with clear facial glimpses and a head, surrounding its legs by two rings. Bronze.",665.0,
1072,0-آثارنا المنهوبة_15_p022_61a0f22c,0-آثارنا المنهوبة_15.pdf,22,22,لوحة جدارية,منحوتة جدارية من حجر المرمر، يبرز منها رأس ثور بملامح وجه واضحة، وعينان جاحظتان، وعلى جانبي الرأس تبرز الأذنان ويظهر القرنان فوقهما، ويوجد أسفل اللوحة نقش بخط المسند مكون من سطر واحد كالتالي: (ع م ع ل ي / ض غ / ع س3 ب).,حجر مرمر,القرن األول قبل امليالد - القرن األول امليالدي,280 مم × 200 مم؛ الوزن 4.2 كجم,LOT - ART,ممتازة,,"2 : ( / 3 ) 280 × 200 4.2 LOT - ART LOT - ART A mural. A mural carved from the marble stone, from which the head of an ox appears with clear glimpses, two eyebrows, and on both sides of the head the ears appear and the horns appear above them, and the bottom of the plaque is engraved with a single line, as follows: A marble stone. The first century before I was born, the first I was born.",666.0,
1073,0-آثارنا المنهوبة_15_p023_084e2ec4,0-آثارنا المنهوبة_15.pdf,23,23,تمثال لحيوان الجمل,تمثال لحيوان الجمل واضح الملامح ،من حجر المرمر، يتوسط ضهره السنام الرقبة والراس مرفوع لأعلى، يقف على أربعة أرجل فوق قاعدة مستطيلة الشكل,حجر مرمر,300 قبل امليالد- 100 بعد امليالد,الحجم 200 مم × 250 مم؛ الوزن 2.2 كجم,LOT - ART,ممتازة,,"3 300 - 100 200 × 250 2.2 LOT - ART A camel statue. A statue of a camel animal with clear features from a marble stone, whose back is mediated, whose neck and head are raised up, standing on four feet above a rectangular base. A marble stone. 300 before I'm 100 after I'm 100. Size 200 mm x 250 mm",667.0,
