artifact_id;lien_ok;text_for_matching;text_for_matching_web;web_text_len
0-آثارنا المنهوبة 30_p022_151bed79;https://www.sothebys.com/en/buy/auction/2021/ancient-sculpture-and-worksof-art-part-i/a-south-arabian-veined-alabaster-bull-stele; 21  15.5 Sotheby's (1927-2016) (1928-2021) Marble. 3rd century B.M.I. The height is 15.5 centimeters. Sotheby's;;0
0-آثارنا المنهوبة 30_p023_ed1e9a07;https://www.liveauctioneers.com/item/50103156_south-arabian-alabaster-stele-w-inscription-louisville-co%0a https:/www.invaluable.com/auction-lot/south-arabian-alabaster-stele-w-inscription-53-c-c924a55803; 22 : . 10 14 3.6 . Invaluable/ LiveAuctioneers https:/ Paint. Plate of the name of the piece: Deposed Yemeni marks. Description of the piece is not mentioned in the extract text. The two sites indicate that the piece is from the former Smith Group, New York. Marble. I'm gonna go ahead and see if I can get ahold of this.;;0
0-آثارنا المنهوبة 30_p024_e5663af0;https://www.liveauctioneers.com/item/221108153_a-south-arabian-alabaster-libation-table-circa-2nd-century-bc-2nd-century-ad-london-london; 23  28 20 LiveAuctioneers Crabs table. Marble. 2nd century B.C.E. 2nd century B.C.E. 28 centimeters long, 20 centimeters wide. LiveAuctioneers Good.;;0
0-آثارنا المنهوبة 30_p025_442127da;https://www.liveauctioneers.com/item/221108365_a-south-arabian-alabaster-libation-table-circa-2nd-century-bc2nd-century-ad-london-london; 24  38 20 7 LiveAuctioneers An altar. The description of the piece is not mentioned. Marble. 2nd century B.C.E., 2nd century B.C.E. 38 cm tall, 20 cm high, 7 cm wide. LiveAuctioneers;;0
0-آثارنا المنهوبة 30_p026_bffdbce6;https://freemansauction.com/auctions/6428-antiquities-and-ancient-art/lot/153?fromSearch=true; 25 - . 25 Freeman’s Crabs table. Crabs table. Marble. Fourth-third century B.C.E. It's 25 centimeters long. Freeman’s Good.;Previous Lot Lot 153 Next Lot 1 / 4 Click To Zoom Condition Report Contact Information Auction Specialist Lot 153 Sale 6428 - Antiquities and Ancient Art: Including Property from the Estates of Andrew C. Provenance Condition Report Contact Information Auction Specialist Lot Description A South Arabian Fragmentary Albaster Ibex Base Circa 4th-3rd Century B.C. Estimate $1,200 - 1,800 Price Realized $1,920 Sold prices are inclusive of Buyer’s Premium Lot Description A South Arabian Fragmentary Albaster Ibex Base Circa 4th-3rd Century B.C. Love Nov 19, 2025 10:00AM CT Live / Chicago Own a similar item?;605
0-آثارنا المنهوبة 30_p027_144a55e3;https://freemansauction.com/auctions/6428-antiquities-and-ancient-art/lot/154/preview?index=0; 26 - . 22.5 Freeman’s An architectural component. Marble. 3rd - 5th century B.C.E. Show 22.5 centimeters. Freeman’s Good.;Freeman’s 1 / 4 Search;22
0-آثارنا المنهوبة_22_p004_4c5b844c;https://barakatgallery.eu/artworks/54789-sabean-alabaster-bust-of-a-woman-200-bce-100-ce/;  – 200  100 12.1 × 19.1 Barakat A statue. The statue of a woman with a clear face is rectangular, with a broad front on the eyes narrows to a hard and pointed chin. The eyes - under the eyebrows with the arches of the eyes of a loose, with light-coloured residue, with a very long nose, with a high bridge, with an engraved eyebrow and a single line at the top of the front seem to be designed to point to a headband or so. Marble. 200 B.C. 100 B.C.E. 12.1 x 19.1 cm;The Barakat Collection Open a larger version of the following image in a popup: Sabean Alabaster Bust of a Woman , 200 BCE - 100 CE Alabaster 12.1 x 19.1 cm 4 3/4 x 7 1/2 in PF.0084 (LSO) Enquire %3Cdiv%20class%3D%22title_and_year%22%3E%3Cspan%20class%3D%22title_and_year_title%22%3ESabean%20Alabaster%20Bust%20of%20a%20Woman%3C/span%3E%2C%20%3Cspan%20class%3D%22title_and_year_year%22%3E200%20BCE%20%20-%20%20100%20CE%3C/span%3E%3C/div%3E%3Cdiv%20class%3D%22medium%22%3EAlabaster%3C/div%3E%3Cdiv%20class%3D%22dimensions%22%3E12.1%20x%2019.1%20cm%3Cbr/%3E%0A4%203/4%20x%207%201/2%20in%3C/div%3E This striking head is a grave marker or perhaps a commemorative piece from the ancient kingdom of Saba which ruled over the lands of southwestern Arabia, centered in modern day... The city of Marib was also in an ideal position to control the trade route between India to Egypt, although this lucrative venture was cut short in the 1st century AD following the foundation of a nautical route from India directly to the port of Alexandria. Detailing is limited, with incised eyebrows and a single line at the apex of the forehead that seems designed to suggest a headband or similar. Read more This striking head is a grave marker or perhaps a commemorative piece from the ancient kingdom of Saba which ruled over the lands of southwestern Arabia, centered in modern day Yemen. The wealth of the kingdom is legendary, and is primarily attributable to Saba’s position at the crossroads of the ancient world, receiving consignments (particularly of incense) from all across the Middle East, Asia and the Mediterranean basin. Technically, the Sabeans were one of four major powers in this area, also including the Minaeans, the Qatabanians and the Hadramites, but the peoples as a whole became subsumed as a single entity by the middle of the first millennium BC. This piece depicts a feminine head and neck, and appears to have once served as a grave marker, or perhaps as part of a larger alabaster structure. Their religion and mythology fuelled the themes of their sculptural works – primarily anthropomorphic and zoomorphic statuary – while their contact with other cultures and nations led to a highly derived and distinctive style.;2229
0-آثارنا المنهوبة_22_p006_b71734c4;https://www.kedem-auctions.com/en/content/manuscript-taj-yemen-18th-century-torah-haturim-baal;  Targum Onkelos Se'adya Gaon. . [ . 18.] . Peticha L'Tinokim. [6 5-241 [4] . 28 . 28 kedem 28 kedem A manuscript. A manuscript, the Taj (Keter Torah) of Vikra Devarem, the Torah with Targum Onkelos and the explanation of Rabbi Se'adya Gaon. The margin is explained by Baal Hatorem and by enchanted notes. [Yemen, J. 18th century.] Specially beautiful writing. Nicode Takton and Nikde Ilon. The first and last leaves were later replaced. On the last page Petecha L'Tinokim. [6, 5.241, [4] Papers. About 28 cm. Fair state. Papers.;;0
0-آثارنا المنهوبة_22_p007_0d42f868;https://www.kedem-miniature-auctions.com/en/content/manuscript-19th-century-yemen-diwan;" "" . [ . 19 .] - . piyyutim "" 17 . 5.5 kedem Hebrew manuscript [Yemen, J., 19th century.] Miniature - narrow and long. Songs and piyyutim in Jewish, Arabic and Hebrew."" Papers. Nineteenth century The height is 17 cm. The width is 5.5 cm. kedem Good.";;0
0-آثارنا المنهوبة_22_p008_e6f7e902;https://www.kedem-auctions.com/en/content/three-manuscripts-passover-haggadah-yemen;" - : · . [ ]. [ . 9 .] . · . [ 19/20 ]. . [ . 24 .] · . [ .] [ . : "" ..."" 19 ] . kedem . Hebrew manuscript [Yemen, 19th century]. With instructions and comments on margins.] Some with the money of Ilyon 9.] Papers. In the end, the Easter manuscript is lacking. [Yemen, 19th century]. Nice Yemeni writing with animation. With] Arab instructions. Colofon on the last page 24.] Papers, ""Ahjudda of Easter with a Jewish translation into Arabic. [Yemen. 19th century] Paper. Nineteenth century kedem Good. The description on the page lists three Yemeni manuscripts displayed at auction under this number.";"picture Auction 51 Part I - Books Chassidism Manuscripts Rabbinical Letters July 11, 2016 PDF Results Prices Realized Browse Sale << Previous Lot Lot 212 Next Lot >> Three Manuscripts - Passover Haggadah - Yemen Opening: $300 Sold for: $375 Including buyer's premium Passover Haggadah - three Yemenite manuscripts: · Manuscript, Passover Haggadah. Ask about this lot Yemenite Jewry - Manuscripts and Documents Yemenite Jewry - Manuscripts and Documents << Previous Lot Next Lot >> View Details After the Haggadah: ""A nice bakashah, praise to the King…"", by Rabbi Yitzchak ben Yefet. With instructions and commentaries on the margins, some with nikud elyon. 3 handwritten Haggadot, size and condition vary (overall fair condition). · Manuscript, Passover Haggadah, with Judeo-Arabic translation. Lacking at the beginning and at the end.";835
0-آثارنا المنهوبة_22_p009_ab2ed43b;https://www.kedem-auctions.com/en/content/manuscript-menorat-hamaor-sanaa-yemen-1848;" .  1848 . ( Menorat HaMaor) [ ]. : "" ... 1848"". .  . 1848 kedem . [227] . [ ]  . Hebrew manuscript Two columns per page, with red ink addresses and dialects. At the beginning of each Nir (the title of the chapter in Menorat HaMaor) there is a red and black decorative [except Nir VI and VII]. The title page is equipped with a frame (Blonin): ""The book of Hammur lights written by the Rabbi is crushing Abohav... the Safari... is written here in Sana'a 1848."" At the end of the book there are copies of the writer. This is a complete manuscript of formation (except for a number of missing index papers) written prior to the well-known Levorno edition. Papers. 1848 m kedem Good.";"picture picture 2 PHOTOS Auction 51 Part I - Books Chassidism Manuscripts Rabbinical Letters July 11, 2016 PDF Results Prices Realized Browse Sale << Previous Lot Lot 214 Next Lot >> Manuscript, Menorat HaMaor - Sana'a, Yemen, 1848 Opening: $500 Sold for: $1,875 Including buyer's premium Manuscript, Menorat HaMaor, by Rabbi Yitzchak Abuhav. Ask about this lot Yemenite Jewry - Manuscripts and Documents Yemenite Jewry - Manuscripts and Documents << Previous Lot Next Lot >> View Details At the beginning of each ""Ner"" (name of chapter in the book Menorat HaMaor) is a red and black ornamentation [with the exception of the sixth and seventh Ner]. Menorat HaMaor was embraced by Yemenite Jews and their communities adopted the custom of reading this composition in their synagogues every Shabbat afternoon. This is a complete manuscript of the composition (with the exception of a number of index leaves missing at the end), written before this well-known printing. Title page illustrated with a frame (in two colors): ""The book Menorat HaMaor was written by Rabbi Yitzchak Abuhav the Sephardi…written here in Sana'a…1848"". In 1857, Rabbi Moshe Chanoch HaLevi, a Jew from Aden who reached Italy, printed an edition of Menorat HaMaor in Livorno for his Yemenite brethren. For this purpose, the book was divided into chapters for Shabbat and festival days throughout the year.";1375
0-آثارنا المنهوبة_22_p010_7fb500f3;https://www.kedem-auctions.com/en/content/manuscript-mipi-chachamim-yemen-1895;0 . . [ ] « » 1895 . 1986. 1894 « ». 1895 25 + 9 kedem [133] . 1934. « » « ». . 25 + 9 kedem [133] . 1934. « » « ».;"picture Auction 51 Part I - Books Chassidism Manuscripts Rabbinical Letters July 11, 2016 PDF Results Prices Realized Browse Sale << Previous Lot Lot 215 Next Lot >> Manuscript, Mipi Chachamim - Yemen, 1895 Opening: $500 Sold for: $875 Including buyer's premium Manuscript, Mipi Chachamim, halachic, aggadic and kabbalistic explanations for various laws and customs. Ask about this lot Yemenite Jewry - Manuscripts and Documents Yemenite Jewry - Manuscripts and Documents << Previous Lot Next Lot >> View Details This manuscript has many variations from the printed version and corresponds to another manuscript written nine months earlier by the same scribe Rabbi Oded son of Yafet in the month of Iyar 1894, ""by the desire of my master, Zecharya"". · Long letter to ""My master and crown of my head"" Rabbi Salam son of Menachem, by ""Yuda Nissim, and Chassan Yuda, and Machbuv Avni"". Interesting letter related to Aliya to Eretz Israel and about their travails ""that G-d confronted us with a foe like Haman and even worse than Haman, his name and memory should be erased…"". Colophon of the scribe Rabbi Oded son of Yafet [Ra'avad of Aden, Ibb district, Southern Yemen] who wrote it ""by the desire of Chassan Utz and his sons"". [133] leaves, 25 cm + 9 leaves of varied size. On the endpapers and on additional leaves at the beginning and end are ownership inscriptions and various lists: · Prayers.";1396
0-آثارنا المنهوبة_22_p011_683adcce;https://www.kedem-auctions.com/en/content/three-manuscripts-yemen;1 . 19. ·  . . [ . 19]. . · . [ . / ]. · . [ . ]. 3 23-24 . 17 23-24 kedem Hebrew manuscript Gathering of manuscripts, holy books and thrombom. Yemen. 19th Century. · Third Megilot (Cher Hasrim, Ruth and Kohliet) with an explanation of Tumud, Rachi and new combined novels (Mahary Tsalakh, etc.). Parshat Prishit's papers with an adult explanation, volumed at the beginning and the end of the manuscript. [California. 19th century]. [California. 19th century. Papers. Nineteenth century;picture Auction 51 Part I - Books Chassidism Manuscripts Rabbinical Letters July 11, 2016 PDF Results Prices Realized Browse Sale << Previous Lot Lot 217 Next Lot >> Three Manuscripts - Yemen Opening: $500 Sold for: $1,750 Including buyer's premium Compilation of manuscripts, Scriptures and Targum. Ask about this lot Yemenite Jewry - Manuscripts and Documents Yemenite Jewry - Manuscripts and Documents << Previous Lot Next Lot >> View Details · Three Megillot (Shir HaShirim, Ruth and Kohelet), with Targum, Rashi commentary and compiled novellae (by Mahari Tzalach, etc.). 3 manuscripts, two are approximately 23-24 cm. Leaves of Parshat Bereshit with Rashi commentary are bound at the beginning and end of manuscript. · Bereshit with Targum and Rashi commentary, Haftarot. With Gevil cover, from the geniza of a Sefer Torah. · Targum of Shir HaShirim, Ruth and Kohelet.;874
0-آثارنا المنهوبة_22_p012_ec9c65d5;https://www.kedem-auctions.com/en/content/two-manuscripts-prayers-and-piyyutim-yemen-19th-century;"2 . 1 . Piyyutim of Bakashot Tikun Chatzot tekufot shtarot "" Chiddushin "" . : "" 1864 . 131 . 16.5 . 2 . piyyutim Selichot Hosha'anot . [ / .] 168 . 17  . 16.5 kedem : ficha . Hebrew manuscript Two Yemeni manuscripts, wrapped in the original skin. 1. Piyutim of Bakashot, Tikun Chatzot, Interpretation of Tekufot, Sweethearts and Shtarot editions,"" Burkat Hamzon with Chiddushin,"" eulogy and a set of comments. Copy data for the writer: ""Ben Yahya's Living Al-Sakari"" from 1864. Different signatures for their owners. 131. About 16.5 cm. Fair state. Bleeding, tears and stains. Old leather ice, popular decoration, ballet. 2, piyutim of Selichot and Hosha'anot, [Yemen 19th century / 20th century.] Approximately 168. Papers. Nineteenth century About 16.5 centimeters. kedem Good. Description: Two Yemeni manuscripts";"picture Auction 51 Part I - Books Chassidism Manuscripts Rabbinical Letters July 11, 2016 PDF Results Prices Realized Browse Sale << Previous Lot Lot 218 Next Lot >> Two Manuscripts, Prayers and Piyyutim - Yemen, 19th Century Opening: $450 Sold for: $625 Including buyer's premium Two Yemenite manuscripts, with original leather bindings. Ask about this lot Yemenite Jewry - Manuscripts and Documents Yemenite Jewry - Manuscripts and Documents << Previous Lot Next Lot >> View Details Piyyutim of Bakashot, Tikun Chatzot, interpretation of dreams, tekufot and amulets, blessings and versions of shtarot, Birkat HaMazon with ""Chiddushin"", eulogies and a compilation of commentaries. Provenance: Collection of Willy Lindwer. Ancient leather binding with leather loops and adornments - worn, with worming. Scribe's colophon: ""Ya'ish son of Yichye Al Tza'adi"" from 1864. Ancient leather binding, with folk ornamentation, worn. Prayers, piyyutim of Selichot and Hosha'anot.";968
0-آثارنا المنهوبة_22_p013_72b94c40;https://www.kedem-auctions.com/en/content/manuscript-tiklal-yemen-1876-siddur;"3 ""  . "" . 1876 24 kedem [193] . Hebrew manuscript The ""Ttall"" manuscript contains a year-round lounge, with instructions and laws (in Hebrew and Arabic Judaism) from Itse Haim Sidor for Ma'ari Tsalkh. It is written in the houses ""Tchin Anche Leaf"" on the eve of Tesha B. F., and in the introduction to a reference to a cavalry by R. Salem Al-Hitta, Rabbi and Diane Sana'a, and to a cavalry by R. Rashid Sulaiman. Paper. 1876 About 24 centimeters. kedem Good. [193] Papers. Fair case. Large-scale worms affecting the text. Brightness and stains.";;0
0-آثارنا المنهوبة_22_p014_f8a5f56a;https://www.kedem-auctions.com/en/content/manuscript-siddur-year-round-use-yemen-19th-century;"4 - . [ . 19]. . : "" …"". : "" "". . [125] . 20  [ ] . 17 kedem . [ ]. . Hebrew manuscript A manuscript, to be used throughout the year - for days of the week, Saturday, and festivals. [Yemen, J. 19th century]. Yemeni writing, in an animated letter. A picture frame page: ""Seder of the hall according to the Safari tradition, written throughout the year..."" on the back of the title page: ""A copy of the lounge and the lounge according to our traditions in prayers throughout Yemeni cities."" It contains a weekly and Saturday lounge, a Roche Shodish lounge, Birkat Halivana, Sidar Lshanka, Tekun Burim, Tecon Besash with Al-Hajdah. Prayers for the three holidays and the Zahrot for Shaft. Some papers were eventually replaced by another handwriting. [125] Several papers are ultimately lacking. Paper. Nineteenth century 17 cm kedem Good. Hassan Adel. Spots, screws and tears [impacting the text of several papers]. Engravings. Separate papers. Unbinding.";"picture Auction 51 Part I - Books Chassidism Manuscripts Rabbinical Letters July 11, 2016 PDF Results Prices Realized Browse Sale << Previous Lot Lot 222 Next Lot >> Manuscript - Siddur for Year-round Use - Yemen, 19th Century Opening: $600 Sold for: $813 Including buyer's premium Manuscript, siddur for year-round use - for weekdays, Shabbat and festivals. Ask about this lot Yemenite Jewry - Manuscripts and Documents Yemenite Jewry - Manuscripts and Documents << Previous Lot Next Lot >> View Details Contains prayers for weekdays and for Shabbat, prayers for Rosh Chodesh, Birkat HaLevana, Seder for Chanuka, Tikun Purim, Tikun Pesach with the Haggadah, prayers for the Three Festivals and Azharot for Shavuot. On verso of title page: ""Version of blessings and prayers, according to our tradition of the holy congregation throughout Yemenite cities"". Title page with illustrated frame: ""Siddur of prayers according to Sephardic tradition, and written for the entire year…"". The last 20 leaves (Approximately) [prayers for the Festival of Shavuot and Azharot] are in a different handwriting. Stains and wear, tears [affecting the text of several leaves]. Some leaves at the end were replaced in another handwriting.";1219
0-آثارنا المنهوبة_22_p015_88c123d1;https://www.kedem-auctions.com/en/content/three-manuscripts-yemen-0;5 . [ 19.] 1. : 2. . [ ] 3. : . 200 . 11.5 . 19 11.5 kedem 200 . 2. . [ ] 3. : .;picture Auction 51 Part I - Books Chassidism Manuscripts Rabbinical Letters July 11, 2016 PDF Results Prices Realized Browse Sale << Previous Lot Lot 224 Next Lot >> Three Manuscripts - Yemen Opening: $400 Sold for: $1,000 Including buyer's premium Three small volumes of manuscripts, with compilations of various topics. Ask about this lot Yemenite Jewry - Manuscripts and Documents Yemenite Jewry - Manuscripts and Documents << Previous Lot Next Lot >> View Details Manuscript, compilation by various writers and from various times: story of Jesus, leap years, death of Aharon the Cohen, oaths, te'amim according to Kabbalah, etc. Manuscript, compilation by various writers and from various times: laws of shechita, Shabbat songs, te'amim, etc. Part of the Passover Haggadah appears in the beginning of the manuscript [in another handwriting]. Three volumes of manuscripts, approximately 200 leaves. Manuscript, Birkat Erusin, piyyutim, bakashot.;948
0-آثارنا المنهوبة_22_p016_cc4b6a73;https://www.kedem-auctions.com/en/content/collection-manuscripts-yemen;6 : . 19. . 8 . 19 kedem Hebrew manuscript For a complete list, see Hebrew description. 8 elements, size and situation differ. Good for the equitable poor. Some have old ties and others are newly associated. Paper. 19th century.;picture picture 2 PHOTOS Auction 51 Part I - Books Chassidism Manuscripts Rabbinical Letters July 11, 2016 PDF Results Prices Realized Browse Sale << Previous Lot Lot 225 Next Lot >> Collection of Manuscripts - Yemen Opening: $800 Sold for: $1,750 Including buyer's premium Collection of eight manuscripts. Ask about this lot Yemenite Jewry - Manuscripts and Documents Yemenite Jewry - Manuscripts and Documents << Previous Lot Next Lot >> View Details Torah and Megillot, Passover Haggadot and prayers. Some have old bindings and others are newly bound. For a complete list, see Hebrew description.;599
0-آثارنا المنهوبة_22_p017_6abd9361;https://www.bonhams.com/auctions/20021/lot/282;7 - . 15 (38 ) bonhams 15 (38 ) bonhams A statue. A statue of a straight-up guy with a two-legged bending arm, and a left hand with a fist closed, wearing a normal short jacket, and a face with a straight-shaped face and eyebrows, as they are, are currently lost - a missing patching, referring to the beard in a line that starts from the ears and stretches down the chin. Marble.;How to sell 269 — Five Roman glass vessels 5 £500 - £700 270 — Eight Roman glass vessels 8 £1,500 - £2,000 19 — A Late Roman or Byzantine solid gold bracelet with agate cabochon £6,000 - £8,000 21 — A large Roman green glass jug £4,000 - £6,000 22 — A Roman aubergine glass jug £2,000 - £3,000 11 — An Egyptian wood Ptah-Sokar-Osiris £2,000 - £3,000 18 — A Roman bronze figure of Minerva £3,000 - £5,000 10 — Two Egyptian wood model brewers or oarsmen £1,500 - £2,000 20 — A Roman aubergine ribbed glass bottle £300 - £500 13 — A South Arabian bronze erotic statuette £600 - £800 15 — A large Near Eastern copper alloy pectoral £3,000 - £5,000 14 R — A Luristan iron sword with a bronze grip £1,000 - £1,500 17 — A Roman bronze incense burner with dolphin handle £1,500 - £2,000 16 — A Luristan bronze horsebit £800 - £1,200 12 — An Egyptian alabaster jar with rope-twist band £1,500 - £2,000 8 — A large Egyptian turquoise faience amulet of Bastet £2,000 - £3,000 9 — An Egyptian bronze statuette of a kneeling king £1,500 - £2,000 6 — A large Egyptian limestone shabti £2,000 - £3,000 5 — An Egyptian green glazed faience shabti for Pa-Her-Mer, Overseer of the Treasury £1,200 - £1,800 3 — An Egyptian pale green glazed faience shabti for the Overseer of the Treasury, Psamtek, 'Good name', Iahmes, born to Bastet-ir-dis £2,000 - £3,000 2 — An Egyptian gilded polychrome painted cartonnage mummy mask £3,000 - £5,000 1 — An Egyptian polychrome painted cartonnage mummy mask £2,000 - £3,000 Previous Lot Next Lot Lot 282 *,W A South Arabian alabaster male figure Antiquities 24 October 2012, 10:30 BST London, New Bond Street Sold for £18,750 inc. Antiquities View Conditions of Sale Bid now on these items An Egyptian pale green glazed faience shabti for Howedja, born to Shedet £3,000 - £5,000 Two Luristan bronze swords 2 £800 - £1,200 Five Roman glass vessels 5 £500 - £700 Eight Roman glass vessels 8 £1,500 - £2,000 A Late Roman or Byzantine solid gold bracelet with agate cabochon £6,000 - £8,000 A large Roman green glass jug £4,000 - £6,000 A Roman aubergine glass jug £2,000 - £3,000 An Egyptian wood Ptah-Sokar-Osiris £2,000 - £3,000 A Roman bronze figure of Minerva £3,000 - £5,000 Two Egyptian wood model brewers or oarsmen £1,500 - £2,000 A Roman aubergine ribbed glass bottle £300 - £500 A South Arabian bronze erotic statuette £600 - £800 A large Near Eastern copper alloy pectoral £3,000 - £5,000 A Luristan iron sword with a bronze grip £1,000 - £1,500 A Roman bronze incense burner with dolphin handle £1,500 - £2,000 A Luristan bronze horsebit £800 - £1,200 An Egyptian alabaster jar with rope-twist band £1,500 - £2,000 A large Egyptian turquoise faience amulet of Bastet £2,000 - £3,000 An Egyptian bronze statuette of a kneeling king £1,500 - £2,000 A large Egyptian limestone shabti £2,000 - £3,000 An Egyptian green glazed faience shabti for Pa-Her-Mer, Overseer of the Treasury £1,200 - £1,800 An Egyptian pale green glazed faience shabti for the Overseer of the Treasury, Psamtek, 'Good name', Iahmes, born to Bastet-ir-dis £2,000 - £3,000 An Egyptian gilded polychrome painted cartonnage mummy mask £3,000 - £5,000 An Egyptian polychrome painted cartonnage mummy mask Amended £2,000 - £3,000 Depicted standing, with both arms bent projecting forward, the left hand closed in a fist, wearing a short plain tunic, the face with almond shaped eyes and straight eyebrows, both recessed for now-missing inlays, the beard indicated by a line starting from the ears and running below the chin, 15in (38cm) high Footnotes Provenance : Belgian private collection formed in the 1950s. Buyers' Premium and Charges For all Sales categories, buyer's premium excluding Cars, Motorbikes, Wine, Whisky and Coin & Medal sales, will be as follows: Buyer's Premium Rates 28% on the first £40,000 of the hammer price;
0-آثارنا المنهوبة_22_p018_439e9ea8;https://www.bonhams.com/auctions/20021/lot/283;8 . / 5 (14 ) bonhams 2750 . : 1975. 2750 . : 1975. A tombstone. He saw a grave for a clear-cut man with a hint and short hair in the back, a round face with dense eyelids and a nose and a small mouth. Marble. Around the first century B.C./A.D.;How to sell 269 — Five Roman glass vessels 5 £500 - £700 270 — Eight Roman glass vessels 8 £1,500 - £2,000 19 — A Late Roman or Byzantine solid gold bracelet with agate cabochon £6,000 - £8,000 21 — A large Roman green glass jug £4,000 - £6,000 22 — A Roman aubergine glass jug £2,000 - £3,000 11 — An Egyptian wood Ptah-Sokar-Osiris £2,000 - £3,000 18 — A Roman bronze figure of Minerva £3,000 - £5,000 10 — Two Egyptian wood model brewers or oarsmen £1,500 - £2,000 20 — A Roman aubergine ribbed glass bottle £300 - £500 13 — A South Arabian bronze erotic statuette £600 - £800 15 — A large Near Eastern copper alloy pectoral £3,000 - £5,000 14 R — A Luristan iron sword with a bronze grip £1,000 - £1,500 17 — A Roman bronze incense burner with dolphin handle £1,500 - £2,000 16 — A Luristan bronze horsebit £800 - £1,200 12 — An Egyptian alabaster jar with rope-twist band £1,500 - £2,000 8 — A large Egyptian turquoise faience amulet of Bastet £2,000 - £3,000 9 — An Egyptian bronze statuette of a kneeling king £1,500 - £2,000 6 — A large Egyptian limestone shabti £2,000 - £3,000 5 — An Egyptian green glazed faience shabti for Pa-Her-Mer, Overseer of the Treasury £1,200 - £1,800 3 — An Egyptian pale green glazed faience shabti for the Overseer of the Treasury, Psamtek, 'Good name', Iahmes, born to Bastet-ir-dis £2,000 - £3,000 2 — An Egyptian gilded polychrome painted cartonnage mummy mask £3,000 - £5,000 1 — An Egyptian polychrome painted cartonnage mummy mask £2,000 - £3,000 Previous Lot Next Lot Lot 283 * A South Arabian alabaster head Antiquities 24 October 2012, 10:30 BST London, New Bond Street Sold for £2,750 inc. Antiquities View Conditions of Sale Bid now on these items An Egyptian pale green glazed faience shabti for Howedja, born to Shedet £3,000 - £5,000 Two Luristan bronze swords 2 £800 - £1,200 Five Roman glass vessels 5 £500 - £700 Eight Roman glass vessels 8 £1,500 - £2,000 A Late Roman or Byzantine solid gold bracelet with agate cabochon £6,000 - £8,000 A large Roman green glass jug £4,000 - £6,000 A Roman aubergine glass jug £2,000 - £3,000 An Egyptian wood Ptah-Sokar-Osiris £2,000 - £3,000 A Roman bronze figure of Minerva £3,000 - £5,000 Two Egyptian wood model brewers or oarsmen £1,500 - £2,000 A Roman aubergine ribbed glass bottle £300 - £500 A South Arabian bronze erotic statuette £600 - £800 A large Near Eastern copper alloy pectoral £3,000 - £5,000 A Luristan iron sword with a bronze grip £1,000 - £1,500 A Roman bronze incense burner with dolphin handle £1,500 - £2,000 A Luristan bronze horsebit £800 - £1,200 An Egyptian alabaster jar with rope-twist band £1,500 - £2,000 A large Egyptian turquoise faience amulet of Bastet £2,000 - £3,000 An Egyptian bronze statuette of a kneeling king £1,500 - £2,000 A large Egyptian limestone shabti £2,000 - £3,000 An Egyptian green glazed faience shabti for Pa-Her-Mer, Overseer of the Treasury £1,200 - £1,800 An Egyptian pale green glazed faience shabti for the Overseer of the Treasury, Psamtek, 'Good name', Iahmes, born to Bastet-ir-dis £2,000 - £3,000 An Egyptian gilded polychrome painted cartonnage mummy mask £3,000 - £5,000 An Egyptian polychrome painted cartonnage mummy mask Amended £2,000 - £3,000 Buyers' Premium and Charges For all Sales categories, buyer's premium excluding Cars, Motorbikes, Wine, Whisky and Coin & Medal sales, will be as follows: Buyer's Premium Rates 28% on the first £40,000 of the hammer price;
