artifact_id,text_for_matching,text_for_matching_web,price,currency,description_short,description_long,description_col2
0-آثارنا المنهوبة_22_p023_23c77c9b,"3 . 29.5 bonhams (1924-2006). 29.5 bonhams (1924-2006). A tombstone. He saw a woman's grave with a long neck, an oval face with clear facial features, including eyebrows carved over the eyes of a luze, fed with a white stone, and a long, straight nose with a small mouth. Marble.","How to sell 269 — Five Roman glass vessels 5 £500 - £700 270 — Eight Roman glass vessels 8 £1,500 - £2,000 19 — A Late Roman or Byzantine solid gold bracelet with agate cabochon £6,000 - £8,000 21 — A large Roman green glass jug £4,000 - £6,000 22 — A Roman aubergine glass jug £2,000 - £3,000 11 — An Egyptian wood Ptah-Sokar-Osiris £2,000 - £3,000 18 — A Roman bronze figure of Minerva £3,000 - £5,000 10 — Two Egyptian wood model brewers or oarsmen £1,500 - £2,000 20 — A Roman aubergine ribbed glass bottle £300 - £500 13 — A South Arabian bronze erotic statuette £600 - £800 15 — A large Near Eastern copper alloy pectoral £3,000 - £5,000 14 R — A Luristan iron sword with a bronze grip £1,000 - £1,500 17 — A Roman bronze incense burner with dolphin handle £1,500 - £2,000 16 — A Luristan bronze horsebit £800 - £1,200 12 — An Egyptian alabaster jar with rope-twist band £1,500 - £2,000 8 — A large Egyptian turquoise faience amulet of Bastet £2,000 - £3,000 9 — An Egyptian bronze statuette of a kneeling king £1,500 - £2,000 6 — A large Egyptian limestone shabti £2,000 - £3,000 5 — An Egyptian green glazed faience shabti for Pa-Her-Mer, Overseer of the Treasury £1,200 - £1,800 3 — An Egyptian pale green glazed faience shabti for the Overseer of the Treasury, Psamtek, 'Good name', Iahmes, born to Bastet-ir-dis £2,000 - £3,000 2 — An Egyptian gilded polychrome painted cartonnage mummy mask £3,000 - £5,000 1 — An Egyptian polychrome painted cartonnage mummy mask £2,000 - £3,000 Previous Lot Next Lot Lot 147 A South Arabian alabaster head of a woman Antiquities 7 July 2016, 10:30 BST London, New Bond Street Sold for £122,500 inc. Antiquities View Conditions of Sale Bid now on these items An Egyptian pale green glazed faience shabti for Howedja, born to Shedet £3,000 - £5,000 Two Luristan bronze swords 2 £800 - £1,200 Five Roman glass vessels 5 £500 - £700 Eight Roman glass vessels 8 £1,500 - £2,000 A Late Roman or Byzantine solid gold bracelet with agate cabochon £6,000 - £8,000 A large Roman green glass jug £4,000 - £6,000 A Roman aubergine glass jug £2,000 - £3,000 An Egyptian wood Ptah-Sokar-Osiris £2,000 - £3,000 A Roman bronze figure of Minerva £3,000 - £5,000 Two Egyptian wood model brewers or oarsmen £1,500 - £2,000 A Roman aubergine ribbed glass bottle £300 - £500 A South Arabian bronze erotic statuette £600 - £800 A large Near Eastern copper alloy pectoral £3,000 - £5,000 A Luristan iron sword with a bronze grip £1,000 - £1,500 A Roman bronze incense burner with dolphin handle £1,500 - £2,000 A Luristan bronze horsebit £800 - £1,200 An Egyptian alabaster jar with rope-twist band £1,500 - £2,000 A large Egyptian turquoise faience amulet of Bastet £2,000 - £3,000 An Egyptian bronze statuette of a kneeling king £1,500 - £2,000 A large Egyptian limestone shabti £2,000 - £3,000 An Egyptian green glazed faience shabti for Pa-Her-Mer, Overseer of the Treasury £1,200 - £1,800 An Egyptian pale green glazed faience shabti for the Overseer of the Treasury, Psamtek, 'Good name', Iahmes, born to Bastet-ir-dis £2,000 - £3,000 An Egyptian gilded polychrome painted cartonnage mummy mask £3,000 - £5,000 An Egyptian polychrome painted cartonnage mummy mask Amended £2,000 - £3,000 With a long neck, the oval face with stylised facial features including arching incised eyebrows above almond-shaped eyes, inlaid with white stone, the long straight nose with a small mouth below, hair falling behind semi-circular ears, set on an alabaster stepped base, 29.5cm (including the base) Footnotes Provenance: Property from the Collection of the late Ralph Hinshelwood Daly OBE (1924-2006). Find your local specialist Ask about this lot Antiquities (UK) Tel: +44 20 7468 8332 [email protected] Client Services (UK) Tel: +44 20 7447 7447 [email protected] Shipping (UK) Tel: +44 20 7468 8302 [email protected] A South Arabian alabaster head of a woman Qatabanian, circa 1st Century B.C./A.D. Buyers' Premium and Charges For all Sales categories, buyer's premium excluding Cars, Motorbikes, Wine, Whisky and Coin & Medal sales, will be as follows: Buyer's Premium Rates 28% on the first £40,000 of the hammer price","£122,500",GBP,"Head, alabaster. South Arabian Qatabanian alabaster head of a woman, circa 1st century B.C./A.D. The head has a long neck and an oval face with stylised facial features, including arching incised eyebrows above almond-shaped eyes inlaid with white stone, a long straight nose, and a small mouth. The hair falls behind semi-circular ears and the head is set on an alabaster stepped base.","Head, alabaster. South Arabian Qatabanian alabaster head of a woman, circa 1st century B.C./A.D. The object is carved with a long neck and an oval face, the features rendered in a stylised manner. It has arching incised eyebrows above almond-shaped eyes inlaid with white stone, a long straight nose, and a small mouth below. The hair falls behind semi-circular ears. The head is mounted on an alabaster stepped base. The overall height, including the base, is 29.5 cm.","Head, alabaster. South Arabian, Qatabanian, circa 1st century B.C./A.D. Carved in alabaster as a female head with a long neck and oval face, the features stylised with arching incised eyebrows above almond-shaped eyes inlaid with white stone, a long straight nose, small mouth, and hair falling behind semi-circular ears; set on an alabaster stepped base. Height 29.5 cm including base."
0-آثارنا المنهوبة_22_p024_df087257,"4 . : . : 56 × 24 Bidsquare Two paintings of bended wood. Two paintings of curled wood, rectangled in shape, were carved with a significant inscription in the third line and under a strip of high hemispheres. The inscriptions: one painting with testimony. Wood. 14th Century 56 times 24 centimeters. Bidsquare Good.","Find your local specialist Ask about this lot Matthew Thomas Senior Specialist Tel: +44 20 7468 8270 [email protected] Two carved wood Panels Yemen, 14th Century rectangular, carved with relief with thuluth script and below a band of raised hemispheres the largest 56 x 24 cm. Previous Lot Next Lot Lot 41 Two carved wood Panels Yemen, 14th Century (2) Islamic and Indian Art 7 October 2014, 10:30 BST London, New Bond Street £2,000 - £3,000 Own a similar item? Buyers' Premium and Charges For all Sales categories, buyer's premium excluding Cars, Motorbikes, Wine, Whisky and Coin & Medal sales, will be as follows: Buyer's Premium Rates 28% on the first £40,000 of the hammer price",,,"Panels, wood. Two rectangular carved wood panels from Yemen, dated to the 14th century, carved in relief with thuluth script and a band of raised hemispheres below.","Panels, wood. Two rectangular carved wood panels from Yemen, dated to the 14th century. The panels are carved in relief with thuluth script and a band of raised hemispheres below. The largest panel measures 56 x 24 cm. The source identifies two panels and gives no further technical or contextual details.","Panels, wood, two rectangular carved wooden panels from Yemen, 14th century, carved in relief with thuluth script and a band of raised hemispheres below; the largest measures 56 x 24 cm."
0-آثارنا المنهوبة_22_p030_cb31daf3,0 - H: 7 1/4 (18.4 ) LOT-ART A bust. Marble. Third century-first century BC H: 7 1/4 inches (18.4 cm) LOT-ART Good.,"LOT 123 A Sabaean marble head and torso of a youth [ translate ] A Sabaean marble head and torso of a youth, South Arabia, c. Interested bidders are strongly encouraged to request a condition report on any lots upon which they intend to bid, prior to placing a bid, and we will be happy to give you a full overview of the items' condition. Condition: The absence of a condition statement does not imply that the lot is in perfect condition or completely free from wear and tear, imperfections , the effects of aging, or repair/restoration work. 3rd - 1st Century BC, possessing large eyes and nose, his elbows at his side, fists clenched forward. All transactions are governed by Ancient Resource LLC's Conditions of Sale. Nice mineral deposits within the recesses.",,,"Marble head and torso of a youth, Sabaean, South Arabia, 3rd-1st century BC. The figure has large eyes and nose, with elbows at the sides and fists clenched forward.","Marble head and torso of a youth, Sabaean, South Arabia, 3rd-1st century BC. The figure is described as possessing large eyes and a prominent nose, with the elbows held at the sides and the fists clenched forward. Nice mineral deposits are present within the recesses. No further condition details are provided in the source text.","Marble head and torso of a youth, Sabaean, South Arabia, 3rd–1st century BC, carved in marble and preserving the head and upper body; the figure has large eyes and nose, with elbows held at the sides and fists clenched forward. Mineral deposits are present within the recesses."
29-آثارنا المنهوبة_29_p019_5186eca2,"19 16  : 18 – 1999 84 Galerie David Ghezelbash 84 Galerie David Ghezelbash An animal statue. Bronze. Old ""Before Alsalam.""","Bull Protome Qataban Kingdom, Yemen 700-100 BC Bronze Height : 18 cm Provenance : Sotheby's New York, 1999, lot 84 Galerie David Ghezelbash, Paris (acquired from above) Private collection, Paris Publication : Kunstkammer, 2017, n°3 In the shape of the powerful forequarters of a bull, his massive head with round muzzle, grooved nostrils, and ribbed bulging brows, symbolic motifs and a crescent moon engraved on the forehead, a lozenge-decorated diadem between the horns. The national god of each of the kingdoms or states was the Moon-god known by various names: ‘Ilumquh by the Sabaeans, ‘Amm and ‘Anbay by the Qatabanians, Wadd (love) by the Minaeans, and Sin by the Hadramis”. Amongst the South Arabians the worship of the moon continued, and it is almost certain that their religious calendar was also lunar and that their years were calculated by the position of the moon. This rare Sabean inscription is dedicated to the moon god and refers to the people of Qataban, the most prominent Yemeni kingdom in the second half of the 1st millenium before Christ. This, combined with the use of a star calendar by the agriculturists of certain parts, particularly in the Hadramaut, indicates that there was an early reverence for the night sky. Muller, from the Center for Near and Middle-Eastern studies of Philipps Univeristy of Marburg, describes in detail the context and the meaning of these different motifs. “The South Arabians before Islam were polytheists and revered a large number of deities. It was essentially a planetary system in which the moon as a masculine deity prevailed.",,,"Bull protome, bronze, Qataban Kingdom, Yemen, 700-100 BC. Height 18 cm. The object is formed as the powerful forequarters of a bull, with a massive head, round muzzle, grooved nostrils, ribbed bulging brows, engraved symbolic motifs, a crescent moon on the forehead, and a lozenge-decorated diadem between the horns.","Bull protome, bronze, Qataban Kingdom, Yemen, 700-100 BC. Height 18 cm. The object is shaped as the powerful forequarters of a bull, with a massive head, round muzzle, grooved nostrils, and ribbed bulging brows. The forehead is engraved with symbolic motifs and a crescent moon, and a lozenge-decorated diadem is placed between the horns. The source text identifies it as a rare Sabean inscription dedicated to the moon god and referring to the people of Qataban, the most prominent Yemeni kingdom in the second half of the 1st millennium BC.","Bronze bull protome, from the Qataban Kingdom, Yemen, dated 700–100 BC, 18 cm high. The object is formed as the powerful forequarters of a bull, with a massive head, round muzzle, grooved nostrils, and ribbed bulging brows; symbolic motifs are engraved on the forehead, including a crescent moon, and a lozenge-decorated diadem is placed between the horns. The piece is associated with South Arabian lunar cults and a rare Sabean inscription dedicated to the moon god and referring to the people of Qataban."
29-آثارنا المنهوبة_29_p021_11b31839,"21 17 .  17 . A human statue. Counting this statue, the oldest witness of Greek art in ancient Yemen, represents the warrior of Sparta, the brown shield with its edges. Bronze. Old ""Before Alsalam."" Rhino's 17 centimeters. George Ortz Group in London.","Since almost all warriors from the rims of vessels as well as figures in appliqué on the shoulders of craters are shown moving from left to right, our figure probably had a counterpart facing him on the edge of a vessel or belonged to a free-standing group. If there was trade with Arabia in incense, myrrh and other spices in the 6th century B.C., it would have been conducted by East Greeks, but the figure might easily have passed from hand to hand via Egypt or the Levant. Published: Beazley, J.D.: An Archaic Greek Statuette from South Arabia, BSA 40, 1939-40 (publ. The double moulding on the left side of the helmet crest seems not to have been repeated on the right side, if this be so, the figure is to be seen from the left. - Jucker, H.: Bronzehenkel und Bronzehydria aus Pesaro, StOliv 13-14, 1966, p. Warrior - Archaic 47/103 Down Bronze H: 17 cm From Yemen Laconian? M.: Statuettes de bronze de Lykosoura, BCH 99, 1975, no. 1 Berlin, Antikenmuseum 7470: Neugebauer, K.-A.: Die griechischen Bronzen der klassischen Zeit und des Hellenismus (Berlin, 1951), no.",,,"Bronze statuette of a warrior, Archaic period, 17 cm high, from Yemen. The figure is described as facing left, with a helmet crest showing double moulding on the left side only.","Bronze statuette of a warrior, Archaic period, 17 cm high, from Yemen. The figure is identified as a warrior and is described as being seen from the left, since the double moulding on the left side of the helmet crest does not appear to have been repeated on the right side. It is suggested that the figure may originally have belonged to a larger composition, either as a counterpart to another figure on the rim of a vessel or as part of a free-standing group. The object has been discussed in relation to Laconian bronzes and published by Beazley and Jucker.","Bronze statuette of a warrior, Archaic period, 17 cm high, from Yemen. The figure is described as a downcast warrior and is identified as Laconian? in style. It is a bronze object with a helmet crest showing double moulding on the left side only, suggesting a left-side view. The statuette has been published and compared with other Greek bronzes and statuettes."
29-آثارنا المنهوبة_29_p043_255b10d7,43 38 . 20.9  YON & TURNBULL A human statue. A human statue. Marble. The first century before the Miles. 20.9 cm (excluding pregnant women) YON & TURNBULL Good.,"Form Through Time Auction: 31 May 2023 at 15:00 BST £10,080 Description carved striped alabaster, the slender neck rising to a rounded chin, the face bearing a compact mouth, the upper lip topped with a small moustache, the ridge nose parting two almond shaped eyes below a sweeping incised brow, raised on a bespoke mount Dimensions 20.9cm tall (excluding stand) Provenance Provenance: Previously in the Private Collection of Mr François Antonovich (b. With the facial features stripped to the essence of form, it served as a votive object, and was intended to fit within a small rectangular niche within a ritual site, hence the flattened top of the head. Skip to main content Home My Auctions Menu Search My Favourites Lot 31 ANCIENT SABAEAN ARABIAN MALE HEAD SOUTHERN ARABIA, C. 1934), who spent much of his childhood in Cairo before setting up his gallery in Paris, assembled, from as early as 1964, a collection of South Arabian artefacts which has been known to scholars in the field for decades. Lot 31 ANCIENT SABAEAN ARABIAN MALE HEAD SOUTHERN ARABIA, C. and cover) The present piece is a fine example of the distinctive, enigmatic sculpture produced by the wealthy south Arabian kingdoms at the turn of the first millennium B.C. ANCIENT SABAEAN ARABIAN MALE HEAD SOUTHERN ARABIA, C. Footnote Published: Treasures from Ancient Yemen: On the Legendary Road of the Kingdom of Sheba, c.",,,"Head, carved striped alabaster, with a slender neck, rounded chin, compact mouth, small moustache, ridge nose, almond-shaped eyes, and a sweeping incised brow, raised on a bespoke mount. Height 20.9 cm excluding stand.","Head, carved striped alabaster, with the facial features reduced to a simplified form: a slender neck rising to a rounded chin, a compact mouth with a small moustache above the upper lip, a ridge nose, almond-shaped eyes, and a sweeping incised brow. The top of the head is flattened. The object is raised on a bespoke mount and measures 20.9 cm high excluding the stand. The source text identifies it as an Ancient Sabaean Arabian male head from Southern Arabia, dated to around the turn of the first millennium B.C., and notes that it was intended to fit within a small rectangular niche within a ritual site, serving as a votive object.","Sculpture, striped alabaster, carved male head from Southern Arabia, Sabaean, dated to the turn of the first millennium BC. The head has a slender neck rising to a rounded chin, a compact mouth with a small moustache on the upper lip, a ridge nose, almond-shaped eyes, and a sweeping incised brow; the facial features are reduced to a simplified form, and the flattened top of the head indicates that it was intended to fit within a small rectangular niche in a ritual site. Height 20.9 cm, excluding stand. Raised on a bespoke mount."
0-آثارنا المنهوبة_14_p022_e7ef2ce4,"2 2 : ( /.) ] [  1.3 kg, 12 cm (4 3/4 in.) LOT - ART Stone plate. A rectangular rule of the marble stone, with a line in the bolt line read as follows: Albister's pass. First century AD 1.3 kg, 12 cm (4 3/4 in.) LOT - ART Bad.",LOT 0206 South Arabian Alabaster Tablet with Inscription [ translate ] 3rd century B.C.-1st century A.D.. limestone block in the collection of the British Museum under accession no. The South Arabian script is an abjad written sinistrograde,,,"Tablet, alabaster, with inscription. South Arabian script, written sinistrograde. Dated to the 3rd century B.C.-1st century A.D.","Tablet, alabaster, with inscription. The object is described as a South Arabian alabaster tablet and is associated with a limestone block in the collection of the British Museum under accession number not specified in the source text. The inscription is in South Arabian script, an abjad written sinistrograde. The object is dated to the 3rd century B.C.-1st century A.D.","Tablet, limestone, South Arabian, with inscription, 3rd century B.C.–1st century A.D. Limestone block in the collection of the British Museum. The inscription is in South Arabian script, an abjad written sinistrograde."
0-آثارنا المنهوبة_14_p026_2c507d36,6 6 .) ( . 7 cm L - 6 11/16 inches LOT - ART . Marmer. Two little horns coming forward. Marble. First century BC. 7 cm L - 6 11/16 inches LOT - ART Excellent.,"Size:17 cm L - 6 11/16 inches Material:Alabaster Culture:South Arabian/Sabaean, c. LOT 0089 South Arabian/Sabaean Speckled Alabaster Calf, c. Very attractive alabaster speckled with grey, pink and white, carved in the shape of a calf standing on integral base. Near Eastern private collection, acquired and imported into the UK in the 1980s. [ translate ] South Arabian/Sabaean Speckled Alabaster Calf, c.",,,"Calf, alabaster, South Arabian/Sabaean, carved in speckled alabaster with grey, pink and white tones, standing on an integral base. Length 17 cm (6 11/16 inches).","Calf, alabaster, South Arabian/Sabaean, carved in speckled alabaster with grey, pink and white tones and formed as a standing calf on an integral base. The object measures 17 cm in length (6 11/16 inches). The source text identifies it as South Arabian/Sabaean and notes a Near Eastern private collection provenance, acquired and imported into the UK in the 1980s.","Figurine, alabaster, South Arabian/Sabaean, carved as a calf standing on an integral base, with a speckled surface in grey, pink, and white; length 17 cm (6 11/16 inches)."
0-آثارنا المنهوبة_14_p027_ec708607,"7 7 :  . largest 12cm LOT - ART . Animal statues. Four animal statues of different sizes and shapes of marbles embody animals: (dog, bull, horse), all standing on rectangular bases except bull. Marblestone. First century BC largest 12cm","LOT 45 FOUR SOUTH ARABIAN ANIMAL FIGURES [ translate ] FOUR SOUTH ARABIAN ANIMAL FIGURES FOUR SOUTH ARABIAN ANIMAL FIGURES largest 12cm Past » View it on Login Estimate Unlock Reserve Unlock Time, Location 15 Jul 2022 UK, London Auction House Unlock [ translate ] FOUR SOUTH ARABIAN ANIMAL FIGURES FOUR SOUTH ARABIAN ANIMAL FIGURES largest 12cm Estimate Unlock Reserve Unlock Time, Location 15 Jul 2022 UK, London Auction House Unlock Past » View it on Login",,,"Animal figures, South Arabian, largest 12 cm.","Animal figures, South Arabian, four in total, with the largest example measuring 12 cm. No further details on material, technique, date, or condition are provided in the source text.","Animal figures, material not specified, four South Arabian animal figures, the largest measuring 12 cm in height."
0-آثارنا المنهوبة_14_p028_4041cb1f,"8 8 . 15 4 LOT - ART A golden necklace. Gold comic, surrounded by an engineering decorative frame. He's gone. He's nuts. 3,000 years BC. 15 grams, 4 cm","LOT 64 A SOUTH ARABIAN CARNELIAN INSCRIBED MAGICAL SCARBOID, CIRCA ... [ translate ] A SOUTH ARABIAN CARNELIAN INSCRIBED MAGICAL SCARBOID, CIRCA 3RD CENTURY A.D.",,,"Scarboid, carnelian, South Arabian, inscribed magical, circa 3rd century A.D.","Scarboid, carnelian, South Arabian, inscribed magical, circa 3rd century A.D. The object is described as a scarboid made of carnelian and identified as South Arabian in origin. It bears an inscription and is characterized as magical. The dating given is circa the 3rd century A.D.","Scarboid, carnelian, South Arabian, inscribed and magical, circa 3rd century A.D."
0-آثارنا المنهوبة_14_p029_f769888f,"9 9 . / LOT - ART / LOT - ART The head of a human statue. The head of a human statue from the marble stone, carved blindfolds, is likely to be a restaurant, with two horizontal eyebrows on it with pinned lines, while the nose is largely pierced by the fact that it has been broken, with the lips showing a small, visible horizontal lip, mediated by a shallow horizontal line that embodies the mouth hole, and on both sides the ears show.","LOT 20 A South Arabian Alabaster Head of a Man, 3rd Century B.C./1st Century A.D. [ translate ] Property from the Collection of the late Antonin and Christiane Besse A South Arabian Alabaster Head of a Man 3rd Century B.C./1st Century A.D. Drilled underneath and mounted on a black marble base. Condition Report: As shown, note damages to chin and nose, slight abrasions to the ear rims. A large shallow chip in the back and CB 10 in black ink on the reverse. with large eyes recessed for inlay and grooved and drilled eyebrows.",,,"Head, alabaster, South Arabian, of a man, 3rd century B.C./1st century A.D. Drilled underneath and mounted on a black marble base. The head has large eyes recessed for inlay and grooved, drilled eyebrows.","Head, alabaster, South Arabian, of a man, 3rd century B.C./1st century A.D. The object is drilled underneath and mounted on a black marble base. It has large eyes recessed for inlay and grooved, drilled eyebrows. Condition noted in the source includes damage to the chin and nose, slight abrasions to the ear rims, and a large shallow chip on the back. The reverse bears the inscription or mark ""CB 10"" in black ink.","Head, alabaster, South Arabian, depicting a man, 3rd century B.C./1st century A.D. The head has large eyes recessed for inlay and grooved, drilled eyebrows. It is drilled underneath and mounted on a black marble base. Condition includes damage to the chin and nose, slight abrasions to the ear rims, and a large shallow chip on the back; “CB 10” is written in black ink on the reverse."
0-آثارنا المنهوبة_14_p030_c5cb9878,"0 10 .. .) ( / LOT - ART . Oyster. The acupunctures, they carved the heads very prominently and accurately, and the feet and chests, they carved small, visible and light... Jer...he's heart... 3rd century B.C. / 1st century A.D. LOT - ART","one side of the architectural block carved in relief with the stylised frontal figures of five ibexes, each with straight legs in low relief, stepped muzzle, protruding circular eyes, and ribbed horns. LOT 2 A South Arabian Limestone Ibex Frieze, 3rd Century B.C./1st Century A.D. [ translate ] Property from the Collection of the late Antonin and Christiane Besse A South Arabian Limestone Ibex Frieze 3rd Century B.C./1st Century A.D. Condition Report: Heavily encrusted with some chips on lower part of three muzzles.",,,"Architectural block, limestone, carved in relief on one side with the stylised frontal figures of five ibexes. Each ibex is shown with straight legs in low relief, a stepped muzzle, protruding circular eyes, and ribbed horns. South Arabian, 3rd century B.C./1st century A.D.","Architectural block, limestone, carved in relief on one side with a frieze of five stylised frontal ibexes. The animals are depicted with straight legs in low relief, stepped muzzles, protruding circular eyes, and ribbed horns. South Arabian, dated to the 3rd century B.C./1st century A.D. The object is heavily encrusted, with chips on the lower part of three muzzles.","Architectural block, limestone, carved in relief on one side with a stylised frieze of five frontal ibex figures, each shown with straight legs in low relief, stepped muzzles, protruding circular eyes, and ribbed horns; South Arabian, dated to the 3rd century B.C./1st century A.D."
0-آثارنا المنهوبة_14_p032_82525ee5,"2 12 . ( . ) / 13.5 LOT - ART . LOT - ART . The head of a human statue. The head of a human statue from the marble stone, carved in the eyes and fed with gemstones, was given above by eyebrows in the shape of two drifting horizontal lines, and the nose was carved out prominently from the top and wide from the bottom, and the mouth was below it and it was carved in the shape of a horizontal line. L. Buster's marble stone. 3rd century B.C. / 1st century A.D.","LOT 19 A South Arabian Alabaster Relief Head of a Woman, circa 3rd Century B.C./1st Century A.D. [ translate ] Property from the Collection of the late Antonin and Christiane Besse A South Arabian Alabaster Relief Head of a Woman circa 3rd Century B.C./1st Century A.D. with large eyes inlaid with calcite and green stone (one remaining), grooved eyebrows, and long hair, and wearing a necklace.",,,"Relief head, alabaster, South Arabian, circa 3rd century B.C./1st century A.D. Female head with large eyes inlaid with calcite and green stone, grooved eyebrows, long hair, and a necklace.","Relief head, alabaster, South Arabian, circa 3rd century B.C./1st century A.D. The object depicts a woman’s head in relief and is carved in alabaster. It has large eyes inlaid with calcite and green stone, with one inlay remaining, grooved eyebrows, long hair, and a necklace. The description identifies the piece as South Arabian and dates it to the circa 3rd century B.C./1st century A.D.","Relief head, alabaster, South Arabian, circa 3rd century B.C./1st century A.D., depicting a woman with large eyes inlaid with calcite and green stone, one inlay remaining, grooved eyebrows, long hair, and a necklace."
0-آثارنا المنهوبة_14_p035_4c0a409e,"5 15 : . ( .)/ LOT - ART : LOT - ART : A human face statue. A prominent head, front highlights, buttons, mouth carved in a small, visible and smiling way, and the front mediated with the blade line from left to right with its letters: L./Bester Third to first century B.C.","LOT 0075 South Arabian/Sabaean Marble Head Stele with Inscription, c. Size:10.8 cm L - 4 1/4 inches Material:Marble Culture:South Arabian/Sabaean, c. [ translate ] South Arabian/Sabaean Marble Head Stele with Inscription, c. Stelae were stone or wooden slabs erected in the ancient world as a monument, often used for funerary or commemorative purposes, government notices or as boundary markers. Alabaster funerary/memorial stele depicting a stylised face in high relief. On the forehead, the name inscribed upside-down in the tradition of tomb dedications with Sabaean letters reading the name of the person Sarhan â€˜SRHNâ€™. Flat forehead, bulging eyes, the extended eyebrows merging in the centre of the face into a long nose leading to a closed mouth with broad lips. The Sabaeans were a civilisation in South Arabia in pre-Islamic times, originally entering from the north.",,,"Stele, marble, South Arabian/Sabaean, with inscription, 10.8 cm long. Funerary or memorial stele depicting a stylised face in high relief, with the name Sarhan (SRHN) inscribed upside-down on the forehead in Sabaean letters.","Stele, marble, South Arabian/Sabaean, with inscription, 10.8 cm long. Funerary or memorial stele depicting a stylised face in high relief. The face has a flat forehead, bulging eyes, extended eyebrows merging at the centre of the face into a long nose, and a closed mouth with broad lips. On the forehead, the name is inscribed upside-down in the tradition of tomb dedications, with Sabaean letters reading the name Sarhan (SRHN). The object is identified as South Arabian/Sabaean and dated broadly to the pre-Islamic period.","Marble head stele, South Arabian/Sabaean, c. 10.8 cm long, carved in high relief as a funerary or memorial stela with a stylised face: flat forehead, bulging eyes, extended eyebrows merging at the centre into a long nose, and a closed mouth with broad lips. An inscription in Sabaean letters is placed upside-down on the forehead and records the name Sarhan (SRHN)."
0-آثارنا المنهوبة_14_p036_90bc3926,6 16 . 200 - 100 LOT - ART LOT - ART A witness' grave.,"A striking stone slab with a high-relief carved abstract face with a triangular nose, deep set oval eyes, a small mouth, prominent brow ridge and well-groomed eyebrows, and the suggestion of a crown or headdress. Size: L:370mm / W:195mm ",,,"Stone slab with high-relief carved abstract face, showing a triangular nose, deep-set oval eyes, a small mouth, a prominent brow ridge, well-groomed eyebrows, and the suggestion of a crown or headdress. Dimensions: L: 370 mm; W: 195 mm.","Stone slab with high-relief carved abstract face, carved in stone and depicting a triangular nose, deep-set oval eyes, a small mouth, a prominent brow ridge, and well-groomed eyebrows, with the suggestion of a crown or headdress. The object is a slab form and measures 370 mm in length and 195 mm in width.","Stone slab, stone, carved in high relief with an abstract face featuring a triangular nose, deep-set oval eyes, a small mouth, a prominent brow ridge, well-groomed eyebrows, and the suggestion of a crown or headdress. Dimensions: L. 370 mm, W. 195 mm."
0-آثارنا المنهوبة_14_p037_d8eb0074,"7 17 .  . 10 . 118.9 LOT - ART . Scorpion. A bronze scorpion has six legs, three of them on each side, the back guy on the side. Bronze metal. Third and second century BC. 10 MS. 118.9 GG LOT - ART","Hellenistic Period, 3rd - 2nd century BCE. LOT 330 A SOUTH ARABIAN BRONZE SCORPION. [ translate ] A SOUTH ARABIAN BRONZE SCORPION.",,,"Scorpion, bronze, South Arabian, Hellenistic Period, 3rd–2nd century BCE.","Scorpion, bronze, South Arabian, Hellenistic Period, 3rd–2nd century BCE. The object is identified as a South Arabian bronze scorpion and is dated to the Hellenistic Period.","Scorpion, bronze, South Arabian, Hellenistic Period, 3rd–2nd century BCE."
0-آثارنا المنهوبة_14_p038_e61326bd,"8 18 . 6.4 × 6.1 LOT - ART LOT - ART The head of a human statue. From the limestone, the head of a human statue. The eyes carved badly, with two eyebrows carved in the shape of a prominent bow, the nose prominently, and the mouth in the shape of an empty horizontal line. The limestone. From the third century BC to the first century CD","An impressive and quite noble stone head presenting typical South Arabian characteristics of a somber countenance with almond-shaped eyes, arched brows, a straight nose, high cheekbones, and closed mouth, all flanked by a pair of high-set ears and a chin-length coiffure. Size: 2.4"" W x 2.5"" H (6.1 cm x 6.4 cm)",,,"Stone head with typical South Arabian characteristics, showing a somber countenance, almond-shaped eyes, arched brows, a straight nose, high cheekbones, a closed mouth, high-set ears, and a chin-length coiffure. Dimensions: 2.4 in W x 2.5 in H (6.1 cm x 6.4 cm).","Stone head with typical South Arabian characteristics, carved with a somber countenance, almond-shaped eyes, arched brows, a straight nose, high cheekbones, and a closed mouth. The head is flanked by a pair of high-set ears and has a chin-length coiffure. Dimensions are 2.4 in W x 2.5 in H (6.1 cm x 6.4 cm).","Stone head, stone, depicting a South Arabian face with a somber countenance, almond-shaped eyes, arched brows, a straight nose, high cheekbones, and a closed mouth, flanked by high-set ears and a chin-length coiffure; dimensions: 2.4 in. W x 2.5 in. H (6.1 cm x 6.4 cm)."
