artifact_id;pdf_name;page_num;numero_inventaire;type;description_texte_long;materiel;periode;dimensions;nom_musee_auction;etat;note;lien_ok
29-آثارنا المنهوبة_29_p040_6bce3745;29-آثارنا المنهوبة_29.pdf;40;35;تمثال آدمي;;مرمر;حوالي200 قبل الميالد - 200 ميالدي;الرتفاع 4-1/8 بوصة (حوالي 10.5 سم)، العرض 3 بوصات (حوالي 7.6 سم);عرضت في liveauctioneers و Bidsquare;جيدة;;https://www.liveauctioneers.com/price-result/ancient-south-arabian-alabaster-head-of-a-woman/
29-آثارنا المنهوبة_29_p041_5fbfa716;29-آثارنا المنهوبة_29.pdf;41;36;مائدة قرابين;;حجر جيري;القرن السادس قبل الميالد;الوزن 1.47 كجم، 21 سم (8 1/4 بوصة);liveauctioneers;جيدة;يوضح الموقع أن القطعة اقتنيت بالوراثة من مجموعة والد المالك الحالي، التي تأسست بين عامي 1965 و1990. حصل عليها المالك الحالي من المذكور أعلاه عام 2020.;https://www.liveauctioneers.com/price-result/south-arabian-offering-table-with-inscription/
29-آثارنا المنهوبة_29_p042_7a61ad2e;29-آثارنا المنهوبة_29.pdf;42;37;شاهد قبر;;رخام;القرن الثالث الى الأول قبل الميالد;15.5 × 32.7 سم، ووزنها 6.6 كغ تقريبا;liveauctioneers;جيدة;ذكر الموقع بانه عثر عليها في شمال اليمن;https://www.liveauctioneers.com/item/211090034_south-arabian-marble-face-with-inscription-northern-yemen-circa-3rd1st-century-bc-bangkok-bangkok
29-آثارنا المنهوبة_29_p043_255b10d7;29-آثارنا المنهوبة_29.pdf;43;38;تمثال آدمي;تمثال آدمي.;رخام;القرن الأول قبل الميالد;ارتفاع 20.9 سم (باستثناء الحامل);YON & TURNBULL;جيدة;;https://www.lyonandturnbull.com/auctions/form-through-time-735/lot/31
29-آثارنا المنهوبة_29_p044_2353c262;29-آثارنا المنهوبة_29.pdf;44;39;حُلي;Hw;ذهب;يعود للقرن الرابع الميلادي;0.9 بوصة طول × 0.6 بوصة عرض (2.3 سم × 1.5 سم)، الوزن: 10 جرام;عرضت في مزادين: Invaluable;;;
29-آثارنا المنهوبة_29_p045_5d5be489;29-آثارنا المنهوبة_29.pdf;45;40;تمثال آدمي;;برونز;القرن الثاني الميلادي;طول9سم;;جيدة;من مواقع التواصل الاجتماعي;
29-آثارنا المنهوبة_29_p046_e7fde96b;29-آثارنا المنهوبة_29.pdf;46;41;تميمة;;حجر كريم;القرن الثاني أو الثالث الميلادي;ارتفاعه 1.7 سم;Timeline Auctions;جيدة;;
29-آثارنا المنهوبة_29_p047_4ab8cf85;29-آثارنا المنهوبة_29.pdf;47;42;تمثال آدمي;تمثال آدمي. القطعة عرضت سابقاً في موقع دار المزادات Timeline Auctions.;مرمر;أواخر القرن الثاني-الثالث الميلادي;"الوزن الإجمالي: 1.17 كغ؛ الارتفاع (بما في ذلك القاعدة): 18 سم (حوالي 7 بوصات)";LiveAuctioneers;جيدة;;https://www.liveauctioneers.com/item/212223125_south-arabian-alabaster-male-head-harwich-essex
29-آثارنا المنهوبة_29_p048_fee3ccb4;29-آثارنا المنهوبة_29.pdf;48;43;تمثال حيواني;;برونز;القرن الثاني للميالد;االرتفاع23 سم;لمتحف الوطني بالرياض -المملكة العربية السعودية;غير مكتمل;;
0-آثارنا المنهوبة_14_p001_62121bba;0-آثارنا المنهوبة_14.pdf;1;1;مخطوط إسلامي;مخطوط إسلامي، مزخرف بزخرفة شبكية زرقاء يحدها كوفي وعلى ظهره نقش جميل (سبحان الله).;مخاشام;ميلادي 10-11;20.9 × 31.5 سم;Artcurial;;الوصف كما ورد في الصفحة: 'على ظهره نقش جميل (سبحان الله) مرسوم فوق تشابك'.;
0-آثارنا المنهوبة_14_p002_4f5abcd7;0-آثارنا المنهوبة_14.pdf;2;2;شاهد قبر;شاهد قبر مرمر، ذات قطعة.;الرخام;أواخر الألفية الأولى قبل الميلاد;27,5 سم;Artcurial;المأساة;;
0-آثارنا المنهوبة_14_p003_1e0e2300;0-آثارنا المنهوبة_14.pdf;3;1;شاهد قبر;شاهد قبر مستطيل الشكل، في الجهة العليا من اللوح يوجد نحت بارز على شكل رأس ثور، القرون بارزة قصيرة، والآذان بارزة، والعينان كبيرة، يوجد نقش من سطرين في الطرف السفلي من الشاهد، وكذلك في الجهة العليا حروف بخط المسند.;المرمر;200 ق.م – 100 ق.م;;Barakat;منهوبة;;
0-آثارنا المنهوبة_14_p004_e4cc200e;0-آثارنا المنهوبة_14.pdf;4;2;تمثال لرجل;تمثال لرجل يقف على قاعدة مستطيلة الشكل، وذراعيه ممدودة إلى الأمام، وإحدى يديه ممسكة بقبضة كانت تحمل شيئاً مفقوداً حالياً، بينما الأخرى مفتوحة في إيماءة. كان يرتدي ثياباً غير مذكورة بالتفصيل في النص. الوجه ذو أنف مثلث عريض، وعينين كبيرتين على شكل لوزي، وبؤبؤ العينين محفور، مع حواجب مقوسة. يوجد نقش بخط المسند على القاعدة.;مرمر;200 ق.م – 100 ق.م.;40.6 مس;Barakat;إحدى يديه ممسكة بقبضة كانت تحمل شيئاً مفقوداً حالياً;يوجد نقش بخط المسند على القاعدة نقلها كالآتي : (هـ و ف أ ل / ح ض ر);
0-آثارنا المنهوبة_14_p005_59922c9d;0-آثارنا المنهوبة_14.pdf;5;3;مثال;مستطيلة الشكل ترتدي ثوب، ساعديها ممدودتان الى الامام، ملامح الوجه واضحة، العينان لوزيتان، حاجبان مقوسان، وانف طويل، يتدلى الشعر.;رمرملا;100 BCE;53.3 مس;Barakat;;South Arabian alabaster female figure, 200 BCE;
0-آثارنا المنهوبة_14_p006_a48893c6;0-آثارنا المنهوبة_14.pdf;6;4;ختم;ختم مصنوع من الذهب اسطواني الشكل، يتوسط الختم كتابة بخط المسند، وفي حواف الختم زخرفة خطوط محفورة بدقة، ويبدو في الجزء العلوي ربما طائر النعامة.;ذهب;القرن الأول قبل الميلاد;;Barakat Gallery;;;
0-آثارنا المنهوبة_14_p007_aacdc682;0-آثارنا المنهوبة_14.pdf;7;5;قطعة;Himyarite (South Arabian) Silver Coin, 1st Century CE - 2nd Century CE | Barakat Gallery;فضة / الماس / ذهب;1st Century CE - 2nd Century CE;1 - 2 م.ق;Barakat;18 قيراطاً، نُحت على العملة;القيمة/العيار الوارد في النص: 18 قيراطاً، 0.22 قير.ًاطا.;
0-آثارنا المنهوبة_14_p008_6aaa8301;0-آثارنا المنهوبة_14.pdf;8;6;تمثال;تمثال لامرأه جالسة على كرسي في حالة الجلوس سعديها ممدودان الى المام، ناتيزول نانيعلا اةحضاو هجولا حمالم، زراب نافلا، فلخلا نم ىلدتي، ر ـه ض دنسملا طخب ةباتك ةدعاقلا ىلع تحن;رمرم;100 BCE - 0 BCE;20.3 سم;Barakat Gallery;انظر إلى الخلف;Sabaean Seated Statuette of a Woman, 60;
0-آثارنا المنهوبة_14_p009_fb023fb0;0-آثارنا المنهوبة_14.pdf;9;7;نقش;من نقش برونزي ذو حالة سيئة جداً, يحتوي على اربع اسطر اغلبه مطموس بسبب التلف الذي طرأ عليه.;برونز;300 - 100م.ق;8.8 x 7 سم;Barakat;حالة سيئة جداً;;
0-آثارنا المنهوبة_14_p010_656a84d3;0-آثارنا المنهوبة_14.pdf;10;8;تمثال;تمثال لحيوان العول، واضح الشكل، القرون تلتفان إلى خلف الرأس، والأذنان واضحتان.;رمرم;500 ق.م;6 سم;Barakat;;Sabean Statue of Two Conjoined Rams, 500 BCE | Barakat Gallery;
0-آثارنا المنهوبة_14_p011_f3fc3f82;0-آثارنا المنهوبة_14.pdf;11;9;تمثال لرجل;تمثال لرجل. مقفلو، نازران الأذنين كذلك. مستقيم بخط مف، وناتيز ولا.;برونز;600 - 100 م.ق;;Barakat;;;
0-آثارنا المنهوبة_14_p012_73b7d3a7;0-آثارنا المنهوبة_14.pdf;12;10;تمثال;تمثال لامرأة واضحة الملامح تقف على قاعدة مستطيل الشكل، ترتدي ...;مرمر;700 BCE;900 700 م.ق;Barakat;;;
0-آثارنا المنهوبة_14_p013_3222fb9a;0-آثارنا المنهوبة_14.pdf;13;11;تمثال;تمثال لحيوان الجمل. تمثال لحيوان الجمل، ملامحه واضحة، يقف على قاعدة مستطيلة الشكل.;مرمر;300 ق.م;20.3 × 19.1 سم;Barakat;;300 BCE | Barakat - Sabean Alabaster Camel, 900 BCE Gallery;
0-آثارنا المنهوبة_14_p014_a9daa7b6;0-آثارنا المنهوبة_14.pdf;14;12;عملة;عملة في احد وجهيها نحت لوجه رجل يحيط به زخرفة على شكل نقاط دائري وطغراء.;فضة;200 CE;1 م;Barakat Gallery;;Himyarite Silver Coin, 1 CE;
0-آثارنا المنهوبة_14_p015_f242a4cb;0-آثارنا المنهوبة_14.pdf;15;13;عملة;الوجه: حرف ح ض . ظهر: يوجد خلف الرأس غراء مكوّنة من ثلاثة حروف، وبينهما عمود مَلكي الملامح.;ذهب / / هضف;1 CE;1 – 200 م;Barakat Gallery;خمتا;المادة والقراءة النصية كما ظهرت في الصفحة، مع وجود اضطراب في النص المستخرج.;
0-آثارنا المنهوبة_14_p016_2cd7b659;0-آثارنا المنهوبة_14.pdf;16;14;رأس ثور;رأس ثور من البرونز، على الرقبة نقش بخط المسند، ويعلو الرأس قرنان.;برونز;30 BCE;32.75 سم;;;;
0-آثارنا المنهوبة_14_p017_39a255f9;0-آثارنا المنهوبة_14.pdf;17;15;شاهد قبر;شاهد قبر واضح الملامح لرأس رجل، ملامح الوجه واضحة، العينان لوزيتان، الحاجبان مقوسان، الفم مثلث بخط مستقيم، الأنف طويل.;مرمر;100 – 200;21 سم;Barakat;;;
0-آثارنا المنهوبة_14_p018_444f37ec;0-آثارنا المنهوبة_14.pdf;18;1;شاهد قبر;شاهد قبر لامراءه واضحة الملامح العينان لوزيتان, الحاجبان مقوسان, الانف بارز والشعر;مرمر;1 - القرن الأول الميلاد;14 مس;Christies;;;
0-آثارنا المنهوبة_14_p019_d5f7eee0;0-آثارنا المنهوبة_14.pdf;19;;تمثال;تمثال ربما لامرأة.;مرمر;3 - 1 م;H. 20.5 مس;Monte Carlo;;"قِطعة مذكورة ضمن صفحة آثار منهوبة؛ العنوان الأصلي يظهر كـ 'ربما لامرأة' والوصْف غير مكتمل.";
0-آثارنا المنهوبة_14_p020_f04d749f;0-آثارنا المنهوبة_14.pdf;20;2;شاهد قبر;شاهد قبر مستطيل الشكل يوجد اسف اللوح كتابة بخط المسند / ع ص ع ن / ذ ب غ ي ت / ع م ع ل;رمرملا;القرن الأول;54 × 27 سم;Monte Carlo;;STÈLE IMIARITIQUE | Hôtel Des Ventes De Monte-Carlo;
0-آثارنا المنهوبة_14_p021_c2cda6df;0-آثارنا المنهوبة_14.pdf;21;1;لوحة حجرية;م لوحة من الحجر الجيري الشكل مستطيل، جسد عليها شكلان آدميان واقفان، زينت حافتها العلوية ببعض حروف المسند بأسلوب الحز الخفيف، بعضها واضح وبعضها الآخر غير واضح.;حجر جيري;الألف الأول قبل الميلاد;L:170mm / W:165mm ;;;;
0-آثارنا المنهوبة_14_p022_e7ef2ce4;0-آثارنا المنهوبة_14.pdf;22;2;لوحة حجرية;قاعدة مستطيلة الشكل من حجر المرمر، عليها سطر بخط المسند يقرأ كالتالي: ( ذ ر م ت /.) ر ]ـه[ ي;مرمر (ألبستر);القرن الأول الميلادي;1.3 kg, 12 cm (4 3/4 in.);LOT - ART;سيئة;;https://www.lot-art.com/auction-lots/South-Arabian-Alabaster-Tablet-with-Inscription/206-south_arabian-05.9.23-timeline
0-آثارنا المنهوبة_14_p023_c2a532c9;0-آثارنا المنهوبة_14.pdf;23;3;وجه تمثال أدمي;وجه تمثال أدمي من حجر المرمر غير واضح الملامح، يتوسطه الأنف بشكل بارز، مغلق، ويبرز من أسفل الوجه جزء بسيط من الرقبة.;مرمر (ألبستر);200 - 100;L:140mm / W:100mm ;;;;
0-آثارنا المنهوبة_14_p024_afae1a49;0-آثارنا المنهوبة_14.pdf;24;4;وجه تمثال آدمي;وجه تمثال آدمي من حجر المرمر غير واضح الملامح، يتوسطه الأنف بشكل بارز وواضح وكبير، كما تبرز الجبهة، أما الفم صغير غير واضح الملامح، ويبرز نحو الأسفل الذقن بشكل مدبب.;مرمر (ألبستر);200 - 100;L:185mm / W:130mm ;;;;
0-آثارنا المنهوبة_14_p025_c5010102;0-آثارنا المنهوبة_14.pdf;25;5;لوحة حجرية;لوحة من الحجر الجيري، الشكل مستطيل. جسُد عليها شكلان آدميان واقفان، وفوقها عمود من الحروف المسندة، يعلوها كما لو كان العمود مسندًا على قاعدة أسطوانية.;جيريج حجر;الألفية الأولى قبل الميلاد;L:225mm / W:190mm ;;;;
0-آثارنا المنهوبة_14_p026_2c507d36;0-آثارنا المنهوبة_14.pdf;26;6;مرمر.)بترسبلأ(ر;بقرنان صغيران بارزان نحو الأمام.;مرمر;القرن الأول قبل الميلاد.;7 cm L - 6 11/16 inches;LOT - ART;ممتازة.;;https://www.lot-art.com/auction-lots/South-ArabianSabaean-Speckled-Alabaster-Calf--c-1st-Century-BC/89-south_arabian-30.5.23-artemission
0-آثارنا المنهوبة_14_p027_ec708607;0-آثارنا المنهوبة_14.pdf;27;7;تماثيل حيوانية;أربعة تماثيل حيوانية من حجر المرمر مختلفة الأحجام والأشكال تجسد الحيوانات: (الكلب، الثور، الحصان)، جميعها تقف على قواعد مستطيلة ما عدا الثور.;حجر المرمر;القرن الأول قبل الميلاد;largest 12cm;LOT - ART;متهرئة جداً;أربع قطع.;https://www.lot-art.com/auction-lots/FOUR-SOUTH-ARABIAN-ANIMAL-FIGURES/45-four_south-15.7.22-plaka
0-آثارنا المنهوبة_14_p028_4041cb1f;0-آثارنا المنهوبة_14.pdf;28;8;تعليقة قالدية ذهبية;تعليقة قالدية ذهبية، محاط بإطار زخرفي هندسي.;ذهب، عقيق;ثلاثة آلاف سنة قبل الميلاد;15 غرام، 4 سم;LOT - ART;ممتاز جدًا;;https://www.lot-art.com/auction-lots/A-SOUTH-ARABIAN-CARNELIAN-INSCRIBED-MAGICAL-SCARBOID--CIRCA-/64-south_arabian-03.7.23-plaka
0-آثارنا المنهوبة_14_p029_f769888f;0-آثارنا المنهوبة_14.pdf;29;9;رأس تمثال آدمي;رأس تمثال آدمي من حجر المرمر، نحتت العينان بشكل غائر، من المرجح أنها كانت مطعمة، يعلوهما حاجبان أفقيان بخطوط منقوطة، أما الأنف فقد جُسد بشكل بارز كبير أنه قد كُسر، يظهر أسفله الشفتان بشكل أفقي بارز بسيط يتوسطهما خط أفقي غائر يجسد فتحة الفم، وعلى الجانبان تظهر الأذنان.;حجر المرمر;القرن الأول الميلادي / القرن الثالث قبل الميلاد;;LOT - ART;قد كُسر الأنف;;https://www.lot-art.com/auction-lots/A-South-Arabian-Alabaster-Head-of-a-Man--3rd-Century-BC1st-Century-AD/20-south_arabian-07.12.21-sotheby
0-آثارنا المنهوبة_14_p030_c5cb9878;0-آثارنا المنهوبة_14.pdf;30;10;الوعل;الوعل، نحتت الرؤوس بشكل كبير بارز ودقيق، أما القدمان والصدر فقد نحتت صغير بارز وخفيف..;جير.)قلب( ي;القرن الثالث قبل الميلاد / القرن الأول الميلادي;;LOT - ART;جيد.ًادج ة;لعولا ناويحل زيرفإ.;https://www.lot-art.com/auction-lots/A-South-Arabian-Limestone-Ibex-Frieze--3rd-Century-BC1st-Century-AD/2-south_arabian-07.12.21-sotheby
0-آثارنا المنهوبة_14_p031_5ec6ec23;0-آثارنا المنهوبة_14.pdf;31;11;خاتم;خاتم من معدن البرونز، مكون من قطعة واحدة نحت عليه بعض الأحرف السبئية بخط.;معدن البرونز;200 - 100 قبل الميلاد;D: 15.7mm / US: 5 / UK: J 1/2;;;;
0-آثارنا المنهوبة_14_p032_82525ee5;0-آثارنا المنهوبة_14.pdf;32;12;رأس تمثال آدمي;رأس تمثال آدمي من حجر المرمر، نحتت العينان بشكل غائر وقد طعمت بأحجار كريمة، يعلوهما الحاجبان منحوتان على شكل خطان أفقيان غائران، ونحت الأنف بشكل بارز مستدق من الأعلى ومتسع من الأسفل، يقع أسفله الفم وقد نحت بشكل خط أفقي.;حجر مرمر (أل.بستر);القرن الثالث قبل الميلاد / القرن الأول الميلادي;13.5;LOT - ART;;قطعة يمنية جنوب عربية.;https://www.lot-art.com/auction-lots/A-South-Arabian-Alabaster-Relief-Head-of-a-Woman--circa-3rd-Century-BC1st-Century-AD/19-south_arabian-07.12.21-sotheby
0-آثارنا المنهوبة_14_p033_f5cf6a94;0-آثارنا المنهوبة_14.pdf;33;13;جارة حجرية;مق من الحجر الجيري. لوحة مستطيلة الشكل نُحت عليها ثلاثة أشكال آدمية واقفة، يفصل ما بين الشكلين الأولين والشكل الثالث خط بارز مستقيم من أعلى لأسفل نُحت عليه كتابة بالخط المسند، كما يعلو اللوحة كتابة بالخط المسند أيضاً. النص المرافق في الصفحة يذكر: لوحة من الحجر الجيري مستطيلة الشكل، عليها ثلاث أشكال آدمية واقفة، وبينهما خط بارز مستقيم من أعلى لأسفل نحت عليه كتابة.;حجر جيري;الألفية الأولى قبل الميلاد;L:265mm / W:160mm ;;;;
0-آثارنا المنهوبة_14_p034_cb7f1f4c;0-آثارنا المنهوبة_14.pdf;34;14;رأس تمثال آدمي;رأس تمثال آدمي من حجر المرمر، نحتت العيون والحاجبان والجبهة بشكل بارز، وكذلك الأنف، والفم نحت بشكل صغير وأفقي بارز، وقد زُينت الرقبة بثلاثة...;حجر المرمر;الألفية الأولى قبل الميلاد;L:170mm / W:130mm ;;;;
0-آثارنا المنهوبة_14_p035_4c0a409e;0-آثارنا المنهوبة_14.pdf;35;15;تمثال وجهي آدمي;رأس بارز، الجبهة بارزة، زُرّ، الفم نحت بشكل صغير بارز ومبتسم، ويتوسط الجبهة كتابة بخط المسند الغائر من اليسار إلى اليمين حروفها: (ن أ ر ش).;رمرم حجر (أل.)/بستر;من القرن الثالث إلى الأول قبل الميلاد;;LOT - ART;الموقع الحالي للقطعة: مزاد;;https://www.lot-art.com/auction-lots/South-ArabianSabaean-Marble-Head-Stele-with-Inscription--c-3rd-1st-Century-BC/75-south_arabian-28.2.23-artemission
0-آثارنا المنهوبة_14_p036_90bc3926;0-آثارنا المنهوبة_14.pdf;36;16;قبر شاهد;قبر شاهد من الحجر الجيري واضح الملامح، بعينين جاحظتين محفورتين، وجبنتين مقوسين بارزين يعلوهما جبهة غائرة، والأنف بارز، والشفتان بارزتان يتوسطهما خط أفقي غائر يمثل فتحة الفم، وعلى الجانبان تظهر الأذنان بحالة سليمة.;الحجر الجيري;200 - 100 قبل الميلاد;;LOT - ART;ممتازة;شاه، ناتمعطم ناترئاغ ناتضحاج نانيعب، حمالملا حضاو يريجلا رجحلا نم ربق د;https://www.lot-art.com/auction-lots/SOUTH-ARABIAN-STONE-FACE-STELE-WITH-INLAID-EYES/492-south_arabian-12.3.23-apollo
0-آثارنا المنهوبة_14_p037_d8eb0074;0-آثارنا المنهوبة_14.pdf;37;17;عقرب;عقرب من البرونز لها ستة أرجل، ثلاث منها في كل جانب، الرجل الخلفية في الجانب.;معدن (برونز);القرن الثالث والثاني قبل الميلاد.;10 مس. 118.9 جمار;LOT - ART;سيئة;مربوط بصفحة مزاد.;https://www.lot-art.com/auction-lots/A-SOUTH-ARABIAN-BRONZE-SCORPION/330-south_arabian-09.4.23-archaeological
0-آثارنا المنهوبة_14_p038_e61326bd;0-آثارنا المنهوبة_14.pdf;38;18;رأس تمثال آدمي;من الحجر الجيري، رأس تمثال آدمي. نحتت العينان بشكل غائر، يعلوهما الحاجبان منحوتان على شكل مقوس بارز، الأنف بشكل بارز، أما الفم بشكل خط أفقي غائر.;الحجر الجيري;من القرن الثالث قبل الميلاد إلى القرن الأول الميلادي;6.4 × 6.1 مس;LOT - ART;;;https://www.lot-art.com/auction-lots/South-Arabian-Stone-Head/98-south_arabian-11.5.23-artemi
0-آثارنا المنهوبة_14_p039_ddf060e7;0-آثارنا المنهوبة_14.pdf;39;19;لوحة حجرية;روث سأرب ةيرجح ةحول. الملامح قرنه الأيسر مكسور، والعينان محاطتان بخطوط بارزة.;حجر مرمر;ألول الميلادي;;LOT - ART;سيئة;;https://www.lot-art.com/auction-lots/SOUTH-ARABIAN-ALABASTER-STELE-FRAGMENT-WITH-A-BULL/142-south_arabian-29.6.18-chiswick
0-آثارنا المنهوبة_14_p040_58885c6e;0-آثارنا المنهوبة_14.pdf;40;20;ربق دهاش;"ربق دهاش، من الحجر الجيري، مشطوف من الأسفل إلى الأعلى، على تجسيد لوجه آدمي؛ بعينان لوزيتان محزوزتان، وحاجبان وجبهة بارزة، والأنف بارز، يظهر أسفله الفم وهو.";الحجر الجيري;;;LOT - ART;سيئة;قطعة منقوشة/منحوتة لوجه آدمي.;https://www.lot-art.com/auction-lots/South-Arabian-Limestone-Stele-Fragment/36685059-south_arabian-07.5.20-catawiki
0-آثارنا المنهوبة_14_p041_6240297d;0-آثارنا المنهوبة_14.pdf;41;21;تمثال لحيوان الوعل;تمثال لحيوان الوعل من حجر المرمر، رابض على قاعدة مستطيلة، برأس بارز متدلي للأمام، وعينان بارزتان، وقرنان منحنيان نحو الخلف، وأسفلها الأذنان.;حجر مرمر;القرن الأول الميلادي;(ب 8/3 5);LOT - ART;ممتازة;رةعطقلا مق;https://www.lot-art.com/auction-lots/A-South-Arabian-Alabaster-Ibex-Height-5-38-inches-14-cm/69-south_arabian-26.5.22-hindman
0-آثارنا المنهوبة_14_p042_78ff3cb5;0-آثارنا المنهوبة_14.pdf;42;22;شاهد قبر;شاهد قبر من الحجر الجيري، من الأعلى تجسيد لوجه آدمي، بعينان جاحظتان غائرتان، وملامح وجه بارزة، وأنف بارز، وجبهة بارزة، والفم خط مستقيم، وعلى الجانبان تظهر الأذنان، يوجد عليه أحرف بخط المسند لاسم المتوفي: (م ر ث د).;الحجر الجيري;القرنين الأول والثاني الميلاديين;14 3/8 بو( ةص36.3;LOT - ART;جيدة;;https://www.lot-art.com/auction-lots/A-South-Arabian-Limestone-Stele-Height-14-38-inches-363-cm/70-south_arabian-26.5.22-hindman
0-آثارنا المنهوبة_14_p043_1add3b82;0-آثارنا المنهوبة_14.pdf;43;23;نقش;نقش مسندي مكتوب على لوح برونزي مستطيل. يتكون النقش من 12 سطراً.;معدني (برونز);القرن الأول الميلادي;23.5 × 15.7 سم;LOT - ART;جيدة جداً;لوح عليه ثقوب في الزوايا الأربع.;https://www.lot-art.com/auction-lots/A-South-Arabian-bronze-inscriptional-plaque/255-south_arabian-06.7.23-bonham
0-آثارنا المنهوبة_14_p044_dfa1c7a5;0-آثارنا المنهوبة_14.pdf;44;24;تمثال آدمي;تمثال آدمي جالس من الحجر الجيري، أعضاؤه مكسورة، له عينان مطعمتان.;الحجر الجيري;القرن الأول الميلادي;24 س..;LOT - ART;ةئيس.;;https://www.lot-art.com/auction-lots/A-South-Arabian-limestone-female-figure/256-south_arabian-06.7.23-bonham
0-آثارنا المنهوبة_14_p045_fd5a4154;0-آثارنا المنهوبة_14.pdf;45;25;رأس ثور;رأس ثور برونزي، بتفاصيل دقيقة وواضحة، له قرنان طويلان وعينان واضحتان، وتظهر الأذنان خلف القرنين، ويظهر الأنف بشكل مستدير.;برونز;أوائل القرن الميلادي الأول;8.5 × 6.5;LOT - ART;ممتازة;;https://www.lot-art.com/auction-lots/SOUTH-ARABIAN-BRONZE-HEAD-OF-A-BULL-imyarite-Kingdom--1st/258-south_arabian-10.7.19-bertolami
0-آثارنا المنهوبة_15_p001_5ec7c6a6;0-آثارنا المنهوبة_15.pdf;1;1;رأس تمثال;رأس لتمثال آدمي من حجر الألبستر، تبرز من أسفله الرقبة وتظهر ملامح الوجه بوضوح بأنف بارز، وعينان غائرتان، أما الفم فمُثل بخط غائر مستقيم.;حجر مرمر;حوالي 100 قبل الميلاد;3 5/8 بوصة ارتفاع × 2 1/2 بوصة عرض × 2 بوصة عمق;LOT – ART;جيدة جدا;;https://www.liveauctioneers.com/item/166998336_ancient-alabaster-south-arabian-art2019A-head?utm_source=LotArt&utm_medium=web&utm_campaign=LotArt2019A
0-آثارنا المنهوبة_15_p002_4bfef4f4;0-آثارنا المنهوبة_15.pdf;2;2;تمثال آدمي;تمثال آدمي من مادة البرونز بوضعية الوقوف واضح الملامح في الوجه والشكل، أطرافه السفلية متباعدة ومثبتة على قاعدة، اليدان ممدودتان إلى الأمام مثبتتان إلى الخصر، ويلف الجزء السفلي من التمثال مئزر.;برونز;الفترة الهلنستية، القرن الرابع- القرن الثاني ق.م.;ارتفاع 11.5 سم;LOT – ART;جيدة جداً;;https://www.lot- art.com/auction-bronze-arabian-south-archaeological-03.10.23-south_arabian-youth/719-A-OF-FIGURINE
0-آثارنا المنهوبة_15_p003_fcc0a70a;0-آثارنا المنهوبة_15.pdf;3;3;تمثال وعل;تمثال وعل واضح الملامح مصنوع من مادة البرونز يقف على أربع أرجل، يظهر على جميع نواحي جذعه عدة فتحات، له قرنان تلتفان باتجاه الخلف تتصل أطرافهما بمؤخرة الرأس.;برونز;القرن الأول الميلادي;16.5 سم ارتفاع - 6 1/2 بوصة;LOT - ART;ممتازة;;https://www.lot-art.com/auction-lots/South-Arabian-Large-Bronze-Ibex/75792617
0-آثارنا المنهوبة_15_p004_c0da1350;0-آثارنا المنهوبة_15.pdf;4;4;رأس تمثال;رأس لتمثال آدمي من حجر الألبستر )( الرخام ،تبرز منه مالمح الوجه بوضوح بأنف بارز ، وعينان غائرتان، يعلوهما الحاجبان نُحتا بخطان أفقيان غائران، أما الفم مُثل بخط غائر مستقيم، كما تبرز على جانبي الرأس الأذنان بشكل واضح;حجر مرمر;القرن الثاني إلى الأول قبل الميلاد;7.2 سم ارتفاع- 2 13/16 بوصة;LOT - ART;جيدة;;https://www.lotart.com/auction-lots/South-Arabian-Head-of-Alabaster-Man/77342009-catawiki-05.12.23
0-آثارنا المنهوبة_15_p005_673dba90;0-آثارنا المنهوبة_15.pdf;5;5;شاهد قبر بوجه آدمي;شاهد قبر آدمي لرجل، من الحجر الجيري، تبرز منه مالمح الوجه بوضوح بأنف بارز مستقيم وحاد، وعينان غائرتان بعمق، يعلوهما الحاجبان نُحتا بخطان أفقيان بارزان، أما شفتي الفم فقد مُثلتا بخطان أفقيان بارزان، كما تبرز على جانبي الرأس الأذنان بشكل واضح، ويبدو أن الشاهد قد كُسر جزءه السفلي.;حجر جيري;القرن الثالث إلى الأول قبل الميلاد;ارتفاعه 8 3/8 بوصات (21.27 سم);LOT - ART;جيدة;;https://www.lot-art.com/auction-lots/A-South-Arabian-Limestone-Male-Head/1135-hindman-05.12.23-south_arabian_head
0-آثارنا المنهوبة_15_p006_52386031;0-آثارنا المنهوبة_15.pdf;6;6;شاهد قبر برأس آدمي;شاهد قبر برأس آدمي من حجر الألبستر، يبرز منه الوجه بملامح واضحة بأنف مستقيم بارز، وعينان غائرتان يعلوهما حاجبان غائران، يوجد بعض الكسور في الأنف وفي الوجنة اليمنى، كما تمتد من أسفله رقبة طويلة، وعلى جانبي الرأس يوجد الأذنان، وأسفلهما ينسدل شعر طويل.;حجر مرمر;مملكة (قتبان)، القرن الثالث قبل الميلاد/القرن الأول الميلادي;الارتفاع 28 سم;LOT - ART;جيدة;;https://www.lot-art.com/auction-lots/A-head-of-Alabaster-South-Arabian-Woman-from-Qataban-AD-3rd-1st-Century-07.12.21/17-sothebys
