artifact_id;wb_txt_shrt;wb_txt_lg;looted_text
0-آثارنا المنهوبة 30_p013_d3799f39;Statue, bronze, of a standing female figure with arms bent forward and clenched fists, wearing a straight skirt ending at mid-calf and a close-fitting long-sleeved shirt with a pointed neckline. South Arabian, 1st century B.C.-A.D.;Statue, bronze, representing a standing female figure with the arms bent forward and the fists closed. The figure wears a straight skirt ending at mid-calf and a close-fitting long-sleeved shirt with a pointed neckline. The head has a triangular mask-like appearance, with large almond-shaped eyes, slightly arched eyebrows, and a straight nose bridge. South Arabian, 1st century B.C.-A.D.;Human statue, bronze, dating to the first century B.C.E. Height: 30.5 cm.
0-آثارنا المنهوبة 30_p014_9bc22dd3;Votive plaque, copper alloy, with a raised border and a Sabaean dedicatory inscription, from southwestern Arabia, ca. late 1st millennium BCE.;"Votive plaque, copper alloy, with a raised border around the edges and a Sabaean dedicatory inscription, from southwestern Arabia, ca. late 1st millennium BCE. The plaque measures 10 7/8 × 6 × 1/2 in. (27.6 × 15.2 × 1.3 cm). The inscription is described as a dedicatory text, and the object is identified as a votive plaque; the precise significance of the inscription as a cult object is uncertain. The record notes that the practice of dedicating the inscription itself, rather than placing the inscription on an object intended for dedication, differs from contemporary customs in greater Mesopotamia and Iran.";Object, bronze, with an inscription. Dimensions: height 27.6 cm, width 15.2 cm, thickness 1.3 cm. The name of the piece is not given in the source text. At the end of the first millennium.
0-آثارنا المنهوبة 30_p016_52fdfd6f;Seal with inscription, chalcedony, South Arabian, 6th-5th century BCE. Pierced lengthwise, it may have been mounted on a finger ring or strung on a necklace as an amulet. Only the middle section of the seal is readable.;"Seal with inscription, chalcedony, South Arabian, 6th-5th century BCE. The seal is pierced lengthwise and could have been mounted on a finger ring or strung on a necklace as an amulet. The inscription is transliterated as l-B'n and translated as ""Belonging to Ba'an."" Only the middle section of the seal is readable. Dimensions: 1.8 x 1.2 x 0.5 cm.";"Seal, material not specified, stamp seal of irregular form, measuring 1.8 cm in height, 1.2 cm in width, and 0.5 cm in thickness; dated to the 5th–6th century."
0-آثارنا المنهوبة 30_p017_6c61750c;Stele, limestone, South Arabian, rectangular in form and sculpted at the upper end with the head of a bearded man in high relief, circa 2nd century B.C.-2nd century A.D.;Stele, limestone, South Arabian, rectangular in form and sculpted at the upper end with the head of a bearded man in high relief. The beard and hair are rendered by echeloned curls, and the face has a sharp brow, long triangular nose, thin closed lips, raised eyes with deeply recessed pupils. An inscription below identifies the deceased. Dated circa 2nd century B.C.-2nd century A.D. Height 12¾ in. (32.4 cm.).;Tombstone, stone, dated to around the 2nd century B.C.E., with a height of 32.4 cm.
0-آثارنا المنهوبة 30_p018_880a3521;Incense burner, bronze, from southwestern Arabia, ca. mid-1st millennium BCE. It has a cylindrical cup on a conical base, with a rectangular architectural facade rising from the front, decorated in low relief with two serpents flanking a round disk within a crescent. A separately cast ibex on a plinth projects from the front and may have served as a handle.;Incense burner, bronze, from southwestern Arabia, dated to ca. mid-1st millennium BCE. The vessel consists of a cylindrical cup set on a conical base, with a rectangular architectural form rising from the front of the cup and suggesting a facade. The facade is decorated in low relief with two serpents flanking a round disk set within a crescent. A separately cast ibex standing on a plinth projects from the front of the burner and may have functioned as a handle. The object is associated with the importance of incense in the religion of southwestern Arabia.;"Object, material not specified, with recorded dimensions of 27.7 x 23.7 x 23.2 x 14.8 x 16.6; associated with the Metropolitan Museum and dated 1949; noted as vaporized."
0-آثارنا المنهوبة 30_p020_5b4e7eb9;Standing bull, copper alloy and shell, ca. mid- to late 1st millennium BCE. The bronze bull stands on a double-based plinth and has a strongly sculpted head with upright ears, horns curving up and slightly inward, heavy brows, and shell-inlaid eyes.;Standing bull, copper alloy and shell. This bronze bull stands on a double-based plinth and dates to ca. mid- to late 1st millennium BCE. The head is strongly sculpted, with upright ears set behind horns that curve upward and slightly inward. Heavy brows arch over the eyes, which are inlaid with shell. The tail hangs straight down to the hooves. The form is compared in the source text to standing bulls from southwestern Arabia sculpted in alabaster.;Animal statue, bronze, mid to late 1000 B.C.E. Height: 24.2 cm.
0-آثارنا المنهوبة 30_p021_65971c7e;Figure of ibex, bronze, ca. 5th century BCE. A bronze ibex stands on a base, with long horns curving back to touch the upright ears.;"Figure of ibex, bronze, ca. 5th century BCE. This small bronze sculpture depicts an ibex standing on a base, with distinctive long horns turning back to touch the upright ears. It is from Southwestern Arabia and measures H. 5 1/16 × W. 1 1/2 × D. 2 15/16 in. (12.8 × 3.8 × 7.4 cm); base: W. 1 5/16 in. × D. 2 5/16 in. (3.3 × 5.8 cm). The object may have served as a handle for an incense burner.";"Animal statue, bronze, 5th century B.C.E. The object is an animal statue in bronze. Dimensions: height 12.8 cm, width 3.8 cm, depth 7.4 cm; base dimensions: width 3.3 cm, depth 5.8 cm."
0-آثارنا المنهوبة 30_p026_bffdbce6;Fragmentary alabaster ibex base, South Arabian, circa 4th-3rd century B.C.;Fragmentary alabaster ibex base, South Arabian, circa 4th-3rd century B.C. The object is described as a base in fragmentary condition and is identified as South Arabian. No further technical details, dimensions, or decorative features are provided in the source text.;Table, marble, 25 cm long. Crabs table, dated to the fourth-third century B.C.E. Condition: good.
0-آثارنا المنهوبة_22_p004_4c5b844c;Bust, alabaster. Sabean alabaster bust of a woman, dated 200 BCE–100 CE, with dimensions of 12.1 x 19.1 cm. The piece depicts a feminine head and neck with limited detailing, including incised eyebrows and a single line at the apex of the forehead.;Bust, alabaster. Sabean alabaster bust of a woman, dated 200 BCE–100 CE, measuring 12.1 x 19.1 cm (4 3/4 x 7 1/2 in). The object depicts a feminine head and neck and is described as a striking head that may have served as a grave marker or perhaps as a commemorative piece from the ancient kingdom of Saba in southwestern Arabia, centered in modern-day Yemen. Detailing is limited, with incised eyebrows and a single line at the apex of the forehead that appears to suggest a headband or similar feature. The text also notes that it may once have formed part of a larger alabaster structure.;"Statue, marble, 12.1 x 19.1 cm, dated to 200–100 B.C.E. Rectangular marble statue of a woman with a clearly defined face; the front is broad at the eyes and narrows to a hard, pointed chin. The eyes are set beneath arched eyebrows and retain light-coloured residue; the nose is very long with a high bridge. The eyebrows are engraved, and a single line across the upper forehead appears to indicate a headband or similar head covering."
0-آثارنا المنهوبة_22_p008_e6f7e902;"Three manuscripts, Passover Haggadah, Yemenite, handwritten on paper, including one with instructions and commentaries on the margins, some with nikud elyon, and one with Judeo-Arabic translation. Size and condition vary; overall fair condition.";"Three manuscripts, Passover Haggadah, Yemenite, handwritten on paper. The group includes a manuscript described as ""A nice bakashah, praise to the King…"", by Rabbi Yitzchak ben Yefet, with instructions and commentaries on the margins, some with nikud elyon; a second handwritten Haggadah; and a third manuscript, Passover Haggadah, with Judeo-Arabic translation, lacking at the beginning and at the end. Size and condition vary, with overall fair condition.";"Manuscript, paper, Hebrew and Arabic, Yemen, 19th century. The page describes three Yemeni manuscripts listed under this number at auction: a Hebrew manuscript with instructions and comments in the margins; a manuscript with Arabic instructions and a colophon on the last page; and a manuscript described as an Easter text with a Jewish translation into Arabic. All are on paper and dated to the 19th century."
0-آثارنا المنهوبة_22_p009_ab2ed43b;Manuscript on paper, Menorat HaMaor by Rabbi Yitzchak Abuhav, written in Sana'a, Yemen, 1848. Complete manuscript with the exception of several index leaves missing at the end, decorated with red and black ornamentation at the beginning of each chapter, except the sixth and seventh chapters.;Manuscript on paper, Menorat HaMaor by Rabbi Yitzchak Abuhav, written in Sana'a, Yemen, 1848. The manuscript is described as complete, apart from a number of index leaves missing at the end. At the beginning of each Ner, or chapter, there is red and black ornamentation, with the exception of the sixth and seventh Ners. The title page is illustrated with a two-colour frame and states that the book Menorat HaMaor was written by Rabbi Yitzchak Abuhav the Sephardi and written here in Sana'a in 1848. The text notes that Menorat HaMaor was widely embraced by Yemenite Jews and read in synagogues on Shabbat afternoon.;Hebrew manuscript on paper, dated 1848, comprising 227 leaves and written in two columns per page with red ink headings and dialects. The manuscript includes red and black decorative elements at the beginning of each Nir, except Nirs VI and VII, and a framed title page (blonin) bearing the inscription that the book was written in Sana'a in 1848. Copies of the writer appear at the end of the book. It is described as a complete manuscript of formation, lacking a number of index leaves, and predating the well-known Livorno edition. Condition is noted as good.
0-آثارنا المنهوبة_22_p010_7fb500f3;Manuscript, paper, Mipi Chachamim, containing halachic, aggadic, and kabbalistic explanations of various laws and customs, Yemen, 1895.;Manuscript, paper, Mipi Chachamim, with halachic, aggadic, and kabbalistic explanations for various laws and customs. The manuscript is described as having many variations from the printed version and as corresponding to another manuscript written nine months earlier by the same scribe, Rabbi Oded son of Yafet, in Iyar 1894, by the desire of his master, Zecharya. It includes a long letter addressed to Rabbi Salam son of Menachem by Yuda Nissim, Chassan Yuda, and Machbuv Avni, concerning aliyah to Eretz Israel and their travails, and contains a colophon by the scribe Rabbi Oded son of Yafet, identified as Ra'avad of Aden, Ibb district, Southern Yemen, stating that he wrote it by the desire of Chassan Utz and his sons. The manuscript comprises 133 leaves, with an additional 9 leaves of varied size, measures 25 cm, and has ownership inscriptions and various lists, including prayers, on the endpapers and on additional leaves at the beginning and end.;Object, material not specified. The source text contains only fragmentary and repetitive bibliographic-style references, including the years 1895, 1894, 1934, 1986, and the notation “25 + 9 kedem [133],” but provides no identifiable object type, material, form, technique, dimensions, or period.
0-آثارنا المنهوبة_22_p011_683adcce;Three manuscripts, on paper and gevil, comprising Megillot Shir HaShirim, Ruth and Kohelet with Targum, Rashi commentary, and compiled novellae, together with Bereshit with Targum and Rashi commentary, Haftarot, and leaves of Parshat Bereshit bound at the beginning and end of the manuscript. One manuscript has a gevil cover from the geniza of a Sefer Torah.;"Three manuscripts, on paper and gevil, from Yemenite Jewry, comprising a compilation of Scriptures and Targum. The group includes three Megillot, Shir HaShirim, Ruth and Kohelet, with Targum, Rashi commentary, and compiled novellae attributed to Mahari Tzalach and others; Bereshit with Targum and Rashi commentary, with Haftarot; and Targum of Shir HaShirim, Ruth and Kohelet. Two of the manuscripts are approximately 23-24 cm in size. Leaves of Parshat Bereshit with Rashi commentary are bound at the beginning and end of one manuscript. One manuscript has a gevil cover from the geniza of a Sefer Torah.";"Manuscript, paper, Hebrew, 19th century. A bound manuscript containing a gathering of manuscripts and holy books from Yemen, including Third Megillot (Song of Songs, Ruth and Ecclesiastes) with commentary by Talmud, Rashi, and later combined commentaries such as Mahary Tsalakh, as well as Parashat Peshit’s papers with an adult explanation; the volume includes material at the beginning and end of the manuscript."
0-آثارنا المنهوبة_22_p012_ec9c65d5;"Manuscript, paper, with original leather binding. Yemen, 19th century. Two Yemenite manuscripts containing prayers and piyyutim, including Bakashot, Tikun Chatzot, dream interpretation, tekufot and amulets, blessings and versions of shtarot, Birkat HaMazon with ""Chiddushin"", eulogies, and a compilation of commentaries. The binding is worn and shows worming.";"Manuscript, paper, with original leather binding. Yemen, 19th century. Two Yemenite manuscripts with original leather bindings, containing piyyutim of Bakashot, Tikun Chatzot, interpretation of dreams, tekufot and amulets, blessings and versions of shtarot, Birkat HaMazon with ""Chiddushin"", eulogies, and a compilation of commentaries. The manuscripts also include prayers and piyyutim of Selichot and Hosha'anot. One scribe's colophon names ""Ya'ish son of Yichye Al Tza'adi"" and is dated 1864. The bindings are described as ancient leather bindings with leather loops and adornments, worn and wormed, with folk ornamentation. Provenance: Collection of Willy Lindwer.";"Hebrew manuscript on paper, two Yemeni manuscripts wrapped in the original skin, comprising liturgical and devotional texts. The first manuscript contains Piyyutim of Bakashot, Tikun Chatzot, interpretation of tekufot, shtarot, “Chiddushin,” Birkat Hamazon with Chiddushin, a eulogy, and a set of comments; it is dated 1864, includes different owner signatures, comprises 131 leaves, measures approximately 16.5 cm, and is in fair condition with bleeding, tears, and stains, with an old leather binding and popular decoration. The second manuscript contains piyyutim of Selichot and Hosha’anot, is dated to the 19th/20th century in Yemen, comprises approximately 168 leaves, measures about 16.5 cm, and is in good condition."
0-آثارنا المنهوبة_22_p014_f8a5f56a;Manuscript, siddur on paper for year-round use, Yemen, 19th century. Contains prayers for weekdays, Shabbat, festivals, Rosh Chodesh, Birkat HaLevana, Seder for Chanuka, Tikun Purim, Tikun Pesach with the Haggadah, the Three Festivals, and Azharot for Shavuot.;"Manuscript, siddur on paper for year-round use, Yemen, 19th century. The manuscript includes prayers for weekdays and Shabbat, prayers for Rosh Chodesh, Birkat HaLevana, Seder for Chanuka, Tikun Purim, Tikun Pesach with the Haggadah, prayers for the Three Festivals, and Azharot for Shavuot. The verso of the title page bears the note: ""Version of blessings and prayers, according to our tradition of the holy congregation throughout Yemenite cities"". The title page has an illustrated frame and is inscribed: ""Siddur of prayers according to Sephardic tradition, and written for the entire year…"". The last approximately 20 leaves, containing prayers for the Festival of Shavuot and Azharot, are in a different handwriting, and some leaves at the end were replaced in another handwriting. The manuscript shows stains, wear, and tears affecting the text of several leaves.";"Manuscript, paper; Hebrew manuscript for liturgical use throughout the year, including weekdays, Saturday, and festivals, in Yemeni writing in an animated letter, dated to the 19th century and measuring 17 cm. The manuscript contains a title page with the text “Seder of the hall according to the Safari tradition, written throughout the year...” and, on the back of the title page, “A copy of the lounge and the lounge according to our traditions in prayers throughout Yemeni cities.” It includes a weekly and Saturday service, Rosh Chodesh service, Birkat HaLevana, Seder Lashanah, Tekun Burim, Tekun Besash with Al-Hajdah, prayers for the three festivals, and the Zikhrot for Shaft. Some leaves were later replaced by another hand; several leaves are missing. The manuscript is in separate leaves, unbound, with spots, holes, tears affecting the text of several leaves, and engravings."
0-آثارنا المنهوبة_22_p015_88c123d1;Manuscript, paper, three small volumes of manuscripts from Yemen, comprising compilations by various writers and from various times on diverse topics, including the story of Jesus, leap years, the death of Aharon the Cohen, oaths, te'amim according to Kabbalah, laws of shechita, Shabbat songs, part of the Passover Haggadah, Birkat Erusin, piyyutim, and bakashot.;Manuscript, paper, three small volumes of manuscripts from Yemen, compiled by various writers and from various times. The contents include the story of Jesus, leap years, the death of Aharon the Cohen, oaths, te'amim according to Kabbalah, laws of shechita, Shabbat songs, and a section of the Passover Haggadah in another hand at the beginning of one manuscript. The group comprises approximately 200 leaves in total. One manuscript also contains Birkat Erusin, piyyutim, and bakashot.;Object, material not specified, with dimensions 19 x 11.5 cm. The record includes the number 200 and the term “kedem,” but no further descriptive information is provided.
0-آثارنا المنهوبة_22_p016_cc4b6a73;"Manuscript collection, paper and bindings, comprising eight manuscripts from Yemen. The group includes Torah and Megillot, Passover Haggadot, and prayers; some volumes have old bindings and others are newly bound.";Manuscript collection, paper and bindings, comprising eight manuscripts from Yemen. The group includes Torah and Megillot, Passover Haggadot, and prayers. The manuscripts are described as a collection of eight items, with some volumes retaining old bindings and others newly bound. The source identifies the material as manuscripts and notes their association with Yemenite Jewry and manuscripts and documents.;"Hebrew manuscript on paper, 19th century, comprising 8 elements of differing size and condition. The elements vary in situation; some retain old ties, while others are newly associated. The manuscript is noted as being suitable for the equitable poor."
0-آثارنا المنهوبة_22_p017_6abd9361;"Cartonnage mummy mask, polychrome painted and gilded, Egyptian. Depicted standing, with both arms bent projecting forward, the left hand closed in a fist, wearing a short plain tunic; the face has almond-shaped eyes and straight eyebrows, both recessed for now-missing inlays, and the beard is indicated by a line starting from the ears and running below the chin.";Cartonnage mummy mask, Egyptian, made of polychrome painted cartonnage with gilding. The mask is depicted standing, with both arms bent and projecting forward, the left hand closed in a fist. It wears a short plain tunic. The face is modelled with almond-shaped eyes and straight eyebrows, both recessed for now-missing inlays. The beard is indicated by a line starting from the ears and running below the chin. The object measures 15 in (38 cm) high.;"Statue, marble. Statue of a standing male figure with both arms bent, the left hand clenched in a fist, wearing a short jacket. The face is straight-shaped with indicated eyebrows; the beard is rendered as a linear element extending from the ears down to the chin. The object is described as currently lost, with a missing patching."
0-آثارنا المنهوبة_22_p018_439e9ea8;Object group, various materials: a mixed antiquities lot including Roman glass vessels, Roman bronze figures and vessels, Egyptian faience, wood, limestone, alabaster, bronze and cartonnage objects, Luristan iron and bronze weapons and fittings, and South Arabian and Near Eastern metal and stone items.;"Object group, various materials: a mixed antiquities lot comprising Roman glass vessels, including a large green glass jug, an aubergine glass jug, and an aubergine ribbed glass bottle; Roman bronze objects, including a figure of Minerva and an incense burner with dolphin handle; Egyptian objects in wood, limestone, alabaster, bronze, turquoise faience, green glazed faience, pale green glazed faience, and cartonnage, including shabtis, a Ptah-Sokar-Osiris figure, a kneeling king statuette, an amulet of Bastet, and painted mummy masks; Luristan iron and bronze objects, including swords and a horsebit; a South Arabian bronze erotic statuette; a South Arabian alabaster head; a Near Eastern copper alloy pectoral; and a Late Roman or Byzantine solid gold bracelet with agate cabochon. The source text gives no measurements or further technical details beyond typology, material, and named attribution where stated.";Tombstone, marble. Carved funerary monument depicting a male bust in relief, with short hair at the back, a round face, heavy eyelids, a prominent nose, and a small mouth. Dated to around the 1st century B.C./A.D.
0-آثارنا المنهوبة_22_p019_3b93fef1;"Stele, limestone. South Arabian limestone stele with an angular human head set on a rectangular plaque, inscribed in Sabaean, with a defined brow ridge, sharp nose, diamond-shaped eyes with inner irises, a slit mouth, closely cropped beard, and ears in relief at the sides; some red slip remains. Height 14½ in (36.7 cm).";Stele, limestone. South Arabian limestone stele, circa 3rd-1st century B.C., formed as an angular human head set on a rectangular plaque. The face is inscribed in Sabaean and has a defined brow ridge, sharp nose, diamond-shaped eyes with inner irises, a slit for the mouth, and a closely cropped beard. The ears are rendered in relief at the sides, and some red slip remains on the surface. Height 14½ in (36.7 cm). Provenance: English private collection.;Object, material not specified. Recorded as “9.” with dimensions 14 (36.7), repeated in the source. Provenance or sale reference includes Bonhams, London, 26 2007, lot 223, with the date 2004 also noted in the source.
0-آثارنا المنهوبة_22_p020_d68dbfc2;Egyptian wood Ptah-Sokar-Osiris figure, carved in wood and depicted standing on typical short legs, wearing a diagonal sash with the arms folded and a ribbed waistband below. The small head is carved with a long nose and slightly recessed eyes.;Egyptian wood Ptah-Sokar-Osiris figure, carved in wood and shown standing on typical short legs with a diagonal sash and folded arms, with a ribbed waistband below. The small head is carved with a long nose and slightly recessed eyes. The figure is recorded as 13¼ in (34 cm) high and mounted. Provenance noted in the source is a German private collection, acquired before 1972.;Object type and material cannot be determined from the provided text. The source consists only of bibliographic references: “0.13 (34) Bonhams: 1972. pson 2002. 86. 88.” repeated twice, with no descriptive information about form, material, technique, dimensions, or date of the object itself.
0-آثارنا المنهوبة_22_p021_05077278;Head, limestone. Small South Arabian limestone male head, circa 1st century B.C./A.D., with a stylised form, sharp bow ridge and nose, recessed brows and pupils for now-missing inlays, and an elongated nose with three folds below the chin. Height 4 in (10 cm), mounted.;Head, limestone. Small South Arabian limestone male head dating to circa 1st century B.C./A.D. The stylised head has a sharp bow ridge and nose, with brows and pupils recessed for now-missing inlays. The nose is elongated, and there are three folds below the chin. The object measures 4 in (10 cm) high and is mounted. Provenance: UK private collection, acquired during the 1990s.;Object type not specified, with no descriptive information provided beyond the inventory/reference number 2002.196.274.
0-آثارنا المنهوبة_22_p022_e2eb1dc8;Female votive figure, marble with gesso-painted surface, standing frontally on a small rectangular integral plinth and dated to circa 1st century B.C. The figure wears a long dress and holds a rectangular hollowed-out votive bowl.;Female votive figure, marble with an applied gesso layer painted with coloured details, standing frontally on a small rectangular integral plinth and dated to circa 1st century B.C. The figure wears a long dress, waisted and ending at the calves above ankle bracelets, with incised linear and cross-hatched ornament over the legs and around the upper arms. She is shown with strands of necklaces composed of triangular pendants and a large central crescentic pendant above the breasts, and her arms are bent at the elbows with the forearms projecting forward to hold a rectangular hollowed-out votive bowl with incised panels. The oval face has a pointed chin, strong browline, incised arched brows, large eyes with drilled pupils, a straight nose, and a small mouth. The hair flares below the ears and falls to the shoulders, with incised linear banded details and a diadem of circular pendants above the forehead. Height: 31 in (79 cm).;"Statue, material not specified, depicting a woman standing on a rectangular base, with a pointed face, a prominent nose bridge extending to the eyebrows, and a bunch of facial features rendered in an obvious, stylized manner; dated to the first century BC; height 31 inches (79 cm)."
0-آثارنا المنهوبة_22_p023_23c77c9b;Head, alabaster. South Arabian Qatabanian alabaster head of a woman, circa 1st century B.C./A.D. The head has a long neck and an oval face with stylised facial features, including arching incised eyebrows above almond-shaped eyes inlaid with white stone, a long straight nose, and a small mouth. The hair falls behind semi-circular ears and the head is set on an alabaster stepped base.;Head, alabaster. South Arabian Qatabanian alabaster head of a woman, circa 1st century B.C./A.D. The object is carved with a long neck and an oval face, the features rendered in a stylised manner. It has arching incised eyebrows above almond-shaped eyes inlaid with white stone, a long straight nose, and a small mouth below. The hair falls behind semi-circular ears. The head is mounted on an alabaster stepped base. The overall height, including the base, is 29.5 cm.;Tombstone, marble. Carved tombstone depicting a woman’s grave with a long neck, an oval face with clearly defined facial features, including eyebrows carved above the eyes, a white-stone inlay, a long straight nose, and a small mouth.
0-آثارنا المنهوبة_22_p024_df087257;Panels, wood. Two rectangular carved wood panels from Yemen, dated to the 14th century, carved in relief with thuluth script and a band of raised hemispheres below.;Panels, wood. Two rectangular carved wood panels from Yemen, dated to the 14th century. The panels are carved in relief with thuluth script and a band of raised hemispheres below. The largest panel measures 56 x 24 cm. The source identifies two panels and gives no further technical or contextual details.;"Wooden object, wood, consisting of two bent wooden plaques, rectangular in shape, carved with inscriptions; one plaque bears a significant inscription in the third line beneath a strip of high hemispheres, and one is described as bearing a testimony. 14th century. Dimensions: 56 x 24 cm. Condition: good."
0-آثارنا المنهوبة_22_p030_cb31daf3;Marble head and torso of a youth, Sabaean, South Arabia, 3rd-1st century BC. The figure has large eyes and nose, with elbows at the sides and fists clenched forward.;Marble head and torso of a youth, Sabaean, South Arabia, 3rd-1st century BC. The figure is described as possessing large eyes and a prominent nose, with the elbows held at the sides and the fists clenched forward. Nice mineral deposits are present within the recesses. No further condition details are provided in the source text.;Bust, marble. Third century–first century BC. Height 7 1/4 inches (18.4 cm). Good condition.
29-آثارنا المنهوبة_29_p019_5186eca2;Bull protome, bronze, Qataban Kingdom, Yemen, 700-100 BC. Height 18 cm. The object is formed as the powerful forequarters of a bull, with a massive head, round muzzle, grooved nostrils, ribbed bulging brows, engraved symbolic motifs, a crescent moon on the forehead, and a lozenge-decorated diadem between the horns.;Bull protome, bronze, Qataban Kingdom, Yemen, 700-100 BC. Height 18 cm. The object is shaped as the powerful forequarters of a bull, with a massive head, round muzzle, grooved nostrils, and ribbed bulging brows. The forehead is engraved with symbolic motifs and a crescent moon, and a lozenge-decorated diadem is placed between the horns. The source text identifies it as a rare Sabean inscription dedicated to the moon god and referring to the people of Qataban, the most prominent Yemeni kingdom in the second half of the 1st millennium BC.;Animal statue, bronze, described as old and “Before Alsalam.”
29-آثارنا المنهوبة_29_p021_11b31839;Bronze statuette of a warrior, Archaic period, 17 cm high, from Yemen. The figure is described as facing left, with a helmet crest showing double moulding on the left side only.;Bronze statuette of a warrior, Archaic period, 17 cm high, from Yemen. The figure is identified as a warrior and is described as being seen from the left, since the double moulding on the left side of the helmet crest does not appear to have been repeated on the right side. It is suggested that the figure may originally have belonged to a larger composition, either as a counterpart to another figure on the rim of a vessel or as part of a free-standing group. The object has been discussed in relation to Laconian bronzes and published by Beazley and Jucker.;Human statue, bronze, representing a warrior of Sparta with a brown shield and edged border. The statue is described as the oldest witness of Greek art in ancient Yemen. Height 17 cm.
29-آثارنا المنهوبة_29_p043_255b10d7;Head, carved striped alabaster, with a slender neck, rounded chin, compact mouth, small moustache, ridge nose, almond-shaped eyes, and a sweeping incised brow, raised on a bespoke mount. Height 20.9 cm excluding stand.;Head, carved striped alabaster, with the facial features reduced to a simplified form: a slender neck rising to a rounded chin, a compact mouth with a small moustache above the upper lip, a ridge nose, almond-shaped eyes, and a sweeping incised brow. The top of the head is flattened. The object is raised on a bespoke mount and measures 20.9 cm high excluding the stand. The source text identifies it as an Ancient Sabaean Arabian male head from Southern Arabia, dated to around the turn of the first millennium B.C., and notes that it was intended to fit within a small rectangular niche within a ritual site, serving as a votive object.;Human statue, marble. Human statue in marble, dated to the first century BC. Height 20.9 cm. Condition: good.
0-آثارنا المنهوبة_14_p022_e7ef2ce4;Tablet, alabaster, with inscription. South Arabian script, written sinistrograde. Dated to the 3rd century B.C.-1st century A.D.;Tablet, alabaster, with inscription. The object is described as a South Arabian alabaster tablet and is associated with a limestone block in the collection of the British Museum under accession number not specified in the source text. The inscription is in South Arabian script, an abjad written sinistrograde. The object is dated to the 3rd century B.C.-1st century A.D.;"Stone plate, marble, rectangular in form, with an inscribed line reading “Albister's pass.” Dated to the first century AD. Dimensions: 12 cm (4 3/4 in.); weight: 1.3 kg."
0-آثارنا المنهوبة_14_p026_2c507d36;Calf, alabaster, South Arabian/Sabaean, carved in speckled alabaster with grey, pink and white tones, standing on an integral base. Length 17 cm (6 11/16 inches).;Calf, alabaster, South Arabian/Sabaean, carved in speckled alabaster with grey, pink and white tones and formed as a standing calf on an integral base. The object measures 17 cm in length (6 11/16 inches). The source text identifies it as South Arabian/Sabaean and notes a Near Eastern private collection provenance, acquired and imported into the UK in the 1980s.;"Small object, marble, with two little horns projecting forward; length 7 cm (6 11/16 inches). First century BC. Excellent condition."
0-آثارنا المنهوبة_14_p027_ec708607;Animal figures, South Arabian, largest 12 cm.;Animal figures, South Arabian, four in total, with the largest example measuring 12 cm. No further details on material, technique, date, or condition are provided in the source text.;Animal statues, marblestone. Four animal statues of different sizes and shapes, depicting a dog, a bull, and a horse, all standing on rectangular bases except the bull. First century BC. Largest 12 cm.
0-آثارنا المنهوبة_14_p028_4041cb1f;Scarboid, carnelian, South Arabian, inscribed magical, circa 3rd century A.D.;Scarboid, carnelian, South Arabian, inscribed magical, circa 3rd century A.D. The object is described as a scarboid made of carnelian and identified as South Arabian in origin. It bears an inscription and is characterized as magical. The dating given is circa the 3rd century A.D.;"Necklace, gold. Gold necklace with a decorative frame; described as comic and “gone” in the source text. Dated to 3000 BC. Weight 15 g, length 4 cm."
0-آثارنا المنهوبة_14_p029_f769888f;Head, alabaster, South Arabian, of a man, 3rd century B.C./1st century A.D. Drilled underneath and mounted on a black marble base. The head has large eyes recessed for inlay and grooved, drilled eyebrows.;"Head, alabaster, South Arabian, of a man, 3rd century B.C./1st century A.D. The object is drilled underneath and mounted on a black marble base. It has large eyes recessed for inlay and grooved, drilled eyebrows. Condition noted in the source includes damage to the chin and nose, slight abrasions to the ear rims, and a large shallow chip on the back. The reverse bears the inscription or mark ""CB 10"" in black ink.";"Human statue head, marble stone, carved in the round with a blindfolded treatment; likely from a statue. The head has two horizontal eyebrows with incised lines, a nose that is largely broken, a small visible horizontal upper lip, and a shallow horizontal line indicating the mouth opening. Ears are visible on both sides."
0-آثارنا المنهوبة_14_p030_c5cb9878;Architectural block, limestone, carved in relief on one side with the stylised frontal figures of five ibexes. Each ibex is shown with straight legs in low relief, a stepped muzzle, protruding circular eyes, and ribbed horns. South Arabian, 3rd century B.C./1st century A.D.;Architectural block, limestone, carved in relief on one side with a frieze of five stylised frontal ibexes. The animals are depicted with straight legs in low relief, stepped muzzles, protruding circular eyes, and ribbed horns. South Arabian, dated to the 3rd century B.C./1st century A.D. The object is heavily encrusted, with chips on the lower part of three muzzles.;"Oyster, carved material, with the heads rendered very prominently and accurately, and the feet and chests carved small, visible, and light; dated to the 3rd century B.C. to 1st century A.D."
