0-آثارنا المنهوبة_28_p019_9b221f0b;متحف إسطنبول لآثار; تركيا;جيدة;تحمل رقم35;https://traveltoeat.com/treasuresmuseum-archaeology-istanbul-yemen-turkey/;Vaporized.;A evaporation of limestone, with a pyramidal base, mediated by a letter in the letterhead (L.H.R.R.N.), with a cube on its face by a prominent sculpture representing the coronary and moon, and on its sides four fake windows.;Jerry's Stone.;First century Meldie.;;Istanbul Museum of Antiquities, Turkey;Good.;Carrying number 35.;;;;;;;;;;;;
0-آثارنا المنهوبة_28_p020_c57aa05d;عليها أرقام تحمل (7494); (38).;https://traveltoeat.com/treasures-museum-archaeology-istanbul-yemen-turkey/;Vaporized.;The cube-shaped vapor is based on four legs, with letters in the line (zr) below the fat, a small rectangular perforation window to the other side.;Jerry's Stone.;First century AD;;Istanbul Museum of Archaeology, Turkey;Good.;It has bearing numbers (7494, 38).;;;;;;;;;;;;;;
0-آثارنا المنهوبة_28_p021_0c783b35;مرمر;القرن الثالث قبل الميلد إلى القرن الأول الميلدي;;متحف إسطنبول لآلثار; تركيا;جيدة;رابط القطعة في مدونة داسي. رابط القطعة: https://traveltoeat.com/treasures-museum-archaeology-istanbul-yemen-of-turkey/;https://dasi.cnr.it/index.php?id=30&prjId=1&corId=0&colId=0&navId=920737773&recId=9384&mark=09384%2C001%2C004;"""Efries""";A rectangular painting, with a prominent sculpture of a man and a woman riding in a row, in a opposite position, separated by a decorated column, and a man slinging a sword behind his back, with a graffiti on the blade line, consisting of a single line, the beginning of which is missing, reading the clear characters of which (photograms of the Kent hormonal image).;Marble.;The third century before the first century. The first century.;;Istanbul Museum of Althar, Turkey;Good.;Title link in Daci blog: https://traveltoeat.com/treasures-museum-archaeology-stanbul-yemen-of-turkey/;;;;;;;;;
0-آثارنا المنهوبة_28_p022_99257637; تركيا;جيدة;;https://traveltoeat.com/treasures-museum-archaeology-istanbul-yemen-turkey/;The painting of Afrez.;A rectangular painting framed by an engineering decoration, mediated by a prominent sculpture depicting a conflict between the hawk and the snake, the hawk shows his wings and claws holding the snake, while the snake shows a clear glimpse and turns around the hawk so that his head meets the head of the hawk.;Jerry's Stone.;The third century before the first century. The first century.;;Istanbul Museum of Althar, Turkey;Good.;;;;;;;;;;;;;;
0-آثارنا المنهوبة_28_p023_104b6c2c;متحف إسطنبول لآلثار; تركيا;جيدة;;https://traveltoeat.com/treasures/museum-archaeology-istanbul-yemen-turkey/;"""Efries""";A painting with a prominent sculpture of the supernatural being of the Lord of the Son of Man with a clear hint with a mustache and a long lick with the ears of two large, raised animals, and a head connected to the body of a prominent winged lion with a hint, with clear claws, and the animal's back with two large wings raised, the feathers showing precisely in them.;Marblestone.;The third century before the first century. The first century.;;Istanbul Museum of Althar, Turkey;Good.;;;;;;;;;;;;;
0-آثارنا المنهوبة_28_p024_f072e75e; تركيا;جيدة;;https://traveltoeat.com/treasures-archaeology-istanbul-yemen-turkey-museum/;Funeral statues.;A small group of funeral statues with different shapes, sitting in a seating position;;;;;;;;;;;;;;;;;;;
0-آثارنا المنهوبة_28_p025_534a771f; تركيا;جيدة;يحمل رقم 71;https://traveltoeat.com/treasures-archaeology-istanbul-yemen-of-turkey-museum/;Paint.;A rectangular plate, with a prominent sculpture showing a frame surrounding a clearly visible human figure in the center of the painting. The character holds a spear in her hand, holds on her waist a gun and wears a head cover and planned clothing that stretches over her body. In the upper part of the painting, a four-line inscription with a partial obliteration of some letters.;Jerry's Stone.;5th century B.C.E.;;Istanbul Museum of Althar, Turkey;Good.;He's holding number 71.;;;;;;;;;;;;;
0-آثارنا المنهوبة_28_p026_000f38f3;https://www.britishmuseum.org/collection/object/W_1925-0923-2;Amulet.;It has to be written in two-faced pedagogy, reading (Hmm);Copper.;Old.;3.55 cm long;The British Museum.;Good.;;;;;;;;;;;;;;;;;
0-آثارنا المنهوبة_28_p027_49196eb4;جيدة;;https://collections.louvre.fr/en/ark:/53355/cl010166659;Paint.;A rectangular carving of the marble stone, with a prominent sculpture of a large bird, clearly the hint eats from grapes, and it's marked with an engraving in the lumber line.;Marble.;;Fish 4.6 cm;;;;;;;;;;;;;;;;;
0-آثارنا المنهوبة_28_p028_76ccf6a0;جيدة;;https://collections.louvre.fr/en/ark:/53355/cl010167149;A statue.;A small statue of a clear-cut horse in motion, missing the limbs of both his hands and feet, riding with a clear-cut child, in a position consistent with the horse's movement, raising his hands up and on the side.;Bronze.;The Meldie's horn.;Fish 4.2 cm;;;;;;;;;;;;;;;;;
0-آثارنا المنهوبة_28_p029_e567a978;متحف إسطنبول للآثار; تركيا;جيدة;;https://collections.louvre.fr/en/ark:/53355/cl010167149;A tombstone.;He saw a grave in the shape of a human face, clearly a hint. The eyes are engraved in the shape of an oval, the eyebrows are measured, the nose is visible and sharp with clear lines, and the mouth is applied.;Marble.;3rd century BC to 1st century AD;;Istanbul Museum of Archaeology, Turkey;Good.;;;;;;;;;;;;;
0-آثارنا المنهوبة_28_p030_c03ab137; تركيا;جيدة;;;The head of a statue.;The head of a statue of the marble stone, clearly the hint. The eyes are plucked and the shape is luze, the nose is sharp, and the mouth is a straight line with full lips. The ears are wiped at the head level.;Marble.;3rd century BC to 1st century AD;;Istanbul Museum of Althar, Turkey;Good.;;;;;;;;;;;;;;
0-آثارنا المنهوبة_28_p031_19978641; تركيا;جيدة;;https://collections.louvre.fr/en/ark:/53355/cl010167149;A tombstone.;He saw a human face with a clear glimpse and a distinctive sculptor. The eyes of Luzitan are mediated by a prominent little pupil, the nose is visible and the lips are open, and the ears are clear on both sides of the head in parallel curved lines.;Marble.;The third century before the first century. The first century.;;Istanbul Museum of Althar, Turkey;Good.;;;;;;;;;;;;;;
0-آثارنا المنهوبة_4_p001_27d081fd;A ring.;A gold ring is relatively large, a silver slice with the owl polish on it.;Gold.;;;Barkat House;Missing.;A show in a pool house.;;;;;;;;;;;;;;;;;
0-آثارنا المنهوبة_4_p001_4436bf38;A statue of a man.;A statue of a man who stands clearly, salty, hand-strengthened, and a broken hand wearing a robe, has no weight.;Bronze.;The second century before the Miles.;;One of the world's auctiones.;Missing.;Discovered.;;;;;;;;;;;;;;;;;
0-آثارنا المنهوبة_4_p002_25e64c16;Women's statue (good box);The statue of a woman from the bronze, obviously the salt, is a bottle of fragrance missing from her, the bottom with the hands, the eyes with the clear razor, on her head, the circular base of the bow attached to the head.;Bronze.;;;It's on display at a auction.;He's missing the bottom of it with his hands.;;;;;;;;;;;;;;;;;;
0-آثارنا المنهوبة_4_p002_06d55388;Part of a graft.;Part of a five-line engraving that was written in a puncture line.;Bronze.;;;It's on display at a auction.;;;;;;;;;;;;;;;;;;;
0-آثارنا المنهوبة_4_p003_54637cdc;A statue of a bearded man.;A statue of a man who's perfect, who's clear, who's salty, who's jumping on a base, who's threatened, who's folded, who's got a power head, who's got eyes, who's pale, who's palpable, who's facial to a beard, who's folding the fat, who's got a dress on seven lines in the stick line.;Bronze.;;;One of the auctiones.;Missing.;Photo number five.;;;;;;;;;;;;;;;;;
0-آثارنا المنهوبة_4_p003_16facb8e;A woman's statue.;The statue of a hippie woman sitting on a chair of the same substance, clear-cut, salty, hairy, low-cut, thinning, hand-strengthened, cuff-cuffed, underneath which he wrote the third letter in the pavilion line.;Marblestone.;;;Barkat House;Missing.;Photo number six.;;;;;;;;;;;;;;;;;
0-آثارنا المنهوبة_4_p004_44b0f2d6;A statue of a man in an egress of marble.;A wall of marble, rectangled shape, eight-headed oak, put inside it a little bronze statue of a man standing in plain sight, hands reaching forward, standing on a base of the same affried, sold in a public auction in America.;Browns + Marble;;;One of America's public auctions.;Missing.;Photo number seven.;;;;;;;;;;;;;;;;;
0-آثارنا المنهوبة_4_p004_16ec014b;An evil woman's statue.;An evil statue of a woman (the fertility goddess), a clear face, eyes, nose, a face, a face, hands in the chest.;Jerry's Stone.;;;One of the auctions in America.;Introduction;Photo number eight.;;;;;;;;;;;;;;;;;
0-آثارنا المنهوبة_4_p005_65368b4e;A woman's statue.;The statue of an incomplete woman, obviously a mug, the eyes are plucked and the eyes are plucked, the fingers are broken, the tan are missing, the bottom part of it comes back, the hippocampus is on display at an international auction in America.;Jerry's Stone.;The hippocampus.;;katgallery.com/product/sabean-limestone-idol-of-the-lady- https://store.barakatgallery.com/product/;Missing the bottom part of it.;;;;;;;;;;;;;;;;;;
0-آثارنا المنهوبة_4_p005_84a0ac5e;A tombstone.;A grave witness is a face of a man who's clearly bearded, salty, eye-nosed, blue-collared, high-pitched ears, belonging to the hippocampus, offered at a public auction at M.R.R.C.;Marblestone.;The hippocampus.;;https://store.barakatgallery.com/product/funerary-head-of-a-bearded-man/;;;;;;;;;;;;;;;;;;;
0-آثارنا المنهوبة_4_p006_e4581251;A woman's painting.;A woman &apos;;;;;;;;;;;;;;;;;;;;;;;" i"",Jerry's Stone.,,,Barakat Gallery,Missing.,Photo number 11."
0-آثارنا المنهوبة_4_p006_c70aabec;A statue and a statue.;The statue of an awful stone of marble is clear, the salt, the horns are curved, the back god stands on the base of the same stone material.;Marble.;The hippocampus.;;A show at an American auction.;Missing.;Photo number 12.;;;;;;;;;;;;;;;;;
0-آثارنا المنهوبة_4_p007_132cc91e;متحف تعز / مزاد في بريطانيا;مفقودة;صورة رقم13;https://store.barakatgallery.com/product/sabean-alabaster-stele-depicting-a-mother-and-child/;Women &apos;;;;;;;;;;;;;;;;;;;;
0-آثارنا المنهوبة_4_p007_94931a8a;;مزاد بأمريكا;مفقودة;صورة رقم14;https://store.barakatgallery.com/product/sabean-funerary-stone-plaque/;A tombstone.;He saw the grave of a man with clear features, the eyes of Luzitan and the eyebrows raised, the nose and the mouth small, with three letters written in the name of the citrus, stating the name of the deceased, belonging to the hippocampus, on display at an auction in America.;Jerry's Stone.;The hippocampus.;;U.S. auction.;Missing.;Photo number 14.;;;;;;;;;;;;
0-آثارنا المنهوبة_4_p008_9905cdb4;;;مفقود;صورة رقم15;https://www.1stdibs.com/furniture/folk-art/antiquities/sabean-funerary-stone-plaque/id-f_6213143/;A tombstone.;He saw a tomb of limestone for a man, a face that was clear, salty, two-eyed, two oval lips, and a high-profile album, written down the face with letters in the line of the defunct album.;Jerry's Stone.;;;;Missing.;Photo number 15.;;;;;;;;;;;;
0-آثارنا المنهوبة_4_p008_edea912b;barakatgallery.eu;مفقود;صورة رقم16;https://barakatgallery.eu/artworks/54706-sabean-granite-head-of-a-woman-600-bce-100-bce/;And a statue.;And a statue of the granite stone, a cheerleader's cheek, eyes like a berthan, a white pale, an all-bharz, returns to the red state, is displayed at a global auction in Britain.;Granite Stone.;The idiot State.;;barakatgallery.eu;Missing.;Picture number 16.;;;;;;;;;;;;;
0-آثارنا المنهوبة_4_p009_90e33534;Thor's head.;Part of Everies of the polished marble stone in the shape of Thor's head, clear-cut, horn-broken.;Marble.;The hippocampus.;;Barcat Gallery.;The horns are broken.;A show at an auction in Britain.;;;;;;;;;;;;;;;;;
0-آثارنا المنهوبة_4_p009_6c2e0f24;The candlestick base.;The base of candlesticks made of bronze, based on the third legs with a circular nozzle, the outer edge with the third human statues hanging clearly indignant.;Bronze.;;;National Museum of the Sultanate of Oman;;Presented at the National Museum of the Sultanate of Oman;;;;;;;;;;;;;;;;;
0-آثارنا المنهوبة_4_p010_a7693691;مفقودة;صورة رقم19;https://www.timesofisrael.com/prophets-exhibit-jerusalem-in-vivid-made-yemen-ancient-kings-jewish-priests;The head of a man's statue.;A human tombstone of a clear-cut man whose face, eyes, eyes and nose, was marked in the head with letters in the letterhead, belonging to the donkey State, was published in the Times of the Israel and displayed in the Israeli Bible Land Museum in occupied Palestine.;Jerry's Stone.;The idiot State.;;Israeli Bible Land Museum in Occupied Palestine;Missing.;Photo number 19.;;;;;;;;;;;;;;
0-آثارنا المنهوبة_4_p010_469326ea;صورة رقم20;https://www.timesofisrael.com/prophets-exhibit-jerusalem-in-vivid-made-yemen-ancient-kings-jewish-priests;Part of the engraving line.;Part of the engraving on three lines of the citadel line, belonging to the zebra state, was published in the Times of the Israel and presented at the Israeli Bible Land Museum in occupied Palestine.;Jerry's Stone.;The idiot State.;;Israeli Bible Land Museum in Occupied Palestine;Missing.;Photo number 20.;;;;;;;;;;;;;;;
0-آثارنا المنهوبة_4_p011_1d3c0b89;مفقود;صورة رقم21;https://www.timesofisrael.com/prophets-exhibit-jerusalem-in-vivid-made;Part of the inscription in Hebrew.;Part of the Hebrew-line inscription of five lines in brown-colored frame belonging to the zebra state, published in Times of the Israel and displayed in the Israeli Bible Land Museum in occupied Palestine.;Jerry's Stone.;The idiot State.;;Israeli Bible Land Museum in Occupied Palestine;Missing.;Photo number 21.;;;;;;;;;;;;;;
0-آثارنا المنهوبة_4_p011_cca5589b;;متحف اراضي الكتاب المقدس الإسرائيلي في فلسطين المحتلة;مفقود;صورة رقم22;https://www.timesofisrael.com/prophets-exhibit-jerusalem-in-vivid-made;Two women's statues.;Two limestone statues of women sitting in clear-cut seating in sculptures, eyes are clear and noses are piercing, hands are stretched, hands are different in the bowl of faces, belonging to the human state, and their picture is published in the Times of the Israel and presented in the Israeli Bible Land Museum in occupied Palestine.;Jerry's Stone.;The Bosnian State;;Israeli Bible Land Museum in Occupied Palestine;Missing.;Photo number 22.;;;;;;;;;;;;
0-آثارنا المنهوبة_27_p001_ae3c3206; اليدان ممدودتان ومقبوضتان إلى الأمام; الصدر بارز واضح معالم الأنوثة; تلبس مئزر حوافه تصل إلى الساق عليه كتابة مكونة من خمسة أسطر بالخط المسند; القدمان حافافيتان; الأصابع تمثيلها واضح.;برونز;ما قبل الإسلام;;متحف الفن الإسلامي;;;;A human statue.;The statue of a bronze woman, the face is clear, the eyes are blue, the nose is high and sharp, the ears are high, the head is like a crown, the hairs hang out, the mouth is closed, the hands are stretched and pinned forward, the chest is visible, the faces are female, the apron wears up to the leg with a five-line writing, the feet are curvatures, the fingers are clear.;Bronze.;Pre-Islam;;Museum of Islamic Art;;;;;;;
0-آثارنا المنهوبة_27_p001_a372dbeb; الصدر بارز واضح معالم الأنوثة; تلبس معضدا في الكتفين.;برونز;ما قبل الإسلام;;متحف الفن الإسلامي;;;;A human statue.;A statue of a bronze woman in a parking position, a clear face with no features, eyes of Lozitan, nose of a palpable, sharp, ears of hair, on the head of a crown, mouth of a closed, hands of a forward, chest of a visible femininity, wearing an antidote to the shoulders.;Bronze.;Pre-Islam;;Museum of Islamic Art;;;;;;;;;;
0-آثارنا المنهوبة_27_p002_4744b7df;ما قبل الإسلام;;متجف الفن الإسلامي;;;;A human statue.;A statue of a man from the bronze is clear-cut, eyes are piercing, nose is visible and sharp, the head is covered with a helmet with visible bumps. The hands are stretched out and the hands are pinned, on the forearm are ringing in the shape of an antidote, wearing an apron on it. The feet are adjacent to the knees, one progressing.;Bronze.;Pre-Islam;;Islamic Art Dryer;;;;;;;;;;;;;
0-آثارنا المنهوبة_27_p002_e74b2fa9;;متحف الفن الإسلامي;;;;An animal statue.;The statue of Luwl carved on a marble stone, clear-cut, big horns wrapped in the back of the animal, clear face, two eyes, straight feet parallel to the fat.;Marble.;Pre-Islam;;Museum of Islamic Art;;;;;;;;;;;;;;
0-آثارنا المنهوبة_27_p003_e0970334;برونز;ما قبل الإسلام;;متحف الفن الإسلامي;الجزء الخلفي مفقود وقد أعيد استكماله;;;An animal statue.;The statue of a broad bronze, the back part of which is missing and is re-completed, the oak in the head wrapping position has big horns up and curved, the eyes are high, the eyes are high, the ears are hard, the chin is clear, the feet are on the other side of the oak are written in a five-line line.;Bronze.;Pre-Islam;;Museum of Islamic Art;The back part's missing and it's been recompleted.;;;;;;;;;;;
0-آثارنا المنهوبة_27_p003_c30f35ac; ويرتدي مئزرا مكونا من ثلاث طبقات منقوشة بخطوط مزينة; وخفين في قدميه ويمتد الى منتصف الساق على شكل تكسير; يوجد فقدان للقدم اليمنى.;برونز;ما قبل الإسلام;;متحف الفن الإسلامي;يوجد فقدان للقدم اليمنى;;;A human statue.;A statue of a man from the bronze with clear features, a round face, wearing a helmet covering the head, eyes of Loztan, nose, lips with clear lips, hands with an extended hand and one with a pierced side, wearing clothes covering the fat wrapped from front to back at the shoulder, wearing an apron of three layers engraved with engraved lines, and hiding in his feet and extending to the middle of the leg in the form of a broken leg, there is a loss of the right foot.;Bronze.;Pre-Islam;;Museum of Islamic Art;There's a loss of right foot.;;;;;;;;
0-آثارنا المنهوبة_27_p004_58186c9b; ويرتدي التمثال مئزراً مكوناً من ثلاث طبقات مزينة بخطوط على شكل تكسير; ويرتدي خفين في قدميه ويمتد إلى منتصف الساق (نعل).;برونز;ما قبل الإسلام;;متحف الفن الإسلامي;;عدد القطع: 1;;A human statue.;A statue of a man from the bronze, with clear features, a round face, a hat that covers the head, eyes of luzitan, nose, lips that are clear, hands that are stretched out, hands that are up on the side, clothes that cover the fat, wrapped from front to back at the shoulder, and an apron that is made up of three layers of broken lines, wears absconding on his feet and stretches to the middle of the leg (flip).;Bronze.;Pre-Islam;;Museum of Islamic Art;;Number of pieces: 1;;;;;;;;
0-آثارنا المنهوبة_27_p004_19eaad93; ويرتدي التمثال مئزراً مكوناً من ثلاث طبقات مزينة بخطوط على شكل تكسير; ويرتدي خفين في قدميه ويمتد إلى منتصف الساق (نعل).;برونز;ما قبل الإسلام;;متحف الفن الإسلامي;;عدد القطع: 1;;A human statue.;A statue of a man from the bronze, with clear features, a round face, wearing a helmet covering the head, eyes of a luze, nose, lips are clear, hands are stretched and hands are held on the side, clothes covering the fat are wrapped from front to back at the shoulder, the statue wears an apron composed of three layers of broken lines, wears two hinds in his feet and stretches to the middle of the leg (Nawale).;Bronze.;Pre-Islam;;Museum of Islamic Art;;Number of pieces: 1;;;;;;;;
0-آثارنا المنهوبة_27_p005_51eafa0f;;Bumper.;A silver bumper, a cylindrical carved on it, a prominent sculpture of mythological paintings, a meta-human face, decorative elements, and a plate of gems.;Silver.;Pre-Islam;;Museum of Islamic Art;;;;;;;;;;;;;;;;;;
0-آثارنا المنهوبة_27_p005_db54fdcc;;;;An animal statue.;A legendary winged animal statue made of bronze has a clear-cut human face, covering the head of a hat, standing on four fixed lists on a listed base, and on the fat two wings raised.;Bronze.;Pre-Islam;;Museum of Islamic Art;;;;;;;;;;;;;;;;
0-آثارنا المنهوبة_27_p006_37e55aac;;Ow! Ow! Ow! Ow!;A bowl of round-shaped yellow copper, deep-shaped with landscapes and drawings from the outside, and inside a clear view of the bull's animal.;Yellow copper.;Pre-Islam;;Museum of Islamic Art;;Number of pieces 1;;;;;;;;;;;;;;;;
0-آثارنا المنهوبة_27_p006_e13f12d7;ما قبل الإسلام;;متحف الفن الإسلامي;يستخدم للتعليق والتثبيت;عدد القطع 1;;An animal statue.;A bust of a clear-cut migraine, face, open mouth shows lion's fangs, moustache on the mouth, front hands are clear, standing on a rectangular base with a single line of entrail on it, there's a ring on the top of the head.;Bronze.;Pre-Islam;;Museum of Islamic Art;Used for comment and installation;Number of pieces 1;;;;;;;;;;;
0-آثارنا المنهوبة_27_p007_0be764a8;Supplement characters;Four pods of single bronze tangents, which are C-E-C-L.;Bronze.;Pre-Islam;;Museum of Islamic Art;;Number of blocks 4;;;;;;;;;;;;;;;;;
0-آثارنا المنهوبة_27_p007_d7f0b86a;ما قبل اﻹسﻼم;;متحف الفن اﻹسﻼمي;;عدد القطع 1;;A human statue.;A head statue of a bearded man, the features are clear;;;;;;;;;;;;;;;;;
0-آثارنا المنهوبة_27_p008_55ba901f;Vaporized.;A evaporation made of limestone has a cone-shaped base and a cube-shaped body with spectacles of a horny, large-shaped acupunctured accelerator whose heads turn backward, separated by the symbol of the crescent and moon.;Jerry.;Pre-Islam;;Museum of Islamic Art;;Number of blocks 1;;;;;;;;;;;;;;;;;
0-آثارنا المنهوبة_27_p008_2b0404eb;;A human statue.;My human statue of limestone is clear. The face is small, the hands are contained, the top of the puffed abdomen is clear.;Jerry.;Pre-Islam;;Museum of Islamic Art;;Number of blocks 1;;;;;;;;;;;;;;;;
0-آثارنا المنهوبة_27_p009_e2d17687;;Alvarez - An Architectural Component;Freeze, rectangled wall, made of polished marble, has a nine-headed sculpture of clearly-looking bulls.;Marble.;Pre-Islam;;Museum of Islamic Art;;;;;;;;;;;;;;;;;;
0-آثارنا المنهوبة_27_p009_a04541e3;متحف الفن اﻹسﻼمي;;;;Ow! Ow! Ow! Ow!;A glass carved of suffocated wood, with a wide circular nozzle, and a cone with crawlers on the edge and letters in the line of the trigger, with a statue of a woman in a clear-cut sitting position, with hand-to-hands attached to it.;Wood.;Pre-Islam;;Museum of Islamic Art;;;;;;;;;;;;;;;
0-آثارنا المنهوبة_27_p010_4fcb47d1;;جيري;;A human statue.;A bust of limestone is clear-cut, eyes are poked, nose is straight, on the head is a hat.;The limestone.;Pre-Islam;;Museum of Islamic Art;;Jerry.;;;;;;;;;;;;;;
0-آثارنا المنهوبة_27_p010_d349215f;متحف الفن الإسلامي;;عدد القطع1;;Lettuce.;A bunch of gold beards include the shape of a plate cream, the shape of a cylindrical mass mediated by a round, thin collar, flat with an inscription in the blade, a necklace in the shape of a clearly painted bull's head and eyes with beads of beads, and a small crater room that ends with an unclear point handle.;Gold.;Pre-Islam;;Museum of Islamic Art;;Number of blocks 1;;;;;;;;;;;;;
0-آثارنا المنهوبة_27_p011_10999c49; يوجد نقش بخط المسند عند الطرف السفلى من الجسم مكون من سطرين.;برونز;ما قبل الإسلام;;متحف الفن الإسلامي;;عدد القطع 1;;A human statue.;The statue of a woman from the bronze is clear-cut, covering her body with a thin dress detailing the nuntity, the face, the eyes of Luzitan, the nose, the mouth of a straight line, her head covered by a band and her hairbrows hanging from behind her, the hands missing and her chest with a necklace, the graffiti at the lower end of the body is made up of two lines.;Bronze.;Pre-Islam;;Museum of Islamic Art;;Number of pieces 1;;;;;;;;;
0-آثارنا المنهوبة_27_p011_3c96aeb0; ترتدي قلادة على الصدر.;نحاس اصفر;ما قبل الإسلام;;متحف الفن الإسلامي;;عدد القطع 1;;A human statue.;A statue of a woman from yellow copper with clear features, her body covers a dress, a face with clear features, eyes of Lozitan, nose, mouth with a straight line, her head covered by a league and hanging from behind the limbs of the league, hands missing, wearing a necklace on the chest.;Yellow copper.;Pre-Islam;;Museum of Islamic Art;;Number of pieces 1;;;;;;;;;
0-آثارنا المنهوبة_27_p012_9307d3e7;متحف الفن اﻹسﻼمي;;;;A human statue.;A statue of a woman of copper is clear-cut, in the case of a movement dressed in loose clothes with fractures, a head is clearly covered by a nerve, with hair locks on both sides, one hand stretching forward and the other side on the side, the chest decorating the details of the dress and on her shoulder written in a four-line engraved line.;Bronze.;Pre-Islam;;Museum of Islamic Art;;;;;;;;;;;;;;;
0-آثارنا المنهوبة_27_p012_064e60ba;A inscription.;A bronze tablet with an engraving written in an eight-line engraving line with an engraved base.;Bronze.;Pre-Islam;;Museum of Islamic Art;;;;;;;;;;;;;;;;;;;
0-آثارنا المنهوبة_27_p013_5569687b;متحف الفن اﻹسﻼمي;;عدد القطع1;;A tombstone.;He saw a grave of limestone rectangular, with a face of a human being with clear features, eyes of luzitan, eyebrows up and squared, ears of a beard with three letters.;Jerry.;Pre-Islam;;Museum of Islamic Art;;Number of blocks 1;;;;;;;;;;;;;
0-آثارنا المنهوبة_27_p013_93d2983e; القدمان واضحة الشكل;برونز;ما قبل اﻹسﻼم;;متحف الفن اﻹسﻼمي;;عدد القطع1;;A human statue.;A statue of a guy made of bronze with a clear face and a hunch, eyes of luzitan, a straight nose, lips full of curly hair, on the chest with a two-line freckle line, one hand stretching forward and the other to the side, wearing an apron hanging from the waist to the top of the heels with a triangular opening, feet clear of shape.;Bronze.;Pre-Islam;;Museum of Islamic Art;;Number of blocks 1;;;;;;;;;
0-آثارنا المنهوبة_27_p014_f6b0815e;غير مكتمل;;;A neck collar.;A round-shaped collar, incomplete of pure gold, ends up with a single-part terminal, and on the front of the collar, writing a carved line with a line.;Bronze.;Pre-Islam;;Museum of Islamic Art;Incomplete.;;;;;;;;;;;;;;;
0-آثارنا المنهوبة_27_p014_77286d5c;Seal.;A mud stamp with ununderstandable crosslines.;Mud.;Pre-Islam;;Museum of Islamic Art;;;;;;;;;;;;;;;;;;;
0-آثارنا المنهوبة_27_p015_c44722ed;;;An animal statue.;A puppet of pottery on every statue of a sharp-horned bull, carrying in his head a bowl, and a statue decorated with charades in his head and a bowl.;The pottery.;Pre-Islam;;Museum of Islamic Art;;;;;;;;;;;;;;;;;
0-آثارنا المنهوبة_27_p015_71423dff;;;A human statue.;A human statue of limestone is clear, the head is small, the hands are embedded and placed above the abdomen.;The limestone.;Pre-Islam;;Museum of Islamic Art;Clear details.;;;;;;;;;;;;;;;;
0-آثارنا المنهوبة_27_p016_cd35f9bf;;;;A human statue.;My human statue of limestone is visible in shape, the head is small, the face is unclear, the hands are stretched to the side, the legs are swollen, the bottom of it is missing.;Jerry.;Pre-Islam;;Museum of Islamic Art;;;;;;;;;;;;;;;;
0-آثارنا المنهوبة_27_p016_cdf3e3c1;ما قبل اﻹسﻼم;;متحف الفن اﻹسﻼمي;;;;An animal statue.;In the case of head movement up, neck curved, body stretched forward, legs curved one on a small round base, tail curved me down on the back of lines that look like saddles, the fat covers letters in the line.;Bronze.;Pre-Islam;;Museum of Islamic Art;;;;;;;;;;;;;
0-آثارنا المنهوبة_27_p017_6589c853;ما قبل اﻹسﻼم;;متحف الفن اﻹسﻼمي;مفقود الجزء الخلفي منه والقوائم اﻻمامية مكسورة;;;An animal statue.;A statue of a faceless camel, a long and curved neck, a head with a small block in the shape of a comment loop, with two humans riding on its back: one sitting on the saddle and the other stuck in the back and grabbed the teeth, uncleared the features, decorated the camel with lines, missing the back of it and broken front lists.;Bronze.;Pre-Islam;;Museum of Islamic Art;The back of it is missing, and the front lists are broken.;;;;;;;;;;;;
0-آثارنا المنهوبة_27_p017_8d2c2bc8;;;Lettuce.;An oval gold ring ends with a flat mass with a drawing of a woman sitting in a chair holding one hand something, and the other hand is stretched and raised.;Gold.;Pre-Islam;;Museum of Islamic Art;;;;;;;;;;;;;;;;;
0-آثارنا المنهوبة_27_p018_4b75eb3f;;Lettuce.;A round-shaped gold ring, with a flat circular mass, with shapes and letters in the line.;Gold.;Pre-Islam;;Museum of Islamic Art;;;;;;;;;;;;;;;;;;
0-آثارنا المنهوبة_27_p018_17eab0ad;المسند ح ي ي;;Lettuce.;A ring of round-shaped gold, thick, with a lobe of gemstone, ran out of an animal that jumped, probably a lion and letters in the line.;Gold.;Pre-Islam;;Museum of Islamic Art;;Imposter H-E-E-E-E-E.;;;;;;;;;;;;;;;
0-آثارنا المنهوبة_27_p019_91eb6ef8;;Lettuce.;A necklace of semi-circular thick gold, decorated with spherical grains on the body and other shapes, with two comments on the sides, with pointed tips attached to it by broken thin threads of the same substance.;Gold.;Pre-Islam;;Museum of Islamic Art;;;;;;;;;;;;;;;;;;
0-آثارنا المنهوبة_27_p019_aeb35159;متحف الفن اﻹسﻼمي;;;;Lettuce.;A flat-shaped round piece of gold, with a picture of a woman with a clear profile, turns to the right, wears on the head a bunch of cloth that shows underneath the locks of cabbage hair, holding a stick upside her cheek, surrounded by levels in circles of each level decorated by efficacious and embroidered geometry.;Gold.;Pre-Islam;;Museum of Islamic Art;;;;;;;;;;;;;;;
0-آثارنا المنهوبة_27_p020_1d7e03ef;;;Ow! Ow! Ow! Ow!;A drum of round-shaped gold, with vegetarian and animal ceramics (gall and deer) and sights of a man in a hunting position, and in the bottom of a vegetarian euphoria of tree legs and other geometric ceramics, which represent irradiated ceramics trapped within circles and separate each other from trees, perhaps for the tree of life.;Gold.;Pre-Islam;;Museum of Islamic Art;;;;;;;;;;;;;;;;;
