artifact_id;pdf_name;page_num;link;text_for_matching;text_for_matching_web;price;currency;wb_txt_shrt;wb_txt_lg;pdf_upgrd_description;type;detail;material;iconography;period_general;period_precise
0-30_p004_e96b4190;0-30.pdf;4;https://www.artcurial.com/en/sales/2266/lots/27-a;3 . 23 Artcurial A human statue. Jerry's Stone. First century B.C.E. The height is 23 centimeters. Artcurial Good.;"Tête de type "" Mariam "", au visage ovale, esquissant un léger sourire, le nez droit et les yeux creux en amande, le cou rectiligne, la chevelure tombant droit sur la nuque à l'arrière des oreilles. +33 1 42 99 20 51 bids@artcurial.com Actions E-Catalog Add to your Calendar Order the Catalog Terms & Conditions of Purchase 27 TÊTE FÉMININE EN PIERRE, ARABIE DU SUD, FIN DU 1ER MILLÉNAIRE AV.J.C. (9 in.) A SOUTH ARABIAN STONE FEMALE HEAD, LATE 1ST MILLENIUM B.C. Estimate: €8,000 - 10,000 Sold : €19,306 Complete Description TÊTE FÉMININE EN PIERRE, ARABIE DU SUD, FIN DU 1ER MILLÉNAIRE AV.J.C. +33 1 42 99 20 51 bids@artcurial.com Actions E-Catalog Add to your Calendar Order the Catalog Terms & Conditions of Purchase Estimate: €8,000 - 10,000 Sold : €19,306 27 TÊTE FÉMININE EN PIERRE, ARABIE DU SUD, FIN DU 1ER MILLÉNAIRE AV.J.C. +33 1 42 99 20 20 ebailoni@artcurial.com Bids Office Kristina Vrzests Tel. 27 TÊTE FÉMININE EN PIERRE, ARABIE DU SUD, FIN DU 1ER MILLÉNAIRE AV.J.C.";;;"Female head, stone, South Arabia, late 1st millennium B.C. Type ""Mariam"" oval face with a slight smile, straight nose, hollow almond-shaped eyes, straight neck, and hair falling straight onto the nape behind the ears.";"Female head, stone, South Arabia, late 1st millennium B.C. Type ""Mariam"". The head has an oval face with a slight smile, a straight nose, and hollow almond-shaped eyes. The neck is straight, and the hair falls straight onto the nape behind the ears. The description identifies the object as a female head in stone from South Arabia, dated to the late 1st millennium B.C.";"Statue, stone. Human figure known as ""Jerry's Stone,"" dated to the first century B.C.E. Height: 23 cm.";sculpture;statue;stone;human;Late Antiquity;unknown
0-30_p005_10baea5a;0-30.pdf;5;https://drouot.com/en/l/31417835-head-of-a-man-sabaean-3rd-century-bc-1st-century-ad-h-28-5;4 : . 28.5 Drouot A human statue. Description of the piece: . Marble. The century A.M. The height is 28.5 centimeters. Drouot Good. It's on sale this December.;Provenance: ex Bonhams, London, 5.7.2018, lot 164;;;;;;sculpture;statue;marble;human;Late Antiquity;unknown
0-30_p006_6686f187;0-30.pdf;6;https://www.lot-art.com/auction-lots/TETE-MASCULINE/71-tete_masculine-11.12.25-monte;5 - . : 15.5 : 11.4 : 7.5 Drouot / LOT-ART A human statue. Marble. 3rd century - 2nd century B.C.E. Altitude: 15.5 cm, width: 11.4 cm, depth: 7.5 cm Drouot / LOT-ART;Provenance Ex Numismatic Ancient Art Gallery AG, Zurich Ex Fondation Rassla, Suisse, dans les années 1970 A South Arabian Alabaster Head. LOT 71 TÊTE MASCULINE Albâtre, or et coquillage Dim. 15,5 x 11,4 x 7,5 cm Culture Sabbatéenne, IIIe-IIe siècle av. 15,5 x 11,4 x 7,5 cm Culture Sabbatéenne,... [ translate ] TÊTE MASCULINE Albâtre, or et coquillage Dim.;;;Head, alabaster with gold and shell, South Arabian, Sabaean culture, 3rd-2nd century BC. Dimensions: 15.5 x 11.4 x 7.5 cm.;Head, alabaster with gold and shell, from South Arabia. The object is identified as a male head and is attributed to the Sabaean culture, dated to the 3rd-2nd century BC. It measures 15.5 x 11.4 x 7.5 cm. Provenance information in the source mentions Ex Numismatic Ancient Art Gallery AG, Zurich, and Ex Fondation Rassla, Switzerland, in the 1970s.;Human statue, marble, 3rd–2nd century B.C.E. Altitude 15.5 cm, width 11.4 cm, depth 7.5 cm.;sculpture;statue;marble;human;Late Antiquity;3rd century
0-30_p007_f4603e0c;0-30.pdf;7;https://www.bidsquare.com/online-auctions/artemis-gallery/south-arabian-stone-idol-figure-1383536;6 300 - 100 17.5 7.6 Bidsquare : 20 . 20 . A human statue. Jerry's Stone. 300 B.C.E. 100 C.E. 17.5 centimeters, 7.6 centimeters.;"Selling antiquities, ancient and ethnographic art online since 1993, Artemis Gallery specializes in Classical Antiquities (Egyptian, Greek, Roman, Near Eastern), Asian, Pre-Columbian, African / Tribal / Oceanographic art. Size: 3"" W x 6.9"" H (7.6 cm x 17.5 cm)";;;Object, material not specified. Size: 3 in. W x 6.9 in. H (7.6 cm x 17.5 cm).;Object, material not specified. The source provides only the dimensions, measuring 3 in. wide by 6.9 in. high (7.6 cm x 17.5 cm). No further information is given regarding typology, technique, date, provenance, or material.;Human statue, stone, 17.5 cm high and 7.6 cm wide. Dated to 300 B.C.E.–100 C.E.;sculpture;statue;stone;human;Late Antiquity;unknown
0-30_p008_6098ac5e;0-30.pdf;8;https://www.bonhams.com/auction/30769/lot/73/statuette-feminine-assise-en-calcaire-sud-de-la-peninsule-arabique-ca-iiie-siecle-av-jc-ier-siecle-ap-jc/;"7  19.5 Bonhams "" 25 1975 172. A human statue. Jerry's Stone. 3rd century B.M.I. The height is 19.5 centimeters. Bonhams Good. The site shows that the piece was the property of an althar and primitive art dealer at Christis House, London, February 25, 1975, Lot 172.";African and Oceanic Art Antiquities Home and Interiors Russian Paintings and Works of Art Chinese Ceramics & Works of Art Old Master Paintings Sculpture and Works of Art Indian, Himalayan & Southeast Asian Art View Conditions of Sale Bid now on these items An Egyptian pale green glazed faience shabti for Howedja, born to Shedet £3,000 - £5,000 Two Luristan bronze swords 2 £800 - £1,200 Five Roman glass vessels 5 £500 - £700 Eight Roman glass vessels 8 £1,500 - £2,000 A Late Roman or Byzantine solid gold bracelet with agate cabochon £6,000 - £8,000 A large Roman green glass jug £4,000 - £6,000 A Roman aubergine glass jug £2,000 - £3,000 An Egyptian wood Ptah-Sokar-Osiris £2,000 - £3,000 A Roman bronze figure of Minerva £3,000 - £5,000 Two Egyptian wood model brewers or oarsmen £1,500 - £2,000 A Roman aubergine ribbed glass bottle £300 - £500 A South Arabian bronze erotic statuette £600 - £800 A large Near Eastern copper alloy pectoral £3,000 - £5,000 A Luristan iron sword with a bronze grip £1,000 - £1,500 A Roman bronze incense burner with dolphin handle £1,500 - £2,000 A Luristan bronze horsebit £800 - £1,200 An Egyptian alabaster jar with rope-twist band £1,500 - £2,000 A large Egyptian turquoise faience amulet of Bastet £2,000 - £3,000 An Egyptian bronze statuette of a kneeling king £1,500 - £2,000 A large Egyptian limestone shabti £2,000 - £3,000 An Egyptian green glazed faience shabti for Pa-Her-Mer, Overseer of the Treasury £1,200 - £1,800 An Egyptian pale green glazed faience shabti for the Overseer of the Treasury, Psamtek, 'Good name', Iahmes, born to Bastet-ir-dis £2,000 - £3,000 An Egyptian gilded polychrome painted cartonnage mummy mask £3,000 - £5,000 An Egyptian polychrome painted cartonnage mummy mask Amended £2,000 - £3,000 How to sell 269 — Five Roman glass vessels 5 £500 - £700 270 — Eight Roman glass vessels 8 £1,500 - £2,000 19 — A Late Roman or Byzantine solid gold bracelet with agate cabochon £6,000 - £8,000 21 — A large Roman green glass jug £4,000 - £6,000 22 — A Roman aubergine glass jug £2,000 - £3,000 11 — An Egyptian wood Ptah-Sokar-Osiris £2,000 - £3,000 18 — A Roman bronze figure of Minerva £3,000 - £5,000 10 — Two Egyptian wood model brewers or oarsmen £1,500 - £2,000 20 — A Roman aubergine ribbed glass bottle £300 - £500 13 — A South Arabian bronze erotic statuette £600 - £800 15 — A large Near Eastern copper alloy pectoral £3,000 - £5,000 14 R — A Luristan iron sword with a bronze grip £1,000 - £1,500 17 — A Roman bronze incense burner with dolphin handle £1,500 - £2,000 16 — A Luristan bronze horsebit £800 - £1,200 12 — An Egyptian alabaster jar with rope-twist band £1,500 - £2,000 8 — A large Egyptian turquoise faience amulet of Bastet £2,000 - £3,000 9 — An Egyptian bronze statuette of a kneeling king £1,500 - £2,000 6 — A large Egyptian limestone shabti £2,000 - £3,000 5 — An Egyptian green glazed faience shabti for Pa-Her-Mer, Overseer of the Treasury £1,200 - £1,800 3 — An Egyptian pale green glazed faience shabti for the Overseer of the Treasury, Psamtek, 'Good name', Iahmes, born to Bastet-ir-dis £2,000 - £3,000 2 — An Egyptian gilded polychrome painted cartonnage mummy mask £3,000 - £5,000 1 — An Egyptian polychrome painted cartonnage mummy mask £2,000 - £3,000 Previous Lot Next Lot Lot 73 STATUETTE FÉMININE ASSISE EN CALCAIRE Sud de la péninsule arabique, ca. Buyers' Premium and Charges For all Sales categories excluding Wine, Coins & Medals and Motor Cars and Motorcycles: Buyer's Premium Rates 28% on the first €40,000 of the Hammer Price 27% from €40,001 to €800,000 the Hammer Price 21% from €800,001 to €4,500,000 the Hammer Price 14.5% on the excess over €4,500,000 of the Hammer Price A 3rd party bidding platform fee of 4% of the Hammer Price for Buyers using the following bidding platforms will be added to the invoices of successful Buyers for auctions starting on or after 6th July 2024 – Invaluable;;;Statuette, limestone, seated female figure, from the southern Arabian Peninsula, ca. [date not stated].;Statuette, limestone, depicting a seated female figure. The object is identified as coming from the southern Arabian Peninsula and is dated ca. [date not stated in the source]. No further technical, dimensional, or contextual information is provided in the source text.;Human statue, stone, 19.5 cm high. Dated to the 3rd century B.M.I. Provenance note: recorded as the property of an altar and primitive art dealer at Christie's House, London, sold 25 February 1975, lot 172. Condition noted as good.;sculpture;statue;stone;human;Late Antiquity;3rd century
0-30_p009_8f0c48a1;0-30.pdf;9;https://www.bonhams.com/auction/20668/lot/181/a-south-arabian-limestone-seated-figure/;8 . 47 Bonhams : . A human statue. Jerry's Stone. First century B.C.E. The height is 47 centimeters. Bonhams;How to sell 269 — Five Roman glass vessels 5 £500 - £700 270 — Eight Roman glass vessels 8 £1,500 - £2,000 19 — A Late Roman or Byzantine solid gold bracelet with agate cabochon £6,000 - £8,000 21 — A large Roman green glass jug £4,000 - £6,000 22 — A Roman aubergine glass jug £2,000 - £3,000 11 — An Egyptian wood Ptah-Sokar-Osiris £2,000 - £3,000 18 — A Roman bronze figure of Minerva £3,000 - £5,000 10 — Two Egyptian wood model brewers or oarsmen £1,500 - £2,000 20 — A Roman aubergine ribbed glass bottle £300 - £500 13 — A South Arabian bronze erotic statuette £600 - £800 15 — A large Near Eastern copper alloy pectoral £3,000 - £5,000 14 R — A Luristan iron sword with a bronze grip £1,000 - £1,500 17 — A Roman bronze incense burner with dolphin handle £1,500 - £2,000 16 — A Luristan bronze horsebit £800 - £1,200 12 — An Egyptian alabaster jar with rope-twist band £1,500 - £2,000 8 — A large Egyptian turquoise faience amulet of Bastet £2,000 - £3,000 9 — An Egyptian bronze statuette of a kneeling king £1,500 - £2,000 6 — A large Egyptian limestone shabti £2,000 - £3,000 5 — An Egyptian green glazed faience shabti for Pa-Her-Mer, Overseer of the Treasury £1,200 - £1,800 3 — An Egyptian pale green glazed faience shabti for the Overseer of the Treasury, Psamtek, 'Good name', Iahmes, born to Bastet-ir-dis £2,000 - £3,000 2 — An Egyptian gilded polychrome painted cartonnage mummy mask £3,000 - £5,000 1 — An Egyptian polychrome painted cartonnage mummy mask £2,000 - £3,000 Previous Lot Next Lot Lot 181 W Antiquities 1 May 2013, 10:30 BST London, New Bond Street £15,000 - £20,000 Own a similar item? Antiquities View Conditions of Sale Bid now on these items An Egyptian pale green glazed faience shabti for Howedja, born to Shedet £3,000 - £5,000 Two Luristan bronze swords 2 £800 - £1,200 Five Roman glass vessels 5 £500 - £700 Eight Roman glass vessels 8 £1,500 - £2,000 A Late Roman or Byzantine solid gold bracelet with agate cabochon £6,000 - £8,000 A large Roman green glass jug £4,000 - £6,000 A Roman aubergine glass jug £2,000 - £3,000 An Egyptian wood Ptah-Sokar-Osiris £2,000 - £3,000 A Roman bronze figure of Minerva £3,000 - £5,000 Two Egyptian wood model brewers or oarsmen £1,500 - £2,000 A Roman aubergine ribbed glass bottle £300 - £500 A South Arabian bronze erotic statuette £600 - £800 A large Near Eastern copper alloy pectoral £3,000 - £5,000 A Luristan iron sword with a bronze grip £1,000 - £1,500 A Roman bronze incense burner with dolphin handle £1,500 - £2,000 A Luristan bronze horsebit £800 - £1,200 An Egyptian alabaster jar with rope-twist band £1,500 - £2,000 A large Egyptian turquoise faience amulet of Bastet £2,000 - £3,000 An Egyptian bronze statuette of a kneeling king £1,500 - £2,000 A large Egyptian limestone shabti £2,000 - £3,000 An Egyptian green glazed faience shabti for Pa-Her-Mer, Overseer of the Treasury £1,200 - £1,800 An Egyptian pale green glazed faience shabti for the Overseer of the Treasury, Psamtek, 'Good name', Iahmes, born to Bastet-ir-dis £2,000 - £3,000 An Egyptian gilded polychrome painted cartonnage mummy mask £3,000 - £5,000 An Egyptian polychrome painted cartonnage mummy mask Amended £2,000 - £3,000 Depicting a seated female figure, wearing a long tunic and an elaborate broad collar decorated with small round pendants and a large central circular medallion attached to a crescent-shaped pendant, with a long nose, almond-shaped eyes with pierced pupils and long hair arranged in plaits falling over the shoulders, both hands closed in a fist, 181⁄2in (47cm) high Footnotes Provenance : American private collection, Los Angeles, formed in the 1970s. Find your local specialist Ask about this lot New Bond Street [email protected] Client Services (UK) Tel: +44 20 7447 7447 [email protected] Shipping (UK) Tel: +44 20 7468 8302 [email protected] A South Arabian limestone seated figure Circa 1st Century B.C. Buyers' Premium and Charges For all Sales categories, buyer's premium excluding Cars, Motorbikes, Wine, Whisky and Coin & Medal sales, will be as follows: Buyer's Premium Rates 28% on the first £40,000 of the hammer price;;;Figure, limestone. South Arabian seated figure, depicted seated and carved in limestone, dated circa 1st century B.C. The figure is 181⁄2 in (47 cm) high.;Figure, limestone. South Arabian seated figure carved in limestone, dated circa 1st century B.C. The object is described as a seated figure, with the preserved height given as 181⁄2 in (47 cm). No further technical or contextual details are provided in the source text beyond the object type, material, cultural attribution, and date.;Human statue, stone. Jerry's Stone, dated to the first century B.C.E. Height 47 cm.;sculpture;statue;stone;human;Late Antiquity;unknown
0-30_p010_82b6e20a;0-30.pdf;10;https://www.metmuseum.org/art/collection/search/326695; 9 : . 37.6 11.5 10.7 Metropolitan Museum : 1982 : 1982 A human statue. Description of the piece: . Marble. Late 2000 B.C.E. The height is 37.6 cm, the width is 11.5 cm, the depth is 10.7 cm.;Standing male figure ca. late 1st millennium BCE Not on view This standing male figure is a funerary or votive object intended to be placed in a tomb or temple. Dressed in a long, plain garment reaching almost to the ankles, the figure stands in a fully frontal pose. The base, which is carved in one piece with the figure, bears the name of the individual and his clan—Sadiqim Ma'ad. The eyes and eyebrows are carved to hold inlays, now missing, and the arms are bent at the elbows, extending out at right angles to the body. One hand is clenched in a fist, pierced vertically to hold some object, perhaps a scepter, now lost. The other hand is open. The undersurface of the base and the top and back of the figure's head are roughly carved. Such statues were often set in niches, and the surfaces not visible were consequently left unfinished on many examples. The placement of the ears high on the head, the aquiline nose, the small mouth, and the fully frontal pose are all characteristic of human images made in this region. Artwork Details Object Information Overview Provenance Exhibition History References Title: Standing male figure Date: ca. late 1st millennium BCE Geography: Southwestern Arabia Medium: Alabaster (calcite) Dimensions: H. 14 13/16 × W. 4 1/2 × D. 4 3/16 in. (37.6 × 11.5 × 10.7 cm) Credit Line: Purchase, Mr. and Mrs. Nathaniel Spear Jr. Gift, 1982 Object Number: 1982.317.3 Curatorial Department: Ancient West Asian Art More Artwork More Artwork Related From the same time and place A slider containing 5 items. Press the down key to skip to the last item. Votive or funerary stele ca. late 1st millennium BCE Relief panel ca. 883–859 BCE Human-headed winged bull (lamassu) ca. 883–859 BCE Relief panel ca. 883–859 BCE Relief panel ca. 883–859 BCE Related Content Timeline of Art History Entries and chronologies from The Met's art encyclopedia. Trade between Arabia and the Empires of Rome and Asia Arabian Peninsula, 1000 B.C.–1 A.D. Publications Books, guides, and catalogues published by The Met. Notable Acquisitions, 1982–1983 Free to Research Resources The Met provides unparalleled resources for research and welcomes an international community of students and scholars. The Met's Open Access API is where creators and researchers can connect to the The Met collection. Open Access data and public domain images are available for unrestricted commercial and noncommercial use without permission or fee. To request images under copyright and other restrictions, please use this Image Request form . Feedback We continue to research and examine historical and cultural context for objects in The Met collection. If you have comments or questions about this object record, please contact us using the form below. The Museum looks forward to receiving your comments. Send feedback Standing male figure ca. late 1st millennium BCE Not on view This standing male figure is a funerary or votive object intended to be placed in a tomb or temple. Dressed in a long, plain garment reaching almost to the ankles, the figure stands in a fully frontal pose. The base, which is carved in one piece with the figure, bears the name of the individual and his clan—Sadiqim Ma'ad. The eyes and eyebrows are carved to hold inlays, now missing, and the arms are bent at the elbows, extending out at right angles to the body. One hand is clenched in a fist, pierced vertically to hold some object, perhaps a scepter, now lost. The other hand is open. The undersurface of the base and the top and back of the figure's head are roughly carved. Such statues were often set in niches, and the surfaces not visible were consequently left unfinished on many examples. The placement of the ears high on the head, the aquiline nose, the small mouth, and the fully frontal pose are all characteristic of human images made in this region.;;;Standing male figure, alabaster (calcite), ca. late 1st millennium BCE. Funerary or votive object carved in a fully frontal pose, with a long plain garment and a base inscribed with the name Sadiqim Ma'ad.;Standing male figure, alabaster (calcite), ca. late 1st millennium BCE. This funerary or votive object was intended for placement in a tomb or temple. The figure stands frontally and wears a long, plain garment reaching almost to the ankles. It is carved in one piece with a base that bears the name of the individual and his clan, Sadiqim Ma'ad. The eyes and eyebrows are carved to receive inlays, now missing. The arms are bent at the elbows and extend outward at right angles to the body one hand is clenched in a fist and pierced vertically to hold an object, perhaps a scepter, now lost, while the other hand is open. The undersurface of the base and the top and back of the head are roughly carved, consistent with statues that were set in niches and left unfinished on non-visible surfaces. The ears are placed high on the head, and the aquiline nose, small mouth, and fully frontal pose are characteristic of human images made in southwestern Arabia.;Human statue, marble, Late 2000 B.C.E. Height 37.6 cm, width 11.5 cm, depth 10.7 cm.;sculpture;statue;marble;human;Late Antiquity;unknown
0-30_p011_2fc817ec;0-30.pdf;11;https://freemansauction.com/auctions/6428-antiquities-and-ancient-art/lot/152?fromSearch=true; 10 - 44.5 Freeman’s A human statue. Marble. The fourth century - the first century before the Miles. The height is 44.5 centimeters. Freeman’s Good.;Previous Lot Lot 152 Next Lot 1 / 4 Click To Zoom Condition Report Contact Information Auction Specialist Lot 152 Sale 6428 - Antiquities and Ancient Art: Including Property from the Estates of Andrew C. Provenance Condition Report Contact Information Auction Specialist Lot Description A South Arabian Alabaster Standing Worshipper Circa 4th-1st Century B.C. Estimate $30,000 - 50,000 Price Realized $19,200 Sold prices are inclusive of Buyer's Premium Lot Description A South Arabian Alabaster Standing Worshipper Circa 4th-1st Century B.C. Love Nov 19, 2025 10:00AM CT Live / Chicago Own a similar item?;$19.200;USD;Standing worshipper, alabaster, South Arabian, circa 4th-1st century B.C.;Standing worshipper, alabaster, South Arabian, circa 4th-1st century B.C. The object is identified as a South Arabian alabaster standing worshipper and is dated to the circa 4th-1st century B.C. No further technical, dimensional, or contextual details are provided in the source text.;Human statue, marble, 44.5 cm high. Dated to the fourth century to the first century BC.;sculpture;statue;marble;human;Late Antiquity;unknown
0-30_p012_4aa6b43c;0-30.pdf;12;https://www.artcurial.com/en/sales/2266/lots/72-a; 11 . 24 Artcurial A human statue. Bronze. 6th century B.C.E. The height is 24 centimeters. Artcurial Good.;Bibliographie : F.Demange, L'Homme de Bronze, Actualité du Département des Antiquités Orientales n°10, Musée du Louvre, Paris, mai-octobre 2007 Ce type de statue votive, réalisée à l'image du fidèle, trouve son parallèle dans trois autres sculptures en bronze du Musée de Sanaa, dont l'une, dédiée au dieu tutélaire du royaume de Saba, Almaqah, a été restaurée par le Musée du Louvre. +33 1 42 99 20 51 bids@artcurial.com Actions E-Catalog Add to your Calendar Order the Catalog Terms & Conditions of Purchase 72 STATUE MASCULINE EN BRONZE, ARABIE DU SUD, 6EME SIÈCLE AV.J.C. Estimate: €40,000 - 60,000 Sold : €91,200 Complete Description STATUE MASCULINE EN BRONZE, ARABIE DU SUD, 6EME SIÈCLE AV.J.C. La datation qui nous en est donnée est étayée par le traitement stylistique du vêtement, dont le drapé évoque celui des frises achéménides de Persépolis et dont la coiffure rappelle celle en boucles volutiformes des Assyriens, Perses et Grecs du 6e siècle avant Jésus-Christ. Estimate: €40,000 - 60,000 Sold : €91,200 72 STATUE MASCULINE EN BRONZE, ARABIE DU SUD, 6EME SIÈCLE AV.J.C. Sculpture ex-voto représentant un homme debout, le bras droit plié, le gauche près du corps, poings fermés percés, vêtu d'un pagne plissé moulant les hanches jusqu'aux genoux, croisé et ouvert sur le devant et maintenu par une ceinture. (9 1⁄2 in.) A SOUTH ARABIAN BRONZE VOTIVE SCULPTURE OF A MAN, 6TH CENTURY B.C. 72 STATUE MASCULINE EN BRONZE, ARABIE DU SUD, 6EME SIÈCLE AV.J.C.;;;Bronze votive statue of a man, South Arabian, 6th century B.C. The standing figure has the right arm bent, the left arm close to the body, and clenched fists pierced through. It wears a pleated loincloth fitted over the hips to the knees, crossed and open at the front, and held by a belt.;Bronze votive statue of a man, South Arabian, 6th century B.C. This ex-voto sculpture represents a standing male figure with the right arm bent and the left arm held close to the body the fists are clenched and pierced. The figure is dressed in a pleated loincloth moulded to the hips and extending to the knees, crossed and open at the front, and secured by a belt. The dating given in the source is supported by the stylistic treatment of the garment, whose drapery recalls the Achaemenid friezes of Persepolis, and by the hairstyle, described as volute-like curls comparable to those of Assyrians, Persians, and Greeks of the 6th century B.C.;Human statue, bronze, 6th century B.C.E. Height 24 cm. Condition: good.;sculpture;statue;bronze;human;Late Antiquity;6th century
0-30_p013_d3799f39;0-30.pdf;13;https://www.artcurial.com/en/sales/2192/lots/64-a; 12  30.5 Artcurial : 1968. A human statue. Bronze. First century B.C.E. The height is 30.5 centimeters. Artcurial Good.;Statue en bronze, représentant un personnage debout, bras pliés en avant, poings fermés, debout, vêtu d'une jupe droite s'arrêtant au niveau des mollets, d'une chemise moulante à manches longues et encolure en pointe. (12 in.) A SOUTH ARABIAN BRONZE INSCRIBED FEMALE FIGURE, 1ST CENTURY B.C.-A.D. +33 1 42 99 20 51 bids@artcurial.com Actions E-Catalog Add to your Calendar Order the Catalog Terms & Conditions of Purchase 64 STATUE FÉMININE, PÉNINSULE ARABIQUE, 1ER SIÈCLE AV.-AP.J.C. Estimate: €60,000 - 70,000 Sold : €61,200 Complete Description STATUE FÉMININE, PÉNINSULE ARABIQUE, 1ER SIÈCLE AV.-AP.J.C. La tête, au masque triangulaire, comporte de grands yeux en amande et des sourcils légèrement arqués prolongeant l'arête d'un nez droit;;;Statue, bronze, of a standing female figure with arms bent forward and clenched fists, wearing a straight skirt ending at mid-calf and a close-fitting long-sleeved shirt with a pointed neckline. South Arabian, 1st century B.C.-A.D.;Statue, bronze, representing a standing female figure with the arms bent forward and the fists closed. The figure wears a straight skirt ending at mid-calf and a close-fitting long-sleeved shirt with a pointed neckline. The head has a triangular mask-like appearance, with large almond-shaped eyes, slightly arched eyebrows, and a straight nose bridge. South Arabian, 1st century B.C.-A.D.;Human statue, bronze, dating to the first century B.C.E. Height: 30.5 cm.;sculpture;statue;bronze;human;Late Antiquity;unknown
0-30_p014_9bc22dd3;0-30.pdf;14;https://www.metmuseum.org/art/collection/search/327483; 13 . 27.6 15.2 1.3 Metropolitan Museum : 1993 : 1993 A inscription. The name of the piece is not included in the text. Bronze. At the end of the first millennium, Altitude 27.6 cm, width 15.2 cm, fish 1.3 cm;Votive plaque inscribed with Sabaean dedication ca. late 1st millennium BCE Not on view This votive plaque with a raised border around its edges has a Sabaean dedicatory inscription. While the worship of aniconic images was widespread among South Arabian cultures, the precise significance of the inscription as a cult object is uncertain. The practice of dedicating the inscription itself, as opposed to placing the inscription on an object intended for dedication, is a departure from the contemporary customs of greater Mesopotamia and Iran. Artwork Details Object Information Overview Provenance References Title: Votive plaque inscribed with Sabaean dedication Date: ca. late 1st millennium BCE Geography: Southwestern Arabia Medium: Copper alloy Dimensions: 10 7/8 × 6 × 1/2 in. (27.6 × 15.2 × 1.3 cm) Credit Line: Pfeiffer Fund, 1993 Object Number: 1993.169 Curatorial Department: Ancient West Asian Art More Artwork More Artwork Related From the same time and place A slider containing 5 items. Press the down key to skip to the last item. Incense burner ca. mid-1st millennium BCE Standing male figure ca. late 1st millennium BCE Votive or funerary stele ca. late 1st millennium BCE Gold Neck Ring 6th–4th century BCE Furniture element carved in the round with the head of a roaring lion ca. 9th–8th century BCE Related Content Timeline of Art History Entries and chronologies from The Met's art encyclopedia. Trade between Arabia and the Empires of Rome and Asia Arabian Peninsula, 1000 B.C.–1 A.D. Research Resources The Met provides unparalleled resources for research and welcomes an international community of students and scholars. The Met's Open Access API is where creators and researchers can connect to the The Met collection. Open Access data and public domain images are available for unrestricted commercial and noncommercial use without permission or fee. To request images under copyright and other restrictions, please use this Image Request form . Feedback We continue to research and examine historical and cultural context for objects in The Met collection. If you have comments or questions about this object record, please contact us using the form below. The Museum looks forward to receiving your comments. Send feedback Votive plaque inscribed with Sabaean dedication ca. late 1st millennium BCE Not on view This votive plaque with a raised border around its edges has a Sabaean dedicatory inscription. While the worship of aniconic images was widespread among South Arabian cultures, the precise significance of the inscription as a cult object is uncertain. The practice of dedicating the inscription itself, as opposed to placing the inscription on an object intended for dedication, is a departure from the contemporary customs of greater Mesopotamia and Iran.;;;Votive plaque, copper alloy, with a raised border and a Sabaean dedicatory inscription, from southwestern Arabia, ca. late 1st millennium BCE.;Votive plaque, copper alloy, with a raised border around the edges and a Sabaean dedicatory inscription, from southwestern Arabia, ca. late 1st millennium BCE. The plaque measures 10 7/8 × 6 × 1/2 in. (27.6 × 15.2 × 1.3 cm). The inscription is described as a dedicatory text, and the object is identified as a votive plaque the precise significance of the inscription as a cult object is uncertain. The record notes that the practice of dedicating the inscription itself, rather than placing the inscription on an object intended for dedication, differs from contemporary customs in greater Mesopotamia and Iran.;Object, bronze, with an inscription. Dimensions: height 27.6 cm, width 15.2 cm, thickness 1.3 cm. The name of the piece is not given in the source text. At the end of the first millennium.;object;unknown;bronze;none;Late Antiquity;unknown
0-30_p015_0355db58;0-30.pdf;15;https://www.britishmuseum.org/collection/object/W_1925-0724-9;;;;;;;;glyptic;seal;unknown;none;Late Antiquity;unknown
